Unit Process,Facility/Project Name,CWNS Number,Treatment Type,Present,Projected,Change Type,Back Up,Planned Year,Additional Notes,Last Updated Date,Permit Number,Permit Type,Authority Name,County Name,Watershed Name,Watershed HUC,Congressional District,State,Region,Map
"Pumping, Influent",ROULETTE TWP STP,42006155003,Preliminary,Y,Y,No Change,N,,,12/08/2004,PA0209066,Individual Permit,ROULETTE TWP,Potter,Upper Allegheny,05010001,5th Congressional District,PA,3,MAP
"Pumping, Influent",MUNCIE SD WWTP,18000506001,Preliminary,Y,Y,No Change,N,,,10/31/2008,IN0025631,Individual Permit,MUNCIE SANITARY DISTRICT,Delaware,Upper White,05120201,6th Congressional District,IN,5,MAP
"Pumping, Influent",LAFAYETTE WWTP,18000602001,Preliminary,Y,Y,No Change,N,,,11/06/2008,IN0032468,Individual Permit,"LAFAYETTE, CITY OF",Tippecanoe,Middle Wabash-Little Vermilion,05120108,4th Congressional District,IN,5,MAP
"Pumping, Influent",Anderson WWTP,18000702001,Preliminary,Y,Y,Replacement,N,2009,,12/31/2008,IN0032476,Individual Permit,"ANDERSON, CITY OF",Madison,Upper White,05120201,5th Congressional District,IN,5,MAP
"Pumping, Influent",Evansville EASTSIDE WWTP,18000851001,Preliminary,Y,Y,No Change,N,,,10/31/2008,IN0033073,Individual Permit,"EVANSVILLE, CITY OF",Vanderburgh,Highland-Pigeon,05140202,8th Congressional District,IN,5,MAP
"Pumping, Influent",Evansville WESTSIDE WWTP,18000851002,Preliminary,Y,Y,Expansion,N,2009,,10/31/2008,IN0032956,Individual Permit,"EVANSVILLE, CITY OF",Vanderburgh,Highland-Pigeon,05140202,8th Congressional District,IN,5,MAP
"Pumping, Influent",NEW ALBANY WWTP,18001052001,Preliminary,Y,Y,No Change,N,,,12/08/2008,IN0023884,Individual Permit,NEW ALBANY MUNICIPAL WWTP,Floyd,Silver-Little Kentucky,05140101,9th Congressional District,IN,5,MAP
"Pumping, Influent",BLOOMINGTON STP (SOUTH),18002020003,Preliminary,Y,Y,No Change,N,,,10/31/2008,IN0035718,Individual Permit,BLOOMINGTON SOUTH PLANT,Monroe,Lower East Fork White,05120208,9th Congressional District,IN,5,MAP
"Pumping, Influent",COLUMBUS WWTP,18002030001,Preliminary,Y,Y,Replacement,N,2011,,11/05/2008,IN0032573,Individual Permit,"COLUMBUS, CITY OF",Bartholomew,Upper East Fork White,05120206,6th Congressional District,IN,5,MAP
"Pumping, Influent",CONNERSVILLE WWTP,18002040001,Preliminary,Y,Y,No Change,N,,,11/10/2008,IN0032336,Individual Permit,"CONNERSVILLE, CITY OF",Fayette,Whitewater,05080003,6th Congressional District,IN,5,MAP
"Pumping, Influent",ELKHART WWTP,18002060001,Preliminary,Y,Y,No Change,N,,,11/12/2008,IN0025674,Individual Permit,"ELKHART, CITY OF",Elkhart,St. Joseph,04050001,2nd Congressional District,IN,5,MAP
"Pumping, Influent",GOSHEN WWTP,18002080001,Preliminary,Y,Y,"Increase Capacity, Rehabilitation",N,2017,,11/18/2008,IN0025755,Individual Permit,"GOSHEN      ,CITYOF",Elkhart,St. Joseph,04050001,2nd Congressional District,IN,5,MAP
"Pumping, Influent",KOKOMO MUN WWTP,18002100001,Preliminary,Y,Y,No Change,N,,,11/06/2008,IN0032875,Individual Permit,KOKOMO MUNICIPAL STP,Howard,Wildcat,05120107,4th Congressional District,IN,5,MAP
"Pumping, Influent",MARION WWTP,18002140001,Preliminary,Y,Y,No Change,N,,,11/21/2008,IN0025585,Individual Permit,"MARION, CITY OF",Grant,Mississinewa,05120103,5th Congressional District,IN,5,MAP
"Pumping, Influent",MICHIGAN CITY STP,18002150001,Preliminary,Y,Y,No Change,N,,,11/21/2008,IN0023752,Individual Permit,MICHIGAN CITY,La Porte,Little Calumet-Galien,04040001,1st Congressional District,IN,5,MAP
"Pumping, Influent",EAST LANSING WWP,26000055001,Preliminary,Y,Y,No Change,N,,,09/17/2008,MI0022853,Individual Permit,"EAST LANSING, CITY",Ingham,Upper Grand,04050004,8th Congressional District,MI,5,MAP
"Pumping, Influent",HOLLAND WTF,26000344001,Preliminary,Y,Y,No Change,N,,,02/12/2009,MI0023108,Individual Permit,"HOLLAND, CITY OF",Ottawa,Black-Macatawa,04050002,2nd Congressional District,MI,5,MAP
"Pumping, Influent",RAGNONE  (DIST.#2) WWTP,26000458001,Preliminary,Y,Y,Increase Capacity,N,,,09/18/2008,MI0022977,Individual Permit,GENESEE CO DRAIN COMM.,Genesee,Flint,04080204,5th Congressional District,MI,5,MAP
"Pumping, Influent",PORT HURON WWTP,26000462001,Preliminary,Y,Y,Replacement,N,2012,,02/20/2009,MI0023833,Individual Permit,"PORT HURON, CITY OF",St. Clair,St. Clair,04090001,10th Congressional District,MI,5,MAP
"Pumping, Influent",DETROIT STP,26000596001,Preliminary,Y,Y,Replacement,N,,,09/17/2008,MI0022802,Individual Permit,DETROIT BOARD OF WATER CO,Wayne,Detroit,04090004,13th Congressional District,MI,5,MAP
"Pumping, Influent",MONROE METRO WWTP,26000817001,Preliminary,Y,Y,Increase Level Of Treatment,N,,,09/18/2008,MI0028401,Individual Permit,MONROE METROPOLITAN WASTE,Monroe,Lake Erie,04120200,7th Congressional District,MI,5,MAP
"Pumping, Influent",CENTERVILLE STP,47000225001,Preliminary,Y,Y,No Change,N,,,09/13/2004,TN0024937,Individual Permit,"CENTERVILLE, TOWN OF",Hickman,Lower Duck,06040003,7th Congressional District,TN,4,MAP
"Pumping, Influent",Chattanooga Moccasin Bend WWTP,47000245002,Preliminary,Y,Y,No Change,N,,,09/13/2004,TN0024210,Individual Permit,"CHATTANOOGA, CITY OF",Hamilton,Middle Tennessee-Chickamauga,06020001,3rd Congressional District,TN,4,MAP
"Pumping, Influent",CLEVELAND UTILITIES STP,47000255001,Preliminary,Y,Y,No Change,N,,,12/08/2004,TN0024121,Individual Permit,Cleveland Utilities,Bradley,Hiwassee,06020002,4th Congressional District,TN,4,MAP
"Pumping, Influent",Covington STP,47000315001,Preliminary,Y,Y,No Change,N,,,09/28/2001,TN0020982,Individual Permit,"Covington, City of",Tipton,Lower Hatchie,08010208,8th Congressional District,TN,4,MAP
"Pumping, Influent",Dresden Lagoon,47000395001,Preliminary,Y,Y,No Change,N,,,08/31/2004,TN0062286,Individual Permit,"DRESDEN, TOWN OF",Weakley,South Fork Obion,08010203,8th Congressional District,TN,4,MAP
"Pumping, Influent",ETOWAH STP,47000490002,Preliminary,Y,Y,No Change,N,,,09/30/2001,TN0063771,Individual Permit,ETOWAH UTILITIES DEPT,McMinn,Hiwassee,06020002,3rd Congressional District,TN,4,MAP
"Pumping, Influent",FAIRFIELD GLADE,47000493001,Preliminary,Y,Y,No Change,N,,,08/05/2008,,,FAIRFIELD GLADE Community,Cumberland,Emory,06010208,6th Congressional District,TN,4,MAP
"Pumping, Influent",FAIRVIEW STP,47000495001,Preliminary,Y,Y,No Change,N,,,09/23/2004,TN0062332,Individual Permit,Water Authority of Dickson County,Williamson,Harpeth,05130204,7th Congressional District,TN,4,MAP
"Pumping, Influent",FRANKLIN STP,47000515001,Preliminary,Y,Y,No Change,N,,,08/05/2008,TN0028827,Individual Permit,FRANKLIN Water Management Department,Williamson,Harpeth,05130204,7th Congressional District,TN,4,MAP
"Pumping, Influent",HENDERSON LAGOON - SOUTH,47000635001,Preliminary,Y,Y,No Change,N,,,02/03/2005,TN0064238,Individual Permit,"HENDERSON, CITY OF",Chester,South Fork Forked Deer,08010205,7th Congressional District,TN,4,MAP
"Pumping, Influent",HENDERSON LAGOON - NORTH,47000635002,Preliminary,Y,Y,No Change,N,,,02/03/2005,TN0064220,Individual Permit,"HENDERSON, CITY OF",Chester,South Fork Forked Deer,08010205,7th Congressional District,TN,4,MAP
"Pumping, Influent",HENDERSON LAGOON - EAST,47000635003,Preliminary,Y,Y,No Change,N,,,02/03/2005,TN0026026,Individual Permit,"HENDERSON, CITY OF",Chester,South Fork Forked Deer,08010205,7th Congressional District,TN,4,MAP
"Pumping, Influent",Miller Avenue WWTP,47000705001,Preliminary,Y,Y,No Change,N,,,03/19/2009,TN0024813,Individual Permit,Jackson Energy Authority,Madison,South Fork Forked Deer,08010205,8th Congressional District,TN,4,MAP
"Pumping, Influent",Johnson City Brush Creek WWTP,47000730001,Preliminary,Y,Y,No Change,N,,,03/17/2009,TN0024244,Individual Permit,"JOHNSON CITY, CITY OF",Washington,Watauga,06010103,1st Congressional District,TN,4,MAP
"Pumping, Influent",JONESBOROUGH STP,47000740001,Preliminary,Y,Y,No Change,N,,,01/19/2005,TN0021547,Individual Permit,JONESBOROUGH STP,Washington,Nolichucky,06010108,1st Congressional District,TN,4,MAP
"Pumping, Influent",Karns Beaver Creek STP,47000744001,Preliminary,Y,Y,No Change,N,,,02/03/2005,TN0060020,Individual Permit,West Knox Utility District,Knox,Watts Bar Lake,06010201,2nd Congressional District,TN,4,MAP
"Pumping, Influent",KINGSPORT STP,47000750001,Preliminary,Y,Y,No Change,N,,,03/03/2009,TN0020095,Individual Permit,"KINGSPORT, TOWN OF",Sullivan,South Fork Holston,06010102,1st Congressional District,TN,4,MAP
"Pumping, Influent",KUWAHEE WWTP,47000760001,Preliminary,Y,Y,No Change,N,,,10/25/2004,TN0023582,Individual Permit,Knoxville Utilities Board,Knox,Watts Bar Lake,06010201,2nd Congressional District,TN,4,MAP
"Pumping, Influent",LOVES CREEK STP,47000760003,Preliminary,Y,Y,No Change,N,,,10/25/2004,TN0021822,Individual Permit,Knoxville Utilities Board,Knox,Holston,06010104,2nd Congressional District,TN,4,MAP
"Pumping, Influent",Eastbridge STP,47000760004,Preliminary,Y,Y,No Change,N,,,10/25/2004,TN0061743,Individual Permit,Knoxville Utilities Board,Knox,Holston,06010104,2nd Congressional District,TN,4,MAP
"Pumping, Influent",LENOIR CITY WWTP,47000795001,Preliminary,N,Y,New,N,,,03/02/2005,TN0020494,Individual Permit,Lenoir City Utilities Board,Loudon,Watts Bar Lake,06010201,2nd Congressional District,TN,4,MAP
"Pumping, Influent",Lynchburg WWTP,47000850001,Preliminary,Y,Y,Replacement,N,,,09/16/2004,TN0025101,Individual Permit,"Metropolitan Moore Co./Lynchburg, TN  (Metro Utili",Moore,Upper Elk,06030003,4th Congressional District,TN,4,MAP
"Pumping, Influent",MCMINNVILLE WWTP,47000880001,Preliminary,Y,Y,"Process Improvement, Update",N,,,01/14/2009,TN0023591,Individual Permit,CITY OF MCMINNVILLE,Warren,Barren,05110002,4th Congressional District,TN,4,MAP
"Pumping, Influent",MARYVILLE REGIONAL STP,47000905002,Preliminary,Y,Y,No Change,N,,,03/17/2009,TN0020079,Individual Permit,"MARYVILLE, WATER QUALITY CONTROL",Blount,Upper Clinch,06010205,2nd Congressional District,TN,4,MAP
"Pumping, Influent",Memphis S. T. E. MAXSON WWTP,47000940001,Preliminary,Y,Y,No Change,N,,,03/18/2009,TN0020729,Individual Permit,"MEMPHIS, CITY OF",Shelby,Lower Mississippi-Memphis,08010100,9th Congressional District,TN,4,MAP
"Pumping, Influent",Monteagle STP #3,47000963002,Preliminary,Y,Y,No Change,N,,,08/25/2004,TN0080985,Individual Permit,"Monteagle, Town of",Grundy,Upper Elk,06030003,4th Congressional District,TN,4,MAP
"Pumping, Influent",Moscow Lagoon,47000990001,Preliminary,Y,Y,"Process Improvement, Instrumentation/Electrical/Laboratory",N,,,02/02/2005,TN0021164,Individual Permit,"MOSCOW, TOWN OF",Fayette,Wolf,08010210,8th Congressional District,TN,4,MAP
"Pumping, Influent",MOUNT PLEASANT STP,47001000001,Preliminary,Y,Y,Process Improvement,N,,,07/18/2001,TN0020800,Individual Permit,City of Mount Pleasant,Maury,Lower Duck,06040003,4th Congressional District,TN,4,MAP
"Pumping, Influent",Nashville - Central WWTP,47001016001,Preliminary,Y,Y,Rehabilitation,N,2010,,04/15/2009,TN0020575,Individual Permit,Metro. Nashville Dept. of Water & Sewer Svcs.,Davidson,Lower Cumberland-Sycamore,05130202,5th Congressional District,TN,4,MAP
"Pumping, Influent",Nashville - Dry Creek WWTP,47001016002,Preliminary,Y,Y,No Change,N,,,04/15/2009,TN0020648,Individual Permit,Metro. Nashville Dept. of Water & Sewer Svcs.,Davidson,Lower Cumberland-Old Hickory Lake,05130201,5th Congressional District,TN,4,MAP
"Pumping, Influent",T.A.S.S. Niles Ferry WWTF,47001035001,Preliminary,Y,Y,Replacement,N,,,03/05/2008,TN0058238,Individual Permit,Tellico Area Services System,Monroe,Lower Little Tennessee,06010204,3rd Congressional District,TN,4,MAP
"Pumping, Influent",Oak Ridge STP,47001080001,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,12/02/2004,TN0024155,Individual Permit,"OAK RIDGE, CITY OF",Anderson,Powell,06010207,3rd Congressional District,TN,4,MAP
"Pumping, Influent",PIGEON FORGE STP,47001127001,Preliminary,Y,Y,No Change,N,,,02/10/2005,TN0021237,Individual Permit,"PIGEON FORGE, TOWN OF",Sevier,Lower French Broad,06010107,1st Congressional District,TN,4,MAP
"Pumping, Influent",PORTLAND STP,47001145001,Preliminary,Y,Y,No Change,N,,,07/30/2008,TN0021865,Individual Permit,"PORTLAND,CITY OF",Sumner,Red,05130206,6th Congressional District,TN,4,MAP
"Pumping, Influent",ROCKWOOD WWTP,47001210001,Preliminary,Y,Y,No Change,N,,,08/24/2004,TN0026158,Individual Permit,"ROCKWOOD, CITY OF, W&S",Roane,Watts Bar Lake,06010201,3rd Congressional District,TN,4,MAP
"Pumping, Influent",SOUTH PITTSBURG STP,47001360001,Preliminary,Y,Y,No Change,N,,,09/08/2004,TN0024295,Individual Permit,City of South Pittsburgh,Marion,Guntersville Lake,06030001,4th Congressional District,TN,4,MAP
"Pumping, Influent",SPENCER WWTP,47001370001,Preliminary,N,Y,New,N,,,09/30/2001,TN0077691,Individual Permit,TOWN OF SPENCER,Van Buren,Caney,05130108,4th Congressional District,TN,4,MAP
"Pumping, Influent",SPRINGFIELD STP,47001380001,Preliminary,Y,Y,No Change,N,,,07/31/2008,TN0024961,Individual Permit,"SPRINGFIELD, CITY OF",Robertson,Red,05130206,6th Congressional District,TN,4,MAP
"Pumping, Influent",WARTBURG STP,47001487001,Preliminary,Y,Y,No Change,N,,,08/05/2008,TN0028622,Individual Permit,"WARTBURG, TOWN OF",Morgan,Emory,06010208,3rd Congressional District,TN,4,MAP
"Pumping, Influent",Woodbury STP,47001555001,Preliminary,Y,Y,No Change,N,,,09/08/2004,TN0025089,Individual Permit,"WOODBURY, TOWN OF",Cannon,Stones,05130203,6th Congressional District,TN,4,MAP
"Pumping, Influent",Turkey Creek STP,47002016001,Preliminary,Y,Y,Expansion,N,,,10/25/2004,TN0023353,Individual Permit,First Utility District of Knox County,Knox,Watts Bar Lake,06010201,2nd Congressional District,TN,4,MAP
"Pumping, Influent",Hallsdale-Powell Beaver Creek STP,47002023001,Preliminary,Y,Y,"Increase Capacity, Increase Level Of Treatment, Rehabilitation, Process Improvement",N,,,10/14/2004,TN0078905,Individual Permit,Hallsdale-Powell Utility District,Knox,Powell,06010207,2nd Congressional District,TN,4,MAP
"Pumping, Influent",White House WWTP,47003001001,Preliminary,Y,Y,No Change,N,,,02/08/2005,TN0059404,Individual Permit,"White House, City of",Sumner,Barren,05110002,6th Congressional District,TN,4,MAP
"Pumping, Influent","QUINCY, CITY OF",17000029001,Preliminary,Y,Y,No Change,N,,,03/20/2008,IL0030503,Individual Permit,"QUINCY      ,CITYOF",Adams,Bear-Wyaconda,07110001,18th Congressional District,IL,5,MAP
"Pumping, Influent",MANKATO WWTP,27000028001,Preliminary,Y,Y,No Change,N,,,01/21/2009,MN0030171,Individual Permit,"MANKATO, CITY OF",Blue Earth,Lower Minnesota,07020012,1st Congressional District,MN,5,MAP
"Pumping, Influent",ROCHESTER WWTP,27000043001,Preliminary,Y,Y,No Change,N,,,01/15/2009,MN0024619,Individual Permit,"ROCHESTER, CITY OF",Olmsted,Zumbro,07040004,1st Congressional District,MN,5,MAP
"Pumping, Influent",ST CLOUD WWTF,27000045001,Preliminary,Y,Y,No Change,N,,,01/15/2009,MN0040878,Individual Permit,ST CLOUD CITY OF,Stearns,Mississippi Headwaters,07010101,6th Congressional District,MN,5,MAP
"Pumping, Influent",GRAND RAPIDS STP,27000183001,Preliminary,Y,Y,Increase Capacity,N,,,01/26/2009,MN0022080,Individual Permit,"GRAND RAPIDS, CITY OF",Itasca,Mississippi Headwaters,07010101,8th Congressional District,MN,5,MAP
"Pumping, Influent",Akron WWTP & Sewers,39000084001,Preliminary,Y,Y,No Change,N,,,03/08/2009,OH0023833,Individual Permit,City of Akron,Summit,Cuyahoga,04110002,13th Congressional District,OH,5,MAP
"Pumping, Influent",Delaware Co Alum Creek WWTP,39000088005,Preliminary,Y,Y,No Change,N,,,02/24/2009,OH0121380,Individual Permit,Delaware County Sanitary Engineer,Delaware,Upper Scioto,05060001,12th Congressional District,OH,5,MAP
"Pumping, Influent",Ashtabula WWTP & Sewer System,39000308001,Preliminary,Y,Y,No Change,N,,,01/23/2009,OH0023914,Individual Permit,City of Ashtabula,Ashtabula,Lake Erie,04120200,14th Congressional District,OH,5,MAP
"Pumping, Influent",Butler Co LeSourdsville WWTP,39001199003,Preliminary,Y,Y,No Change,N,,,01/25/2009,OH0049417,Individual Permit,Butler County Department of Environmental Services,Butler,Lower Great Miami,05080002,8th Congressional District,OH,5,MAP
"Pumping, Influent",Butler Co Upper Mill Creek WWTP,39001199007,Preliminary,Y,Y,No Change,N,,,01/25/2009,OH0072087,Individual Permit,Butler County Department of Environmental Services,Butler,Middle Ohio-Laughery,05090203,8th Congressional District,OH,5,MAP
"Pumping, Influent",Canton WWTP & Sewer System,39001323001,Preliminary,Y,Y,No Change,N,,,01/22/2009,OH0024350,Individual Permit,City of Canton,Stark,Tuscarawas,05040001,7th Congressional District,OH,5,MAP
"Pumping, Influent",Tri-Cities North Regional WWTP,39001370004,Preliminary,Y,Y,No Change,N,,,03/08/2009,OH0049646,Individual Permit,Tri Cities North Regional Wastewater Authority,Montgomery,Upper Great Miami,05080001,10th Congressional District,OH,5,MAP
"Pumping, Influent",NEORSD Easterly WWTP,39001666001,Preliminary,Y,Y,No Change,N,,,01/29/2009,OH0024643,Individual Permit,Northeast Ohio Regional Sewer District,Cuyahoga,Ashtabula-Chagrin,04110003,11th Congressional District,OH,5,MAP
"Pumping, Influent",NEORSD Southerly WWTP,39001666002,Preliminary,Y,Y,No Change,N,,,01/29/2009,OH0024651,Individual Permit,Northeast Ohio Regional Sewer District,Cuyahoga,Cuyahoga,04110002,14th Congressional District,OH,5,MAP
"Pumping, Influent",Columbus Southerly WWTP & Sewers,39001792002,Preliminary,Y,Y,No Change,N,,,02/23/2009,OH0024741,Individual Permit,Columbus Division of Sewerage and Drainage,Franklin,Upper Scioto,05060001,3rd Congressional District,OH,5,MAP
"Pumping, Influent",Delaware WWTP & Sewer System,39002142001,Preliminary,Y,Y,No Change,N,,,02/23/2009,OH0024911,Individual Permit,City of Delaware,Delaware,Upper Scioto,05060001,12th Congressional District,OH,5,MAP
"Pumping, Influent",Fairfield WWTP & Sewer System,39002628001,Preliminary,Y,Y,No Change,N,,,01/25/2009,OH0025071,Individual Permit,City of Fairfield,Butler,Lower Great Miami,05080002,8th Congressional District,OH,5,MAP
"Pumping, Influent",Hamilton WRF & Sewer System,39003367001,Preliminary,Y,Y,No Change,N,,,01/25/2009,OH0025445,Individual Permit,City of Hamilton,Butler,Lower Great Miami,05080002,8th Congressional District,OH,5,MAP
"Pumping, Influent",Gary L Kron WRF & Sewer System,39004208001,Preliminary,Y,Y,No Change,N,,,03/06/2009,OH0043559,Individual Permit,Lake County Department of Utilities,Lake,Ashtabula-Chagrin,04110003,14th Congressional District,OH,5,MAP
"Pumping, Influent",Lancaster Lawrence St WWTP,39004263001,Preliminary,Y,Y,No Change,N,,,02/20/2009,OH0026026,Individual Permit,City of Lancaster,Fairfield,Hocking,05030204,15th Congressional District,OH,5,MAP
"Pumping, Influent",Lucas Co Maumee River WWTP,39004650001,Preliminary,Y,Y,No Change,N,,,03/09/2009,OH0034223,Individual Permit,Lucas County Sanitary Engineer,Lucas,Lower Maumee,04100009,5th Congressional District,OH,5,MAP
"Pumping, Influent",Marion WWTP & Sewer System,39004914001,Preliminary,Y,Y,No Change,N,,,03/18/2009,OH0026352,Individual Permit,City of Marion,Marion,Upper Scioto,05060001,4th Congressional District,OH,5,MAP
"Pumping, Influent",Massillon WWTP & Sewer System,39004991001,Preliminary,Y,Y,No Change,N,,,03/12/2009,OH0020516,Individual Permit,City of Massillon,Stark,Tuscarawas,05040001,7th Congressional District,OH,5,MAP
"Pumping, Influent",Middletown WWTP & Sewer System,39005201001,Preliminary,Y,Y,No Change,N,,,01/13/2009,OH0026522,Individual Permit,City of Middletown,Butler,Lower Great Miami,05080002,8th Congressional District,OH,5,MAP
"Pumping, Influent",Montgomery Co Eastern Regional WWTP and Sewers,39005419006,Preliminary,Y,Y,No Change,N,,,03/08/2009,OH0026590,Individual Permit,Montgomery County Sanitary Engineer Department,Montgomery,Little Miami,05090202,10th Congressional District,OH,5,MAP
"Pumping, Influent",Montgomery Co Western Regional WWTP & Sewers,39005419007,Preliminary,Y,Y,No Change,N,,,03/08/2009,OH0026638,Individual Permit,Montgomery County Sanitary Engineer Department,Montgomery,Lower Great Miami,05080002,10th Congressional District,OH,5,MAP
"Pumping, Influent",Sandusky WWTP & Sewer System,39007413001,Preliminary,Y,Y,No Change,N,,,02/27/2009,OH0027332,Individual Permit,City of Sandusky,Erie,Sandusky,04100011,9th Congressional District,OH,5,MAP
"Pumping, Influent",Toledo Bay View Park WWTP & Sewers,39008260001,Preliminary,Y,Y,No Change,N,,,03/09/2009,OH0027740,Individual Permit,City of Toledo,Lucas,Lower Maumee,04100009,9th Congressional District,OH,5,MAP
"Pumping, Influent",Youngstown WWTP & Sewer System,39009219001,Preliminary,Y,Y,No Change,N,,,03/06/2009,OH0028223,Individual Permit,City of Youngstown,Mahoning,Mahoning,05030103,13th Congressional District,OH,5,MAP
