"CWNS_ID","FACILITY_ID","STATE_CODE","FLOW_TYPE","CURRENT_DESIGN_FLOW","FUTURE_DESIGN_FLOW"
"29000000106",3607534,MO,Total Flow,0.003,0.003
"29000000106",3607534,MO,Wet Weather Peak,,
"29000000107",3607536,MO,Municipal Flow,0.025,0.025
"29000000107",3607536,MO,Industrial Flow,,
"29000000107",3607536,MO,Infiltration Flow,,
"29000000107",3607536,MO,Total Flow,0.025,0.025
"29000000107",3607536,MO,Wet Weather Peak,,
"29000000108",3607537,MO,Municipal Flow,0.012,0.012
"29000000108",3607537,MO,Industrial Flow,,
"29000000108",3607537,MO,Infiltration Flow,,
"29000000108",3607537,MO,Total Flow,0.012,0.012
"29000000108",3607537,MO,Wet Weather Peak,,
"29000000109",3607539,MO,Municipal Flow,0.005,0.005
"29000000109",3607539,MO,Industrial Flow,,
"29000000109",3607539,MO,Infiltration Flow,,
"29000000109",3607539,MO,Total Flow,0.005,0.005
"29000000109",3607539,MO,Wet Weather Peak,,
"16000000052",3607538,ID,Municipal Flow,0,0.02
"16000000052",3607538,ID,Industrial Flow,0,0.08
"16000000052",3607538,ID,Infiltration Flow,,
"16000000052",3607538,ID,Total Flow,0,0.1
"16000000052",3607538,ID,Wet Weather Peak,,
"29000000110",3607542,MO,Municipal Flow,,
"29000000110",3607542,MO,Industrial Flow,,
"29000000110",3607542,MO,Infiltration Flow,,
"29000000110",3607542,MO,Total Flow,0.005,0.005
"29000000110",3607542,MO,Wet Weather Peak,,
"29000000113",3607555,MO,Municipal Flow,0.018,0.018
"29000000113",3607555,MO,Industrial Flow,,
"29000000113",3607555,MO,Infiltration Flow,,
"29000000113",3607555,MO,Total Flow,0.018,0.018
"29000000113",3607555,MO,Wet Weather Peak,,
"06000000082",3607552,CA,Municipal Flow,,
"06000000082",3607552,CA,Industrial Flow,,
"06000000082",3607552,CA,Infiltration Flow,,
"06000000082",3607552,CA,Total Flow,15,15
"06000000082",3607552,CA,Wet Weather Peak,,
"06000000081",3607551,CA,Municipal Flow,,
"06000000081",3607551,CA,Industrial Flow,,
"06000000081",3607551,CA,Infiltration Flow,,
"06000000081",3607551,CA,Total Flow,5,5
"06000000081",3607551,CA,Wet Weather Peak,,
"29000000114",3607559,MO,Municipal Flow,0.024,0.024
"29000000114",3607559,MO,Industrial Flow,,
"29000000114",3607559,MO,Infiltration Flow,,
"29000000114",3607559,MO,Total Flow,0.024,0.024
"29000000114",3607559,MO,Wet Weather Peak,,
"29000000115",3607560,MO,Municipal Flow,0.162,0.162
"29000000115",3607560,MO,Industrial Flow,,
"29000000115",3607560,MO,Infiltration Flow,,
"29000000115",3607560,MO,Total Flow,0.162,0.162
"29000000115",3607560,MO,Wet Weather Peak,,
"29000000116",3607561,MO,Municipal Flow,0.015,0.015
"29000000116",3607561,MO,Industrial Flow,,
"29000000116",3607561,MO,Infiltration Flow,,
"29000000116",3607561,MO,Total Flow,0.015,0.015
"29000000116",3607561,MO,Wet Weather Peak,,
"29000000118",3607563,MO,Municipal Flow,0.005,0.005
"29000000118",3607563,MO,Industrial Flow,,
"29000000118",3607563,MO,Infiltration Flow,,
"29000000118",3607563,MO,Total Flow,0.005,0.005
"29000000118",3607563,MO,Wet Weather Peak,,
"29000000119",3607564,MO,Municipal Flow,0.025,0.025
"29000000119",3607564,MO,Industrial Flow,,
"29000000119",3607564,MO,Infiltration Flow,,
"29000000119",3607564,MO,Total Flow,0.025,0.025
"29000000119",3607564,MO,Wet Weather Peak,,
"13000999037",3542836,GA,Municipal Flow,,
"13000999037",3542836,GA,Industrial Flow,,
"13000999037",3542836,GA,Infiltration Flow,,
"13000999037",3542836,GA,Wet Weather Peak,,
"13000999037",3542836,GA,Total Flow,4,4
"31001340001",473639,NE,Municipal Flow,0.028,0.028
"31001340001",473639,NE,Industrial Flow,,
"31001340001",473639,NE,Infiltration Flow,,
"31001340001",473639,NE,Wet Weather Peak,,
"31001340001",473639,NE,Total Flow,0.028,0.028
"29004591501",485071,MO,Municipal Flow,0.15,0.155
"29004591501",485071,MO,Industrial Flow,,
"29004591501",485071,MO,Infiltration Flow,,
"29004591501",485071,MO,Wet Weather Peak,,
"29004591501",485071,MO,Total Flow,0.15,0.155
"08000063001",1066865,CO,Municipal Flow,,
"08000063001",1066865,CO,Industrial Flow,,
"08000063001",1066865,CO,Infiltration Flow,,
"08000063001",1066865,CO,Wet Weather Peak,,
"08000063001",1066865,CO,Total Flow,0.6,0.6
"08000101001",1066902,CO,Municipal Flow,1.3,1.3
"08000101001",1066902,CO,Industrial Flow,,
"08000101001",1066902,CO,Infiltration Flow,,
"08000101001",1066902,CO,Wet Weather Peak,,
"08000101001",1066902,CO,Total Flow,1.3,1.3
"08000289001",1067077,CO,Municipal Flow,,
"08000289001",1067077,CO,Industrial Flow,,
"08000289001",1067077,CO,Infiltration Flow,,
"08000289001",1067077,CO,Wet Weather Peak,,
"08000289001",1067077,CO,Total Flow,0.47,0.47
"42001219001",1195685,PA,Municipal Flow,0.08,0.16
"42001219001",1195685,PA,Industrial Flow,,
"42001219001",1195685,PA,Infiltration Flow,,
"42001219001",1195685,PA,Wet Weather Peak,,
"42001219001",1195685,PA,Total Flow,0.08,0.16
"55000010001",1206004,WI,Municipal Flow,,
"55000010001",1206004,WI,Industrial Flow,,
"55000010001",1206004,WI,Infiltration Flow,,
"55000010001",1206004,WI,Wet Weather Peak,,
"55000010001",1206004,WI,Total Flow,0.323,0.323
"55001110001",1206151,WI,Municipal Flow,,
"55001110001",1206151,WI,Industrial Flow,,
"55001110001",1206151,WI,Infiltration Flow,,
"55001110001",1206151,WI,Wet Weather Peak,,
"55001110001",1206151,WI,Total Flow,0.041,0.041
"55001500001",1206217,WI,Municipal Flow,0.7,0.7
"55001500001",1206217,WI,Industrial Flow,,
"55001500001",1206217,WI,Infiltration Flow,,
"55001500001",1206217,WI,Wet Weather Peak,,
"55001500001",1206217,WI,Total Flow,0.7,0.7
"55001794001",1206255,WI,Municipal Flow,,
"55001794001",1206255,WI,Industrial Flow,,
"39002892005",3279764,OH,Municipal Flow,0.02,0.02
"39002892005",3279764,OH,Industrial Flow,,
"39002892005",3279764,OH,Infiltration Flow,,
"39002892005",3279764,OH,Wet Weather Peak,,
"39002892005",3279764,OH,Total Flow,0.02,0.02
"36006106001",3367990,NY,Municipal Flow,0.05,0.05
"36006106001",3367990,NY,Industrial Flow,,
"36006106001",3367990,NY,Infiltration Flow,,
"36006106001",3367990,NY,Wet Weather Peak,,
"36006106001",3367990,NY,Total Flow,0.05,0.05
"08000119002",3419610,CO,Municipal Flow,0.075,0.075
"08000119002",3419610,CO,Industrial Flow,,
"08000119002",3419610,CO,Infiltration Flow,,
"08000119002",3419610,CO,Wet Weather Peak,,
"08000119002",3419610,CO,Total Flow,0.075,0.075
"42007700001",3493880,PA,Municipal Flow,1.2,1.8
"42007700001",3493880,PA,Industrial Flow,,
"42007700001",3493880,PA,Infiltration Flow,,
"42007700001",3493880,PA,Wet Weather Peak,,
"42007700001",3493880,PA,Total Flow,1.2,1.8
"08209000038",3500190,CO,Municipal Flow,0.05,0.05
"08209000038",3500190,CO,Industrial Flow,,
"08209000038",3500190,CO,Infiltration Flow,,
"08209000038",3500190,CO,Wet Weather Peak,,
"08209000038",3500190,CO,Total Flow,0.05,0.05
"08209000075",3500227,CO,Municipal Flow,,
"08209000075",3500227,CO,Industrial Flow,,
"08209000075",3500227,CO,Infiltration Flow,,
"08209000075",3500227,CO,Wet Weather Peak,,
"08209000075",3500227,CO,Total Flow,0.5,0.569
"72000005012",3507551,PR,Municipal Flow,,
"72000005012",3507551,PR,Industrial Flow,,
"72000005012",3507551,PR,Infiltration Flow,,
"72000005012",3507551,PR,Wet Weather Peak,,
"72000005012",3507551,PR,Total Flow,0.195,0.195
"24000063013",3511556,MD,Municipal Flow,0.05,0.05
"24000063013",3511556,MD,Industrial Flow,,
"24000063013",3511556,MD,Infiltration Flow,,
"24000063013",3511556,MD,Wet Weather Peak,,
"24000063013",3511556,MD,Total Flow,0.05,0.05
"18120000020",3525056,IN,Municipal Flow,0.02,0.02
"18120000020",3525056,IN,Industrial Flow,,
"18120000020",3525056,IN,Infiltration Flow,,
"18120000020",3525056,IN,Wet Weather Peak,,
"18120000020",3525056,IN,Total Flow,0.02,0.02
"18120000027",3525063,IN,Municipal Flow,0.02,0.04
"18120000027",3525063,IN,Industrial Flow,,
"18120000027",3525063,IN,Total Flow,0.02,0.04
"19000329001",1123734,IA,Infiltration Flow,,
"19000329001",1123734,IA,Wet Weather Peak,,
"19000329001",1123734,IA,Total Flow,0.3,0.3
"19000391001",1123787,IA,Municipal Flow,0.056,0.056
"19000391001",1123787,IA,Industrial Flow,,
"19000391001",1123787,IA,Infiltration Flow,,
"19000391001",1123787,IA,Wet Weather Peak,,
"19000391001",1123787,IA,Total Flow,0.056,0.056
"19000517001",1123907,IA,Municipal Flow,0.99,0.99
"19000517001",1123907,IA,Industrial Flow,,
"19000517001",1123907,IA,Infiltration Flow,,
"19000517001",1123907,IA,Wet Weather Peak,,
"19000517001",1123907,IA,Total Flow,0.99,0.99
"19000707001",1124072,IA,Municipal Flow,0.09,0.09
"19000707001",1124072,IA,Industrial Flow,,
"19000707001",1124072,IA,Infiltration Flow,,
"19000707001",1124072,IA,Wet Weather Peak,,
"19000707001",1124072,IA,Total Flow,0.09,0.09
"19000746001",1124104,IA,Municipal Flow,0.556,0.556
"19000746001",1124104,IA,Industrial Flow,,
"19000746001",1124104,IA,Infiltration Flow,,
"19000746001",1124104,IA,Wet Weather Peak,,
"19000746001",1124104,IA,Total Flow,0.556,0.556
"19000826001",1124171,IA,Municipal Flow,0.155,0.155
"19000826001",1124171,IA,Industrial Flow,,
"19000826001",1124171,IA,Infiltration Flow,,
"19000826001",1124171,IA,Wet Weather Peak,,
"19000826001",1124171,IA,Total Flow,0.155,0.155
"19000921001",1124257,IA,Municipal Flow,,
"19000921001",1124257,IA,Industrial Flow,,
"19000921001",1124257,IA,Infiltration Flow,,
"19000921001",1124257,IA,Wet Weather Peak,,
"19000921001",1124257,IA,Total Flow,0.85,0.85
"19001052001",1124328,IA,Municipal Flow,0.017,0.017
"19001052001",1124328,IA,Industrial Flow,,
"19001052001",1124328,IA,Infiltration Flow,,
"19001052001",1124328,IA,Wet Weather Peak,,
"19001052001",1124328,IA,Total Flow,0.017,0.017
"16000024001",1128571,ID,Municipal Flow,0.11,0.11
"16000024001",1128571,ID,Industrial Flow,,
"16000024001",1128571,ID,Infiltration Flow,,
"16000024001",1128571,ID,Wet Weather Peak,,
"16000024001",1128571,ID,Total Flow,0.11,0.11
"16000033001",1128580,ID,Municipal Flow,1.6,1.6
"16000033001",1128580,ID,Industrial Flow,,
"16000033001",1128580,ID,Infiltration Flow,,
"16000033001",1128580,ID,Wet Weather Peak,,
"16000033001",1128580,ID,Total Flow,1.6,1.6
"16000104001",1128645,ID,Municipal Flow,0.46,0.46
"16000104001",1128645,ID,Industrial Flow,,
"16000104001",1128645,ID,Infiltration Flow,0.1,0.1
"16000104001",1128645,ID,Wet Weather Peak,,
"16000104001",1128645,ID,Total Flow,0.56,0.56
"16000123001",1128661,ID,Municipal Flow,,
"16000123001",1128661,ID,Industrial Flow,,
"16000123001",1128661,ID,Infiltration Flow,,
"16000123001",1128661,ID,Total Flow,1.48,3.9
"16000123001",1128661,ID,Wet Weather Peak,,
"16000136001",1128669,ID,Municipal Flow,0.37,0.83
"16000136001",1128669,ID,Industrial Flow,,
"16000136001",1128669,ID,Infiltration Flow,,
"16000136001",1128669,ID,Wet Weather Peak,,
"18000000030",3606624,IN,Municipal Flow,0.037,0.037
"18000000030",3606624,IN,Industrial Flow,,
"20000956001",1130461,KS,Municipal Flow,0.012,0.012
"20000956001",1130461,KS,Industrial Flow,,
"20000956001",1130461,KS,Infiltration Flow,,
"20000956001",1130461,KS,Wet Weather Peak,,
"20000956001",1130461,KS,Total Flow,0.012,0.012
"20001415001",1130621,KS,Municipal Flow,0.027,0.027
"20001415001",1130621,KS,Industrial Flow,,
"20001415001",1130621,KS,Infiltration Flow,,
"20001415001",1130621,KS,Wet Weather Peak,,
"20001415001",1130621,KS,Total Flow,0.027,0.027
"29001024003",1133294,MO,Municipal Flow,3.03,3.03
"29001024003",1133294,MO,Industrial Flow,,
"29001024003",1133294,MO,Infiltration Flow,,
"29001024003",1133294,MO,Wet Weather Peak,,
"29001024003",1133294,MO,Total Flow,3.03,3.03
"29001035001",1133314,MO,Municipal Flow,0.7,0.7
"29001035001",1133314,MO,Industrial Flow,,
"29001035001",1133314,MO,Infiltration Flow,,
"29001035001",1133314,MO,Wet Weather Peak,,
"29001035001",1133314,MO,Total Flow,0.7,0.7
"29001231001",1133562,MO,Municipal Flow,,
"29001231001",1133562,MO,Industrial Flow,,
"29001231001",1133562,MO,Infiltration Flow,,
"29001231001",1133562,MO,Wet Weather Peak,,
"29001231001",1133562,MO,Total Flow,0.806,0.806
"29002092001",1133677,MO,Municipal Flow,,
"29002092001",1133677,MO,Industrial Flow,,
"29002092001",1133677,MO,Infiltration Flow,,
"29002092001",1133677,MO,Wet Weather Peak,,
"29002092001",1133677,MO,Total Flow,0.9,0.9
"29002182001",1133719,MO,Municipal Flow,,
"29002182001",1133719,MO,Industrial Flow,,
"29002182001",1133719,MO,Infiltration Flow,,
"29002182001",1133719,MO,Wet Weather Peak,,
"29002182001",1133719,MO,Total Flow,0.02,0.02
"29002234001",1133745,MO,Municipal Flow,,
"29002234001",1133745,MO,Industrial Flow,,
"29002234001",1133745,MO,Infiltration Flow,,
"29002234001",1133745,MO,Wet Weather Peak,,
"29002234001",1133745,MO,Total Flow,0.023,0.023
"29002344001",1133792,MO,Municipal Flow,0.062,0.062
"29002344001",1133792,MO,Industrial Flow,,
"29002344001",1133792,MO,Infiltration Flow,,
"29002344001",1133792,MO,Wet Weather Peak,,
"29002344001",1133792,MO,Total Flow,0.062,0.062
"29003548001",1133979,MO,Municipal Flow,,
"29003548001",1133979,MO,Industrial Flow,,
"29003548001",1133979,MO,Infiltration Flow,,
"29003548001",1133979,MO,Wet Weather Peak,,
"29003548001",1133979,MO,Total Flow,2.1,2.1
"29004005001",1134032,MO,Municipal Flow,2.5,2.5
"29004005001",1134032,MO,Industrial Flow,0.34,0.34
"29004005001",1134032,MO,Infiltration Flow,,
"29004005001",1134032,MO,Wet Weather Peak,,25
"29004005001",1134032,MO,Total Flow,2.84,2.84
"29004065001",1134084,MO,Municipal Flow,0.06,0.06
"29004065001",1134084,MO,Industrial Flow,,
"29004065001",1134084,MO,Infiltration Flow,,
"29004065001",1134084,MO,Wet Weather Peak,,
"29004065001",1134084,MO,Total Flow,0.06,0.06
"29004124001",1134137,MO,Municipal Flow,,
"29004124001",1134137,MO,Industrial Flow,,
"29004124001",1134137,MO,Infiltration Flow,,
"29004124001",1134137,MO,Wet Weather Peak,,
"48007063002",1183887,TX,Industrial Flow,,
"48007063002",1183887,TX,Infiltration Flow,,
"48007063002",1183887,TX,Wet Weather Peak,,
"48007536001",1184131,TX,Municipal Flow,0.5,0.5
"48007536001",1184131,TX,Industrial Flow,,
"48007536001",1184131,TX,Infiltration Flow,,
"48007536001",1184131,TX,Wet Weather Peak,,
"48007536001",1184131,TX,Total Flow,0.5,0.5
"48007640001",1184188,TX,Municipal Flow,0.175,0.25
"48007640001",1184188,TX,Industrial Flow,,
"48007640001",1184188,TX,Infiltration Flow,,
"48007640001",1184188,TX,Wet Weather Peak,,
"48007640001",1184188,TX,Total Flow,0.175,0.25
"48007706001",1184227,TX,Municipal Flow,0.225,0.225
"48007706001",1184227,TX,Industrial Flow,,
"48007706001",1184227,TX,Infiltration Flow,,
"48007706001",1184227,TX,Wet Weather Peak,,
"48007706001",1184227,TX,Total Flow,0.225,0.225
"48008054001",1184400,TX,Municipal Flow,0.22,0.152
"48008054001",1184400,TX,Industrial Flow,,
"48008054001",1184400,TX,Infiltration Flow,,
"48008054001",1184400,TX,Wet Weather Peak,,
"48008054001",1184400,TX,Total Flow,0.22,0.152
"56000045001",1194808,WY,Municipal Flow,0.35,0.35
"56000045001",1194808,WY,Industrial Flow,,
"56000045001",1194808,WY,Infiltration Flow,,
"56000045001",1194808,WY,Wet Weather Peak,,
"56000045001",1194808,WY,Total Flow,0.35,0.35
"56000065001",1194822,WY,Municipal Flow,0.75,0.75
"56000065001",1194822,WY,Industrial Flow,,
"56000065001",1194822,WY,Infiltration Flow,,
"56000065001",1194822,WY,Wet Weather Peak,,
"56000065001",1194822,WY,Total Flow,0.75,0.75
"42002125001",1195895,PA,Municipal Flow,1.44,1.44
"42002125001",1195895,PA,Industrial Flow,0.16,0.16
"42002125001",1195895,PA,Infiltration Flow,,
"42002125001",1195895,PA,Wet Weather Peak,,
"42002125001",1195895,PA,Total Flow,1.6,1.6
"16000155001",1128683,ID,Industrial Flow,,
"16000155001",1128683,ID,Infiltration Flow,,
"16000155001",1128683,ID,Total Flow,1.79,3.67
"16000155001",1128683,ID,Wet Weather Peak,,
"17000000012",3606863,IL,Municipal Flow,,
"17000000012",3606863,IL,Industrial Flow,,
"17000000012",3606863,IL,Infiltration Flow,,
"17000000012",3606863,IL,Total Flow,0.01,0.01
"17000000012",3606863,IL,Wet Weather Peak,0.03,0.03
"36000000299",3606896,NY,Municipal Flow,0,0.2
"36000000299",3606896,NY,Industrial Flow,,
"36000000299",3606896,NY,Infiltration Flow,,
"36000000299",3606896,NY,Total Flow,0,0.2
"36000000299",3606896,NY,Wet Weather Peak,,
"31000223001",1145790,NE,Municipal Flow,0.013,0.012
"31000223001",1145790,NE,Industrial Flow,,
"31000223001",1145790,NE,Infiltration Flow,,
"31000223001",1145790,NE,Total Flow,0.013,0.012
"31000223001",1145790,NE,Wet Weather Peak,,
"29000000120",3607565,MO,Municipal Flow,0.034,0
"29000000120",3607565,MO,Industrial Flow,,
"29000000120",3607565,MO,Infiltration Flow,,
"29000000120",3607565,MO,Total Flow,0.034,0
"29000000120",3607565,MO,Wet Weather Peak,,
"29000000121",3607566,MO,Municipal Flow,,
"29000000121",3607566,MO,Industrial Flow,,
"29000000121",3607566,MO,Infiltration Flow,,
"29000000121",3607566,MO,Total Flow,0.078,0.078
"29000000121",3607566,MO,Wet Weather Peak,,
"29000000122",3607567,MO,Municipal Flow,0.065,0
"29000000122",3607567,MO,Industrial Flow,,
"29000000122",3607567,MO,Infiltration Flow,,
"29000000122",3607567,MO,Total Flow,0.065,0
"29000000122",3607567,MO,Wet Weather Peak,,
"29000000123",3607570,MO,Municipal Flow,0.005,0.005
"29000000123",3607570,MO,Industrial Flow,,
"29000000123",3607570,MO,Infiltration Flow,,
"29000000123",3607570,MO,Total Flow,0.005,0.005
"29000000123",3607570,MO,Wet Weather Peak,,
"29000000124",3607572,MO,Municipal Flow,0.25,0.25
"29000000124",3607572,MO,Industrial Flow,,
"29000000124",3607572,MO,Infiltration Flow,,
"29000000124",3607572,MO,Total Flow,0.25,0.25
"29000000124",3607572,MO,Wet Weather Peak,,
"16000000053",3607569,ID,Municipal Flow,,
"16000000053",3607569,ID,Industrial Flow,,
"16000000053",3607569,ID,Infiltration Flow,,
"16000000053",3607569,ID,Total Flow,0.85,1.2
"16000000053",3607569,ID,Wet Weather Peak,,
"54000000022",3607568,WV,Municipal Flow,0.02,0.03
"54000000022",3607568,WV,Industrial Flow,,
"54000000022",3607568,WV,Infiltration Flow,,
"54000000022",3607568,WV,Total Flow,0.02,0.03
"54000000022",3607568,WV,Wet Weather Peak,,
"29000000125",3607573,MO,Municipal Flow,0.293,0.293
"29000000125",3607573,MO,Industrial Flow,,
"29000000125",3607573,MO,Infiltration Flow,,
"29000000125",3607573,MO,Total Flow,0.293,0.293
"29000000125",3607573,MO,Wet Weather Peak,,
"29000000126",3607574,MO,Municipal Flow,0.024,0.024
"29000000126",3607574,MO,Industrial Flow,,
"29000000126",3607574,MO,Infiltration Flow,,
"29000000126",3607574,MO,Total Flow,0.024,0.024
"29000000126",3607574,MO,Wet Weather Peak,,
"29000000127",3607575,MO,Municipal Flow,0.007,0.007
"29000000127",3607575,MO,Industrial Flow,,
"29000000127",3607575,MO,Infiltration Flow,,
"29000000127",3607575,MO,Total Flow,0.007,0.007
"29000000127",3607575,MO,Wet Weather Peak,,
"29000000128",3607576,MO,Municipal Flow,0.022,0.022
"29000000128",3607576,MO,Industrial Flow,,
"29000000128",3607576,MO,Infiltration Flow,,
"29000000128",3607576,MO,Total Flow,0.022,0.022
"29000000128",3607576,MO,Wet Weather Peak,,
"29000000129",3607577,MO,Municipal Flow,0.021,0.021
"29000000129",3607577,MO,Industrial Flow,,
"29000000129",3607577,MO,Infiltration Flow,,
"29000000129",3607577,MO,Total Flow,0.021,0.021
"29000000129",3607577,MO,Wet Weather Peak,,
"29000000130",3607579,MO,Municipal Flow,0.002,0.002
"29000000130",3607579,MO,Industrial Flow,,
"29000000130",3607579,MO,Infiltration Flow,,
"29000000130",3607579,MO,Total Flow,0.002,0.002
"29000000130",3607579,MO,Wet Weather Peak,,
"29000000131",3607580,MO,Municipal Flow,0.042,0.042
"29000000131",3607580,MO,Industrial Flow,,
"29000000131",3607580,MO,Infiltration Flow,,
"29000000131",3607580,MO,Total Flow,0.042,0.042
"29000000131",3607580,MO,Wet Weather Peak,,
"29000000133",3607582,MO,Municipal Flow,0.6,0.6
"29000000133",3607582,MO,Industrial Flow,,
"29000000133",3607582,MO,Infiltration Flow,,
"29000000133",3607582,MO,Total Flow,0.6,0.6
"29000000133",3607582,MO,Wet Weather Peak,,
"29000000134",3607583,MO,Municipal Flow,0.25,0.25
"29000000134",3607583,MO,Industrial Flow,,
"29000000134",3607583,MO,Infiltration Flow,,
"29000000134",3607583,MO,Total Flow,0.25,0.25
"29000000134",3607583,MO,Wet Weather Peak,,
"29000000135",3607584,MO,Municipal Flow,0.02,0.02
"29000000135",3607584,MO,Industrial Flow,,
"29000000135",3607584,MO,Infiltration Flow,,
"29000000135",3607584,MO,Total Flow,0.02,0.02
"29000000135",3607584,MO,Wet Weather Peak,,
"29000000136",3607585,MO,Municipal Flow,0.05,0.05
"29000000136",3607585,MO,Industrial Flow,,
"29000000136",3607585,MO,Infiltration Flow,,
"29000000136",3607585,MO,Total Flow,0.05,0.05
"29000000136",3607585,MO,Wet Weather Peak,,
"29000000137",3607586,MO,Municipal Flow,,
"29000000137",3607586,MO,Industrial Flow,,
"29000000137",3607586,MO,Infiltration Flow,,
"29000000137",3607586,MO,Total Flow,0.05,0.05
"29000000137",3607586,MO,Wet Weather Peak,,
"29000000138",3607587,MO,Municipal Flow,,
"29000000138",3607587,MO,Industrial Flow,,
"29000000138",3607587,MO,Infiltration Flow,,
"29000000138",3607587,MO,Total Flow,0.15,0
"29000000138",3607587,MO,Wet Weather Peak,,
"29000000266",3607588,MO,Municipal Flow,,
"29000000266",3607588,MO,Industrial Flow,,
"29000000266",3607588,MO,Infiltration Flow,,
"29000000266",3607588,MO,Total Flow,0.15,0.5
"29000000266",3607588,MO,Wet Weather Peak,,
"29000000300",3607589,MO,Municipal Flow,,
"29000000300",3607589,MO,Industrial Flow,,
"29000000300",3607589,MO,Infiltration Flow,,
"29000000300",3607589,MO,Total Flow,0.01,0.01
"29000000300",3607589,MO,Wet Weather Peak,,
"29000000139",3607595,MO,Municipal Flow,0.01,0.01
"29000000139",3607595,MO,Industrial Flow,,
"29000000139",3607595,MO,Infiltration Flow,,
"29000000139",3607595,MO,Total Flow,0.01,0.01
"29000000139",3607595,MO,Wet Weather Peak,,
"29000000220",3607596,MO,Municipal Flow,,
"16000155001",1128683,ID,Municipal Flow,,
"29000000220",3607596,MO,Industrial Flow,,
"29000000220",3607596,MO,Infiltration Flow,,
"29000000220",3607596,MO,Total Flow,0.01,0
"29000000220",3607596,MO,Wet Weather Peak,,
"29000000878",3607597,MO,Municipal Flow,0.018,0.018
"29000000878",3607597,MO,Industrial Flow,,
"29000000878",3607597,MO,Infiltration Flow,,
"29000000878",3607597,MO,Total Flow,0.018,0.018
"29000000878",3607597,MO,Wet Weather Peak,,
"17000000028",3607598,IL,Municipal Flow,,
"17000000028",3607598,IL,Industrial Flow,,
"17000000028",3607598,IL,Infiltration Flow,,
"17000000028",3607598,IL,Total Flow,0.7,1.05
"17000000028",3607598,IL,Wet Weather Peak,1.75,2.63
"29000000112",3607549,MO,Municipal Flow,,
"29000000112",3607549,MO,Industrial Flow,,
"29000000112",3607549,MO,Infiltration Flow,,
"29000000112",3607549,MO,Total Flow,0.002,0
"29000000112",3607549,MO,Wet Weather Peak,,
"29000000140",3607601,MO,Municipal Flow,0.188,0.188
"29000000140",3607601,MO,Industrial Flow,,
"29000000140",3607601,MO,Infiltration Flow,,
"29000000140",3607601,MO,Total Flow,0.188,0.188
"29000000140",3607601,MO,Wet Weather Peak,,
"29000000141",3607602,MO,Municipal Flow,0.022,0.022
"29000000141",3607602,MO,Industrial Flow,,
"29000000141",3607602,MO,Infiltration Flow,,
"29000000141",3607602,MO,Total Flow,0.022,0.022
"29000000141",3607602,MO,Wet Weather Peak,,
"36007230001",1221194,NY,Municipal Flow,,
"36007230001",1221194,NY,Industrial Flow,,
"36007230001",1221194,NY,Infiltration Flow,,
"36007230001",1221194,NY,Total Flow,0.03,0.03
"36007230001",1221194,NY,Wet Weather Peak,,
"17000000029",3607609,IL,Municipal Flow,,
"17000000029",3607609,IL,Industrial Flow,,
"17000000029",3607609,IL,Infiltration Flow,,
"17000000029",3607609,IL,Total Flow,1,1
"17000000029",3607609,IL,Wet Weather Peak,3,3
"29000000142",3607628,MO,Municipal Flow,0.015,0.015
"29000000142",3607628,MO,Industrial Flow,,
"29000000142",3607628,MO,Infiltration Flow,,
"29000000142",3607628,MO,Total Flow,0.015,0.015
"29000000142",3607628,MO,Wet Weather Peak,,
"16000113001",1128653,ID,Municipal Flow,0.6,0.6
"16000113001",1128653,ID,Industrial Flow,,
"16000113001",1128653,ID,Infiltration Flow,,
"16000113001",1128653,ID,Total Flow,0.6,0.6
"16000113001",1128653,ID,Wet Weather Peak,,
"29000000143",3607637,MO,Municipal Flow,0.025,0.025
"29000000143",3607637,MO,Industrial Flow,,
"29000000143",3607637,MO,Infiltration Flow,,
"29000000143",3607637,MO,Total Flow,0.025,0.025
"29000000143",3607637,MO,Wet Weather Peak,,
"29000000144",3607640,MO,Municipal Flow,0.85,0.85
"29000000144",3607640,MO,Industrial Flow,,
"29000000144",3607640,MO,Infiltration Flow,,
"29000000144",3607640,MO,Total Flow,0.85,0.85
"29000000144",3607640,MO,Wet Weather Peak,,
"29000000145",3607658,MO,Municipal Flow,0.031,0.031
"29000000145",3607658,MO,Industrial Flow,,
"29000000145",3607658,MO,Infiltration Flow,,
"29000000145",3607658,MO,Total Flow,0.031,0.031
"29000000145",3607658,MO,Wet Weather Peak,,
"55001794001",1206255,WI,Infiltration Flow,,
"55001794001",1206255,WI,Wet Weather Peak,,
"55001794001",1206255,WI,Total Flow,0.08,0.08
"55002540001",1206353,WI,Municipal Flow,0.078,0.078
"55002540001",1206353,WI,Industrial Flow,,
"55002540001",1206353,WI,Infiltration Flow,,
"55002540001",1206353,WI,Wet Weather Peak,,
"55002540001",1206353,WI,Total Flow,0.078,0.078
"55009808001",1206967,WI,Municipal Flow,0.018,0.018
"55009808001",1206967,WI,Industrial Flow,,
"55009808001",1206967,WI,Infiltration Flow,,
"55009808001",1206967,WI,Wet Weather Peak,,
"55009808001",1206967,WI,Total Flow,0.018,0.018
"24000009001",1214172,MD,Municipal Flow,0.115,0.115
"24000009001",1214172,MD,Industrial Flow,,
"24000009001",1214172,MD,Infiltration Flow,,
"24000009001",1214172,MD,Wet Weather Peak,,
"24000009001",1214172,MD,Total Flow,0.115,0.115
"24000100001",1214429,MD,Municipal Flow,0.75,0.75
