REPORT_YEAR,CWNS_NUMBER,TREATMENT_TYPE,UNIT_PROCESS,SORT_SEQUENCE,PRES_IND,PROJ_IND,CHANGE_TYPE,BACKUP_IND,PLANNED_YEAR,ADDITIONAL_NOTES,LAST_UPDATED_TS,KEEP_UP,BLANK,CHANGE_TYPE_CAT,KEEP_UP_CODE
2012,20002005035,Conventional (Gravity) Septic Tank & Leach Field,Leach Field (Standard),2,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,20002005037,Conventional (Gravity) Septic Tank & Leach Field,Aeration,1,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,20002005037,Conventional (Gravity) Septic Tank & Leach Field,Aerobic Unit,2,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,20002005037,Conventional (Gravity) Septic Tank & Leach Field,Lagoon,3,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,20002005037,Conventional (Gravity) Septic Tank & Leach Field,Leach Field (Standard),4,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,20002005037,Conventional (Gravity) Septic Tank & Leach Field,Septic Tank,5,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,20002005039,Conventional (Gravity) Septic Tank & Leach Field,Lagoon,1,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,20002005039,Conventional (Gravity) Septic Tank & Leach Field,Leach Field (Standard),2,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,20002005041,Conventional (Gravity) Septic Tank & Leach Field,Lagoon,1,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,20002005041,Conventional (Gravity) Septic Tank & Leach Field,Leach Field (Standard),2,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,20002005041,Conventional (Gravity) Septic Tank & Leach Field,Septic Tank,3,Y,Y,"Rehabilitation, Replacement",N,,,9/20/2012,,,,
2012,21000001001,Advanced,"Lime Treatment, Single Stage Primary",1,Y,Y,No Change,N,,,4/2/2009,,,,
2012,21000001001,Disinfection,Dechlorination,2,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001001,Preliminary,Grit Removal,3,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001001,Preliminary,Screen (Bar Rack and Coarse),1,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001001,Preliminary,Screen (Fine and Microstrainers),2,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001001,Secondary,"Activated Sludge, Other Mode",1,Y,Y,No Change,N,,Nitrified sludge aeration,3/20/2009,,,,
2012,21000001001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001001,Solids Handling,"Biosolids Anaerobic Digestion, Other",3,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001001,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),2,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),4,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001001,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001002,Advanced,"Phosphorus Removal, Biological",1,Y,Y,No Change,N,,Anaerobic biological phosphate removal tanks are part of primary treatment,3/20/2009,,,,
2012,21000001002,Disinfection,Dechlorination,2,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001002,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001002,Preliminary,Grit Removal,3,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001002,Preliminary,Screen (Bar Rack and Coarse),1,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001002,Preliminary,Screen (Fine and Microstrainers),2,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001002,Secondary,"Activated Sludge, Other Mode",1,Y,Y,No Change,N,,Nitrified sludge aeration,3/20/2009,,,,
2012,21000001002,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001002,Solids Handling,"Biosolids Aerobic Digestion, Air",3,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001002,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),2,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001002,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),4,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000001002,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000014001,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000014001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000014001,Preliminary,"Screen, Mechanical Bar",1,Y,Y,Process Improvement,N,,,10/4/2012,,,,
2012,21000014001,Primary,Aeration (Post-treatment),1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000014001,Secondary,"Clarification, Secondary",2,Y,Y,Process Improvement,N,,,10/4/2012,,,,
2012,21000014001,Secondary,Reactor (Oxidation Ditch),1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000014001,Solids Handling,Biosolids Aerated Storage,1,Y,Y,Process Improvement,N,,,10/4/2012,,,,
2012,21000014001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),2,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000014002,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,Y,No Change,N,,,10/5/2012,,,,
2012,21000014002,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,10/5/2012,,,,
2012,21000014002,Preliminary,"Screen, Mechanical Bar",1,Y,Y,No Change,N,,,10/5/2012,,,,
2012,21000014002,Preliminary,Vortex Solids Separators,2,Y,Y,No Change,N,,,10/5/2012,,,,
2012,21000014002,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,10/5/2012,,,,
2012,21000014002,Secondary,Reactor (Oxidation Ditch),1,Y,Y,No Change,N,,,10/5/2012,,,,
2012,21000014002,Solids Handling,Biosolids Aerated Storage,2,Y,Y,No Change,N,,,10/5/2012,,,,
2012,21000014002,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),3,Y,Y,No Change,N,,,10/5/2012,,,,
2012,21000014002,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,No Change,N,,,10/5/2012,,,,
2012,21000018001,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,N,Abandonment,N,,,9/5/2012,,,,
2012,21000018001,Disinfection,"Disinfection, Chlorination",1,Y,N,Abandonment,N,,,9/5/2012,,,,
2012,21000018001,Disinfection,"Disinfection, UV Radiation",3,N,Y,New,N,,,9/5/2012,,,,
2012,21000018001,Preliminary,Grit Removal,1,Y,Y,"Increase Capacity, Process Improvement",N,,,9/5/2012,,,,
2012,21000018001,Secondary,"Clarification, Secondary",2,Y,Y,"Increase Capacity, Process Improvement",N,,,9/5/2012,,,,
2012,21000018001,Secondary,Reactor (Oxidation Ditch),1,Y,Y,No Change,N,,,9/5/2012,,,,
2012,21000018001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),2,Y,Y,No Change,N,,,9/5/2012,,,,
2012,21000018001,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,No Change,N,,,9/5/2012,,,,
2012,21000024001,Disinfection,Dechlorination,2,Y,N,Abandonment,N,,,9/20/2012,,,,
2012,21000024001,Disinfection,"Disinfection, Chlorination",1,Y,N,Abandonment,N,,,9/20/2012,,,,
2012,21000024001,Disinfection,"Disinfection, UV Radiation",3,N,Y,New,N,,,9/20/2012,,,,
2012,21000024001,Preliminary,Aerated Grit Chambers,1,Y,Y,"Increase Capacity, Process Improvement",N,,,9/19/2012,,,,
2012,21000024001,Preliminary,Screen (Fine and Microstrainers),3,Y,Y,No Change,N,,,9/20/2012,,,,
2012,21000024001,Preliminary,"Screen, Mechanical Bar",2,Y,Y,Increase Capacity,N,,,9/19/2012,,,,
2012,21000024001,Primary,"Clarification, Intermediate",1,Y,Y,No Change,N,,,9/19/2012,,,,
2012,21000024001,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,Process Improvement,N,,,9/20/2012,,,,
2012,21000024001,Secondary,"Clarification, Secondary",2,Y,Y,"Increase Capacity, Process Improvement",N,,,9/20/2012,,,,
2012,21000024001,Secondary,Reactor (Oxidation Ditch),3,N,Y,New,N,,,9/20/2012,,,,
2012,21000024001,Solids Handling,Biosolids Aerated Storage,2,Y,Y,No Change,N,,,9/19/2012,,,,
2012,21000024001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),1,Y,Y,No Change,N,,,9/19/2012,,,,
2012,21000024002,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,Y,Process Improvement,N,,,9/24/2012,,,,
2012,21000024002,Disinfection,"Disinfection, Chlorination",1,Y,Y,Process Improvement,N,,,9/24/2012,,,,
2012,21000024002,Preliminary,"Screen, Mechanical Bar",1,Y,Y,"Increase Capacity, Replacement",N,,,9/24/2012,,,,
2012,21000024002,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,"Increase Capacity, Process Improvement",N,,,9/20/2012,,,,
2012,21000024002,Secondary,"Clarification, Secondary",2,Y,Y,Increase Capacity,N,,,9/24/2012,,,,
2012,21000024002,Solids Handling,Biosolids Aerated Storage,1,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,,,9/20/2012,,,,
2012,21000024002,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),2,Y,Y,No Change,N,,,9/20/2012,,,,
2012,21000025001,Disinfection,Dechlorination,2,Y,Y,No Change,N,,Sodium bisulfite,3/17/2009,,,,
2012,21000025001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,Sodium hypochlorite,3/17/2009,,,,
2012,21000025001,Preliminary,Grit Removal,2,Y,Y,No Change,N,,4 units,3/17/2009,,,,
2012,21000025001,Preliminary,"Screen, Mechanical Bar",1,Y,Y,No Change,N,,4 units,3/17/2009,,,,
2012,21000025001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,4 rectangular units,3/17/2009,,,,
2012,21000025001,Secondary,"Activated Sludge, Pure Oxygen",2,Y,Y,No Change,N,,"Parallel arrangement of five oxygenation trains, each of which contains four successive aeration chambers or stages (Union Carbide Corp. - UNOX Process).",3/17/2009,,,,
2012,21000025001,Secondary,"Clarification, Secondary",3,Y,Y,No Change,N,,20 units,3/17/2009,,,,
2012,21000025001,Secondary,"Trickling Filter, Plastic Media",1,Y,Y,No Change,N,,"Bioroughing Pump Station then 2 ultra-high rate biological trickling filters with plastic ""honeycomb"" media referred to as Biotowers.",3/17/2009,,,,
2012,21000025001,Solids Handling,"Biosolids Anaerobic Digestion, Other",1,Y,Y,No Change,N,,4 units; for primary sludge,3/17/2009,,,,
2012,21000025001,Solids Handling,Biosolids Distribution And/Or Marketing of Biosolids,5,Y,Y,No Change,N,,Class A biosolids sold as Louisville Green fertilizer,3/17/2009,,,,
2012,21000025001,Solids Handling,Biosolids Heat Drying,4,Y,Y,No Change,N,,4 rotary drum dryers,3/17/2009,,,,
2012,21000025001,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),3,Y,Y,No Change,N,,5 high-speed solid bowl centrifuges,3/17/2009,,,,
2012,21000025001,Solids Handling,"Biosolids Thickening, Dissolved Air Flotation",2,Y,Y,No Change,N,,8 units; for Waste activated sludge,3/17/2009,,,,
2012,21000025011,Disinfection,Dechlorination,2,Y,Y,No Change,N,,,3/17/2009,,,,
2012,21000025011,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,3/17/2009,,,,
2012,21000025011,Preliminary,Aerated Grit Chambers,2,Y,Y,No Change,N,,1 unit,3/17/2009,,,,
2012,21000025011,Preliminary,Screen (Bar Rack and Coarse),1,Y,Y,No Change,N,,3 units,3/17/2009,,,,
2012,21000025011,Secondary,"Activated Sludge, Complete Mix",1,Y,Y,No Change,N,,4 units; can also be operated in contact stabilization mode,3/17/2009,,,,
2012,21000025011,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,6 units,3/17/2009,,,,
2012,21000025011,Solids Handling,Biosolids Aerated Storage,1,Y,Y,No Change,N,,"Settled secondary sludge stored in extra secondary basins, then pumped to Morris Forman WWTP for processing",3/17/2009,,,,
2012,21000029001,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,Y,No Change,N,,,9/4/2012,,,,
2012,21000029001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,9/4/2012,,,,
2012,21000029001,Preliminary,Comminution,1,Y,Y,No Change,N,,,9/4/2012,,,,
2012,21000029001,Primary,Aeration (Post-treatment),1,Y,Y,No Change,N,,,9/4/2012,,,,
2012,21000029001,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,9/4/2012,,,,
2012,21000029001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,9/4/2012,,,,
2012,21000029001,Solids Handling,Biosolids Aerated Storage,1,Y,Y,No Change,N,,,9/4/2012,,,,
2012,21000029001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),2,Y,Y,No Change,N,,,9/4/2012,,,,
2012,21000056001,Disinfection,Dechlorination,2,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000056001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000056001,Preliminary,Grit Removal,2,Y,Y,Process Improvement,N,,2 units,3/20/2009,,,,
2012,21000056001,Preliminary,"Screen, Bar",1,Y,Y,No Change,N,,3 units,3/20/2009,,,,
2012,21000056001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,6 units,3/20/2009,,,,
2012,21000056001,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,3/20/2009,,,,
2012,21000056001,Secondary,"Clarification, Secondary",2,Y,Y,Rehabilitation,N,,,3/20/2009,,,,
2012,21000056001,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),3,Y,Y,Process Improvement,N,,,3/20/2009,,,,
2012,21000056001,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,Process Improvement,N,,,3/20/2009,,,,
2012,21000056001,Solids Handling,Biosolids Wet Air Oxidation,2,Y,Y,Process Improvement,N,,Zimpro process,3/20/2009,,,,
2012,21000056006,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,3/19/2009,,,,
2012,21000056006,Preliminary,"Pumping, Influent",1,Y,Y,No Change,N,,,3/19/2009,,,,
2012,21000056006,Preliminary,"Screen, Bar",1,Y,Y,No Change,N,,,3/19/2009,,,,
2012,21000056006,Primary,"Equalization, Flow",1,Y,Y,No Change,N,,,3/19/2009,,,,
2012,21000056006,Secondary,"Clarification, Secondary",1,Y,Y,No Change,N,,,3/19/2009,,,,
2012,21000056006,Secondary,Reactor (Oxidation Ditch),1,Y,Y,No Change,N,,,3/19/2009,,,,
2012,21000056006,Solids Handling,Biosolids Aerated Storage,1,Y,Y,No Change,N,,,3/19/2009,,,,
2012,21000056006,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),1,Y,Y,No Change,N,,,3/19/2009,,,,
2012,21000056006,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,No Change,N,,,3/19/2009,,,,
2012,21000056006,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,Y,Y,No Change,N,,,3/19/2009,,,,
2012,21000058001,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,1/6/2005,,,,
2012,21000058001,Solids Handling,"Biosolids Air Drying, Sand Beds",1,Y,Y,No Change,N,,,1/6/2005,,,,
2012,21000063002,Advanced,"Filter (Gravity Sand Beds, single media)",1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063002,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063002,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063002,Preliminary,Grit Removal,2,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063002,Preliminary,"Screen, Mechanical Bar",1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063002,Primary,Aeration (Post-treatment),1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063002,Secondary,"Clarification, Secondary",1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063002,Secondary,Reactor (Oxidation Ditch),2,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063002,Solids Handling,Biosolids Aerated Storage,1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063002,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),2,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063003,Disinfection,"Disinfection, UV Radiation",1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063003,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063003,Primary,Aeration (Post-treatment),1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063003,Secondary,"Clarification, Secondary",1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063003,Secondary,Reactor (Oxidation Ditch),2,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063003,Solids Handling,Biosolids Aerated Storage,1,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000063003,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),2,Y,Y,No Change,N,,,10/4/2012,,,,
2012,21000064001,Advanced,"Chemical Addition (Alum), Tertiary",1,N,Y,New,N,,,8/31/2012,,,,
2012,21000064001,Disinfection,"Disinfection, Chlorination",1,Y,N,Abandonment,N,,,8/31/2012,,,,
2012,21000064001,Disinfection,"Disinfection, UV Radiation",2,N,Y,New,N,,,8/31/2012,,,,
2012,21000064001,Preliminary,"Screen, Mechanical Bar",1,Y,Y,"Increase Capacity, Process Improvement",N,,,8/31/2012,,,,
2012,21000064001,Preliminary,Vortex Solids Separators,2,Y,Y,"Increase Capacity, Process Improvement",N,,,8/31/2012,,,,
2012,21000064001,Secondary,"Clarification, Secondary",2,Y,Y,"Increase Capacity, Process Improvement",N,,,8/31/2012,,,,
2012,21000064001,Secondary,Reactor (Oxidation Ditch),1,Y,Y,"Increase Capacity, Process Improvement",N,,,8/31/2012,,,,
2012,21000064001,Solids Handling,Biosolids Aerated Storage,1,Y,Y,Increase Capacity,N,,,8/31/2012,,,,
2012,21000064001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),2,Y,Y,"Increase Capacity, Process Improvement",N,,,8/31/2012,,,,
2012,21000065001,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,,,9/21/2012,,,,
2012,21000065001,Disinfection,"Disinfection, Chlorination",1,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,,,9/21/2012,,,,
2012,21000065001,Preliminary,Grit Removal,2,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,,,9/21/2012,,,,
2012,21000065001,Preliminary,Screen (Bar Rack and Coarse),1,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,,,9/21/2012,,,,
2012,21000065001,Secondary,"Clarification, Secondary",2,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,,,9/21/2012,,,,
2012,21000065001,Secondary,"Trickling Filter, Plastic Media",1,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,,,9/21/2012,,,,
2012,21000065001,Solids Handling,"Biosolids Air Drying, Sand Beds",2,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,,,9/21/2012,,,,
2012,21000065001,Solids Handling,"Biosolids Anaerobic Digestion, Other",1,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,,,9/21/2012,,,,
2012,21000071002,Advanced,"Filter (Gravity Sand Beds, single media)",1,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000071002,Disinfection,"Disinfection, UV Radiation",1,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000071002,Preliminary,Grit Removal,2,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000071002,Preliminary,"Screen, Mechanical Bar",1,Y,Y,"Increase Capacity, Process Improvement",N,,,9/21/2012,,,,
2012,21000071002,Secondary,"Clarification, Secondary",2,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000071002,Secondary,Reactor (Oxidation Ditch),1,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000071002,Solids Handling,"Biosolids Aerobic Digestion, Air",1,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000071002,Solids Handling,Biosolids Lime Stabilization,3,Y,Y,Process Improvement,N,,,9/24/2012,,,,
2012,21000071002,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),2,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000074001,Advanced,"Sedimentation, Other",1,Y,Y,No Change,N,,,9/12/2012,,,,
2012,21000074001,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,Y,No Change,N,,,9/12/2012,,,,
2012,21000074001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,9/12/2012,,,,
2012,21000074001,Preliminary,Grit Removal,2,Y,Y,No Change,N,,,9/12/2012,,,,
2012,21000074001,Preliminary,"Pumping, Influent",3,Y,Y,No Change,N,,,9/12/2012,,,,
2012,21000074001,Preliminary,"Screen, Mechanical Bar",1,Y,Y,No Change,N,,,9/12/2012,,,,
2012,21000074001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,9/12/2012,,,,
2012,21000074001,Secondary,Reactor (Oxidation Ditch),1,Y,Y,No Change,N,,,9/12/2012,,,,
2012,21000074001,Solids Handling,Biosolids Aerated Storage,2,N,Y,New,N,,,9/12/2012,,,,
2012,21000074001,Solids Handling,"Biosolids Air Drying, Sand Beds",1,Y,Y,No Change,N,,,9/12/2012,,,,
2012,21000074001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),3,N,Y,New,N,,,9/12/2012,,,,
2012,21000076001,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,Y,No Change,N,,,9/24/2012,,,,
2012,21000076001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,9/24/2012,,,,
2012,21000076001,Secondary,"Lagoon, Aerated",1,Y,Y,No Change,N,,,9/24/2012,,,,
2012,21000080001,Disinfection,"Disinfection, UV Radiation",1,Y,Y,No Change,N,,,9/13/2012,,,,
2012,21000080001,Preliminary,Comminution,1,Y,Y,No Change,N,,,9/13/2012,,,,
2012,21000080001,Primary,Aeration (Post-treatment),1,Y,Y,No Change,N,,,9/13/2012,,,,
2012,21000080001,Secondary,"Clarification, Secondary",3,Y,Y,No Change,N,,,9/13/2012,,,,
2012,21000080001,Secondary,"Lagoon, Facultative",1,Y,Y,Increase Capacity,N,,,9/13/2012,,,,
2012,21000080001,Secondary,Reactor (Oxidation Ditch),2,Y,Y,No Change,N,,,9/13/2012,,,,
2012,21000080001,Solids Handling,"Biosolids Air Drying, Sand Beds",3,Y,Y,No Change,N,,,9/13/2012,,,,
2012,21000080001,Solids Handling,Biosolids Other Treatment,2,Y,Y,No Change,N,,,9/13/2012,,,,
2012,21000080001,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,No Change,N,,,9/13/2012,,,,
2012,21000082001,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Preliminary,"Equalization, at POTW",4,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Preliminary,Grit Removal,2,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Preliminary,Pump Stations,3,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Preliminary,"Screen, Mechanical Bar",1,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Primary,Aeration (Post-treatment),1,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Secondary,Reactor (Oxidation Ditch),1,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),3,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Solids Handling,Biosolids Other Treatment,2,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000082001,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,No Change,N,,,9/14/2012,,,,
2012,21000083001,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,Y,No Change,N,,,9/21/2012,,,,
2012,21000083001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,9/21/2012,,,,
2012,21000083001,Preliminary,Grit Removal,2,Y,Y,No Change,N,,,9/21/2012,,,,
2012,21000083001,Preliminary,"Screen, Mechanical Bar",1,Y,Y,No Change,N,,,9/21/2012,,,,
2012,21000083001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,9/21/2012,,,,
2012,21000083001,Secondary,Reactor (Oxidation Ditch),1,Y,Y,No Change,N,,,9/21/2012,,,,
2012,21000083001,Solids Handling,Biosolids Aerated Storage,1,Y,Y,No Change,N,,,9/21/2012,,,,
2012,21000083001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),2,Y,Y,No Change,N,,,9/21/2012,,,,
2012,21000084002,Preliminary,Grit Removal,2,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000084002,Preliminary,"Screen, Mechanical Bar",1,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000084002,Secondary,"Clarification, Secondary",2,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000084002,Secondary,Reactor (Oxidation Ditch),1,Y,Y,"Increase Capacity, Increase Level Of Treatment, Process Improvement",N,,,9/24/2012,,,,
2012,21000084002,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),1,Y,Y,"Increase Capacity, Process Improvement",N,,,9/24/2012,,,,
2012,21000085001,Advanced,"Reactor, Vertical Loop",1,N,Y,New,N,,,9/26/2012,,,,
2012,21000085001,Disinfection,"Dechlorination, Sulphur Dioxide",2,Y,N,Abandonment,N,,,9/26/2012,,,,
2012,21000085001,Disinfection,"Disinfection, Chlorination",1,Y,N,Abandonment,N,,,9/26/2012,,,,
2012,21000085001,Disinfection,"Disinfection, UV Radiation",3,N,Y,New,N,,,9/26/2012,,,,
2012,21000085001,Preliminary,Aerated Grit Chambers,3,Y,N,Abandonment,N,,,9/26/2012,,,,
2012,21000085001,Preliminary,"Equalization, at POTW",5,N,Y,New,N,,,9/26/2012,,,,
2012,21000085001,Preliminary,Screen (Bar Rack and Coarse),2,Y,N,Abandonment,N,,,9/26/2012,,,,
2012,21000085001,Preliminary,Screen (Fine and Microstrainers),1,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,,,9/26/2012,,,,
2012,21000085001,Preliminary,Vortex Solids Separators,4,N,Y,New,N,,,9/26/2012,,,,
2012,21000085001,Primary,Aeration (Post-treatment),1,Y,Y,Increase Capacity,N,,,9/26/2012,,,,
