REPORT_YEAR,CWNS_NUMBER,TREATMENT_TYPE,UNIT_PROCESS,SORT_SEQUENCE,PRES_IND,PROJ_IND,CHANGE_TYPE,BACKUP_IND,PLANNED_YEAR,ADDITIONAL_NOTES,LAST_UPDATED_TS,KEEP_UP,BLANK,CHANGE_TYPE_CAT,KEEP_UP_CODE
2012,1000198001,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,"Increase Capacity, Increase Level Of Treatment, Rehabilitation",N,2015,,8/25/2008,,,,
2012,1000205001,Advanced,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,3/31/2009,,,,
2012,1000205001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000205001,Disinfection,"Disinfection, Chlorination",2,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000205001,Preliminary,Aerated Grit Chambers,1,Y,Y,Replacement,N,2010,,3/9/2009,,,,
2012,1000205001,Preliminary,Grit Removal,2,Y,Y,Replacement,N,2010,,3/9/2009,,,,
2012,1000205001,Preliminary,"Pumping, Influent",3,Y,Y,Replacement,N,2010,,3/9/2009,,,,
2012,1000205001,Preliminary,"Screen, Mechanical Bar",4,Y,Y,Rehabilitation,N,2010,,3/9/2009,,,,
2012,1000205001,Preliminary,Vortex Solids Separators,5,N,Y,New,N,,,3/9/2009,,,,
2012,1000205001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000205001,Secondary,"Activated Sludge, Complete Mix",1,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000205001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000205001,Solids Handling,"Biosolids Aerobic Digestion, Air",1,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000205001,Solids Handling,"Biosolids Anaerobic Digestion, Other",2,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000205001,Solids Handling,Biosolids Digestor Gas Utilization Facilities,3,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000205001,Solids Handling,Biosolids Heat Drying,7,Y,Y,Process Improvement,N,,,3/9/2009,,,,
2012,1000205001,Solids Handling,Biosolids Heat Recovery and Utilization,8,Y,Y,Process Improvement,N,,,3/9/2009,,,,
2012,1000205001,Solids Handling,Biosolids Land Application (Spreading),4,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000205001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),5,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000205001,Solids Handling,Chemical Addition (Polymer),6,Y,Y,No Change,N,,,3/9/2009,,,,
2012,1000239001,Preliminary,"Screen, Bar",1,N,Y,New,N,,,12/9/2008,,,,
2012,1000239001,Primary,"Sedimentation, Primary",1,N,Y,New,N,,,12/9/2008,,,,
2012,1000239001,Secondary,"Activated Sludge, Extended Aeration",2,N,Y,New,N,,,12/9/2008,,,,
2012,1000239001,Secondary,"Lagoon, Aerated",1,Y,N,Abandonment,N,,,12/9/2008,,,,
2012,1000243001,Advanced,"Activated Sludge, Extended Aeration",1,Y,Y,Increase Level Of Treatment,N,,,8/26/2008,,,,
2012,1000243001,Preliminary,"Screen, Bar",1,Y,Y,Rehabilitation,N,,,8/26/2008,,,,
2012,1000243001,Secondary,"Activated Sludge, Conventional",1,Y,Y,Increase Level Of Treatment,N,,,8/26/2008,,,,
2012,1000243001,Ultraviolet Radiation,"Disinfection, UV Radiation",1,Y,Y,Increase Capacity,N,,,8/26/2008,,,,
2012,1000253001,Secondary,"Lagoon, Aerated",1,Y,Y,"Increase Level Of Treatment, Rehabilitation",N,,,8/27/2008,,,,
2012,1000317001,Secondary,"Lagoon, Aerated",1,Y,Y,Increase Level Of Treatment,N,,,9/2/2008,,,,
2012,1000319001,Advanced,"Chemical Addition (Alum), Tertiary",1,Y,Y,Increase Level Of Treatment,N,,,8/13/2008,,,,
2012,1000319001,Preliminary,Grit Removal,1,Y,Y,"Increase Level Of Treatment, Rehabilitation",N,,,8/13/2008,,,,
2012,1000319001,Primary,Aeration (Pre-treatment),1,Y,Y,"Increase Capacity, Increase Level Of Treatment, Rehabilitation",N,,,8/13/2008,,,,
2012,1000319001,Secondary,"Activated Sludge, Extended Aeration",2,Y,Y,"Increase Capacity, Rehabilitation",N,,,8/13/2008,,,,
2012,1000319001,Secondary,"Trickling Filter, Rock Media",1,Y,Y,Increase Level Of Treatment,N,,,8/13/2008,,,,
2012,1000319001,Solids Handling,"Biosolids Air Drying, Sand Beds",1,Y,Y,"Increase Capacity, Rehabilitation, Expansion",N,,,8/13/2008,,,,
2012,1000319001,Ultraviolet Radiation,"Disinfection, UV Radiation",1,Y,Y,"Increase Capacity, Increase Level Of Treatment, Rehabilitation",N,,,8/13/2008,,,,
2012,1000325001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,8/22/2001,,,,
2012,1000325001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,8/22/2001,,,,
2012,1000325001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,8/22/2001,,,,
2012,1000325001,Preliminary,"Pumping, Influent",1,Y,Y,No Change,N,,,8/22/2001,,,,
2012,1000325001,Preliminary,"Screen, Bar",1,Y,Y,No Change,N,,,8/22/2001,,,,
2012,1000325001,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,8/22/2001,,,,
2012,1000367001,Preliminary,Screen (Fine and Microstrainers),1,N,Y,New,N,,,12/17/2008,,,,
2012,1000367001,Primary,"Sedimentation, Primary",1,N,Y,New,N,,,12/17/2008,,,,
2012,1000367001,Secondary,"Activated Sludge, Extended Aeration",1,N,Y,New,N,,,12/17/2008,,,,
2012,1000367001,Secondary,"Lagoon, Aerated",2,Y,N,Abandonment,N,,,12/17/2008,,,,
2012,1000367001,Ultraviolet Radiation,"Disinfection, UV Radiation",1,N,Y,New,N,,,12/17/2008,,,,
2012,1000374001,Preliminary,"Screen, Mechanical Bar",1,N,Y,New,N,,,9/12/2008,,,,
2012,1000374001,Secondary,"Activated Sludge, Extended Aeration",1,N,Y,New,N,,,9/12/2008,,,,
