facility_name,place_id,structured_output,completion_token,prompt_token,total_token,reasoning_token,cost_usd
Avila WWTP,206888,True,0,0,0,0,0.19742365
Calistoga City Dunaweal WWTP,212750,True,0,0,0,0,0.40606435
City of Morro Bay Water Reclamation Facility,882248,True,0,0,0,0,0.36527905000000005
Clovis WWTF,214899,True,0,0,0,0,0.35793155000000004
Coachella Valley WD WWTP,216446,True,0,0,0,0,0.3950064999999999
Covelo POTW,215966,True,0,0,0,0,0.39005715
Dunsmuir WWTP,220850,True,0,0,0,0,0.29504945
EBMUD WPCP,222132,True,0,0,0,0,0.33382265
Membrane Filtration/Reverse Osmosis Facility - Escondido,846371,True,0,0,0,0,0.7498592999999999
Eureka City Elk River WWTP,223010,True,0,0,0,0,0.4898402
Forestville Water District,224901,True,0,0,0,0,0.3309571
Delleker WWTP,219530,True,0,0,0,0,0.29172945
Healdsburg City WWTP,229922,True,0,0,0,0,0.3049361
Holtville City WWTP,230588,True,0,0,0,0,0.2716593
IEUA Regional Plant No. 1,259165,True,0,0,0,0,0.40218349999999997
IEUA Regional Plant No. 2,259166,True,0,0,0,0,0.26419495000000004
Whittier Narrows Water Reclamation Plant,235826,True,0,0,0,0,0.33564835
San Jose Creek Water Reclamation Plant,260156,True,0,0,0,0,0.23854415
Linda Cnty Water District WWTP,237060,,0,0,0,0,0.33973345
Malibu Mesa WRP,242162,,0,0,0,0,0.3454899
City of Manteca WW Quality Control Facility,239343,,0,0,0,0,0.48138015
Marin CSD 5 Paradise Cove WWTP,239498,,0,0,0,0,0.35844555
McKinleyville WWTP,240093,,0,0,0,0,0.32559224999999997
Montecito SD WWTP,241288,,0,0,0,0,0.2100511
Mountain House WWTP,241598,,0,0,0,0,0.30592495
Mt. View Sanitary District WWTP,241815,,0,0,0,0,0.33787435
Nevada City WWTP,244141,,0,0,0,0,0.4325693000000001
OCSD Plant 1,758392,True,0,0,0,0,0.41793445
Palo Alto Regional WQCP,247457,True,0,0,0,0,0.37793905000000005
Redway POTW,252211,True,0,0,0,0,0.34806625
Hammonton Gold Village WWTP,229559,True,0,0,0,0,0.3196061
San Jose/Santa Clara WPCP,255333,True,0,0,0,0,0.52956515
San Simeon WWTP,255462,True,0,0,0,0,0.31707214999999994
Saugus Water Reclamation Plant,260494,True,0,0,0,0,0.21962520000000002
Sewerage Commission Oroville Region WWTP,246251,True,0,0,0,0,0.3506687
Shasta Lake WWTF,256627,True,0,0,0,0,0.25165965
SVCW WWTP,255833,True,0,0,0,0,0.45428854999999996
SMWD - Chiquita WRP,257518,True,0,0,0,0,0.44907105
Wastewater Recovery Center,258739,True,0,0,0,0,0.35947765
Summerland SD WWTP,259377,True,0,0,0,0,0.2227642
Mineral WWTP,240864,True,0,0,0,0,0.23653990000000003
Discovery Bay WWTP,220315,True,0,0,0,0,0.31711005000000003
Treasure Island WWTP/DOD,266328,True,0,0,0,0,0.2867356
UC Davis Main WWTP,268926,True,0,0,0,0,0.25575675000000003
Ukiah City WWTP,268960,True,0,0,0,0,0.2690196000000001
US Navy Naval Air Facility WWTP,269449,True,0,0,0,0,0.18064025
Vallejo Flood & Wastewater District (VFWD) WWTP,270006,True,0,0,0,0,0.22632385000000002
Watsonville WWTP,271872,True,0,0,0,0,0.36863325
Woodland Water Pollution Control Facility,272960,True,0,0,0,0,0.46951709999999997
Dunsmuir WWTP,220850,True,0,0,0,0,0.34021505
Eureka City Elk River WWTP,223010,True,0,0,0,0,0.20793925
Forestville Water District,224901,True,0,0,0,0,0.2486245
Delleker WWTP,219530,True,0,0,0,0,0.2800016
McKinleyville WWTP,240093,True,0,0,0,0,0.32099315
OCSD Plant 1,758392,True,0,0,0,0,0.6659423500000001
Palo Alto Regional WQCP,247457,True,0,0,0,0,0.42427119999999996
San Jose/Santa Clara WPCP,255333,True,0,0,0,0,0.5497388499999999
SMWD - Chiquita WRP,257518,True,0,0,0,0,0.4023049
Ukiah City WWTP,268960,True,0,0,0,0,0.34502809999999995
Vallejo Flood & Wastewater District (VFWD) WWTP,270006,True,0,0,0,0,0.25403375
