Place ID,order_key,PDF_File,as_of_dates,n_snapshots
225526,463625,FSSD R2-2020-0012.pdf,2026-06-01,1
225526,463625,Nutrient Watershed Permit - R2-2014-0014.pdf,2026-06-01,1
225526,463625,Order R2-2025-0028.pdf,2026-06-01;2026-08-13,2
225534,146930,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
225534,447426,,2026-08-13,1
225881,,,2026-08-13,1
225881,132299,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
226637,132715,R9-2004-0223 .pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
226690,404159,r5-2004-0001.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
226690,404159,r5-2010-0099.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
226690,404159,r5-2015-0123.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
226690,443249,r5-2023-0025-019.pdf,2026-08-13,1
226719,425655,18_0033_Garberville_WDR.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
226847,132613,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
226847,377660,GaylaManor_NOI.pdf,2026-08-13,1
227080,134409,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
227140,,,2026-08-13,1
227140,148226,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227217,439532,2014-0153-dwq_r5349.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
227352,88-140,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
227381,131480,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227381,418824,GloryHoleNOADec12.pdf,2026-08-13,1
227425,140385,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
227440,134255,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227440,417129,Gold Mountain CSD_NOA-Memo-MRP_.pdf,2026-08-13,1
227444,147738,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227444,433393,2014-0153-DWQ-R5293_06Aug2019_NOA.pdf,2026-08-13,1
227445,134400,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227445,410190,2014_0153_dwq.pdf,2026-08-13,1
227451,146407,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227451,407683,Gold Run Rest Area-NOA.pdf,2026-08-13,1
227501,144662,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227501,416367,Golden hills mobile park NOA.pdf,2026-08-13,1
227503,143796,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
227507,133845,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227507,413903,2014-0153-dwq-r5235.pdf,2026-08-13,1
227507,413903,2014_0153_dwq.pdf,2026-08-13,1
227568,418037,GoletaSD_NPDES Permit_FinalOrder.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227568,418037,R3-2017-021_Goleta_finalCA0048160.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
227602,302168,City of Gonzales Order No. R3-2006-0005 letter pdf.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227602,452393,Aug2025_GonzalesSecondRevisedNOA_MRP_0020_final.pdf,2026-08-13,1
227713,134026,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227713,404818,2014_0153_dwq.pdf,2026-08-13,1
227781,144637,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227781,433931,2014_0153_dwq_r5341.pdf,2026-08-13,1
227818,405024,R5-2009-0067_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227818,405024,r5-2016-0012.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227818,446876,r5-2017-0085-019.pdf,2026-08-13,1
227843,140872,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
227893,131446,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227893,447519,Oct2024_GreenfieldNOA_MRP_0020_Final.pdf,2026-08-13,1
227918,134091,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
227918,435628,,2026-08-13,1
227962,137596,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
227980,317186,R5-2006-0127.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
228016,146049,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
228016,418402,Grizzly Cr. Ranch_NOA 2014-0153-DWQ.pdf,2026-08-13,1
228018,375936,r5-2011-0081.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
228018,429445,1_GrizzRanch_NOA.pdf,2026-08-13,1
228046,399185,08-0004 OCWD Groundwater Replenishment System_Emergency Disch to R1_final.pdf,2021-06-01,1
228046,399185,14-0069_OCWD_AWPF_NPDES.pdf,2021-06-01,1
228046,447591,08-0004 OCWD Groundwater Replenishment System_Emergency Disch to R1_final.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
228046,447591,14-0069_OCWD_AWPF_NPDES.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
228046,447591,R8-2022-0002_OCWD_NPDES.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
228057,139891,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
228067,194393,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
228104,296594,Revised_MRP_Guad2022_final.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
228104,452803,GUAD R3-2020-0020_NOA MRP REV 2024 Final.pdf,2026-08-13,1
228109,137948,,2021-06-01,1
228109,409176,22_0004_Gualala_CSD_WDR.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
228152,134090,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
228152,424758,,2026-08-13,1
229051,135439,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
229145,141770,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
229466,139798,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
229466,331383,97-010_ NOA.pdf,2026-08-13,1
229544,146737,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
229559,412827,r5-2011-0086.pdf,2021-06-01,1
229559,412827,r5-2017-0037.pdf,2021-06-01,1
229559,447871,r5-2011-0086.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
229559,447871,r5-2017-0037.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
229559,447871,r5-2022-0024_npdes.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
229595,395004,R5-2010-0026.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
229595,395004,r5-2008-0053.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
229595,395004,r5-2014-0015-01.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
229595,395004,r5-2014-0015.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
229595,439621,r5-2023-0025-011_mgo_noa.pdf,2026-08-13,1
229643,139233,,2021-06-01;2022-06-01,2
229643,448229,22_0011_HappyCamp_WDR.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
229726,420777,CA0107981_OrderR920180002.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
229727,374060,HARRF R9-2010-0032.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
229817,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
229873,366371,12_0105_WDR_Hayfork.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
229882,,EBDA - R2-2022-0023.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
229882,448549,EBDA - R2-2017-0016.pdf,2021-06-01;2022-06-01;2023-06-01,3
229882,448549,EBDA - R2-2022-0023.pdf,2023-06-01,1
229882,448549,Nutrient Watershed Permit - R2-2014-0014.pdf,2023-06-01,1
229882,448549,R2-2012-0004.pdf,2023-06-01,1
229882,448549,R2-2018-0010.pdf,2023-06-01,1
229922,399916,080617_05_0084_HealdsburgNPDES.pdf,2021-06-01;2022-06-01,2
229922,399916,102204-HealdsburgNPDES.pdf,2021-06-01;2022-06-01,2
229922,399916,10_0034_NPDESPermit_CityofHealdsburg_WWTP_Adopted_signed.pdf,2021-06-01;2022-06-01,2
229922,399916,16_0015_City_of_Healdsburg_WWTF_NPDES.pdf,2021-06-01;2022-06-01,2
229922,399916,16_0015_City_of_Healdsburg_WWTF_NPDES_Modification.pdf,2021-06-01;2022-06-01,2
229922,399916,17_0047_HealdsburgWWTF_NPDES.pdf,2021-06-01;2022-06-01,2
229922,441149,080617_05_0084_HealdsburgNPDES.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
229922,441149,102204-HealdsburgNPDES.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
229922,441149,10_0034_NPDESPermit_CityofHealdsburg_WWTP_Adopted_signed.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
229922,441149,16_0015_City_of_Healdsburg_WWTF_NPDES.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
229922,441149,16_0015_City_of_Healdsburg_WWTF_NPDES_Modification.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
229922,441149,17_0047_HealdsburgWWTF_NPDES.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
229922,441149,22_0017_Healdsburg_WWTF_NPDES.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
229967,448568,R7-2022-0007.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
229967,R7-2016-0006,,2021-06-01;2022-06-01,2
230011,403017,R6V-2018-0015 Helendale CSD_Silver Lakes WWTP_6B361111001.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
230034,402271,JUNE_25_PGE_KC.pdf,2026-08-13,1
230034,96-108,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
230037,145691,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
230092,144396,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
230092,443318,Hensley Lake_2014_0153-dwq_r5358.pdf,2026-08-13,1
230118,139889,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
230118,446982,,2026-08-13,1
230132,418018,R3-2011-0007_Heritage_Ranch_Final_Adopted.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
230132,418018,R3-2017-0026 Final.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
230181,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
230282,147692,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
230290,131826,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
230429,133595,6-04-18 Revised WDR hilton Creek COmmunity Services District.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
230555,359247,MRR_signed.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
230555,455238,Hollister 0068_NOA&MRP_final.pdf,2026-08-13,1
230588,404868,R7-2011-0020 Holtville NPDES.pdf,2021-06-01,1
230588,446737,R7-2011-0020 Holtville NPDES.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
230588,446737,R7-2022-0005.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
230693,347603,080618_08_0003_WDR_HoplandPUD.pdf,2021-06-01;2022-06-01;2023-06-01,3
230693,454064,23_0013_Hopland PUD WWTF_WDR_EO Signed.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
230706,144181,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
230706,393487,,2026-08-13,1
230784,406917,r6t-2016-0036_herlong.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
230812,383599,r5-2012-0003.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
230825,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
230914,144647,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
231693,428016,4917_R4-2014-0064-A01_WDR_PKG_amd.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
231693,428016,4917_R4-2014-0064-A02_WDR_PKG_amd.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
231693,428016,4917_R4-2019-0137_WDR.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
231693,460109,4917_R4-2026-0152_WDR.pdf,2026-08-13,1
232063,384601,1492_R4-2005-0020_FS.pdf,2021-06-01;2022-06-01,2
232063,384601,1492_R4-2005-0020_WDR.pdf,2021-06-01;2022-06-01,2
232063,384601,1492_R4-2010-0200_WDR_PKG.pdf,2021-06-01;2022-06-01,2
232063,384601,1492_R4-2017-0045_WDR_PKG.pdf,2021-06-01;2022-06-01,2
232063,447793,1492_R4-2005-0020_FS.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
232063,447793,1492_R4-2005-0020_WDR.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
232063,447793,1492_R4-2010-0200_WDR_PKG.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
232063,447793,1492_R4-2017-0045_WDR_PKG.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
232063,447793,Hyperion NPDES CA0109991 CI-1492_FINAL+SIGNED.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
232097,144384,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
232098,145332,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
232098,421874,NOA 2014_0153_dwq_r5281.pdf,2026-08-13,1
232151,90-128,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
232170,194826,NOA DWQ-2003-0003-0002.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
232259,396944,R7-2014-0026.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
232259,461875,R7-2025-0019.pdf,2026-08-13,1
232297,443074,0020imperial_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
232297,443074,0030imperial.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
232297,443074,R7-2021-0002.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
232360,140734,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
232360,416842,Indian Rock NOA.pdf,2026-08-13,1
232363,143182,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
232363,463719,2026-06-01_WDR_NOA_Revised_IndianSpringsWWTP.pdf,2026-08-13,1
232428,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
232429,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
232625,146191,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
232641,137959,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
232656,428157,R5-2018-0090_npdes permit.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
232656,428157,r5-2008-0057.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
232656,428157,r5-2013-0157.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
232656,428157,r5-2014-0122.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
232656,457472,R5-2018-0090_npdes permit.pdf,2025-06-01;2026-06-01,2
232656,457472,R5-2024-0038.pdf,2025-06-01;2026-06-01;2026-08-13,3
232656,457472,r5-2008-0057.pdf,2025-06-01;2026-06-01,2
232656,457472,r5-2013-0157.pdf,2025-06-01;2026-06-01,2
232656,457472,r5-2014-0122.pdf,2025-06-01;2026-06-01,2
232721,140685,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
233409,457201,Jalama-NOA 0153_June 2024_final.pdf,2026-08-13,1
233409,86-003,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
233460,142343,,2021-06-01,1
233460,429663,Jamestown WDRs r5_2021_0046.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
234117,434801,Required Plans for Julian WPCF.pdf,2026-08-13,1
234117,R9-1983-0009,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
234123,146152,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
234126,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
234146,172683,r5-2007-0150.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
234156,416544,1758_R4-2006-0042_WDR PCK.pdf,2021-06-01;2022-06-01;2023-06-01,3
234156,416544,1758_R4-2011-0151_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01,3
234156,416544,1758_R4-2017-0180_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01,3
234156,452398,1758_R4-2006-0042_WDR PCK.pdf,2024-06-01;2025-06-01;2026-06-01,3
234156,452398,1758_R4-2011-0151_WDR_PKG.pdf,2024-06-01;2025-06-01;2026-06-01,3
234156,452398,1758_R4-2017-0180_WDR_PKG.pdf,2024-06-01;2025-06-01;2026-06-01,3
234156,452398,Adopted JWPCP PERMIT NPDES CI-1758 05252023.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
234841,331380,Kerman WWTF R5-2007-0115.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
234854,143942,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
234913,148782,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
234915,328915,R5-2007-0090.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
235021,144671,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
235021,456568,King City Big Order NOA_MRP_Final.pdf,2026-08-13,1
235051,145956,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
235068,145906,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
235068,447750,,2026-08-13,1
235088,333494,R5-2007-0125-wdr.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
235102,137522,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
235144,340006,R5-2007-0149.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
235208,364419,r5-2002-0157.pdf,2026-08-13,1
235208,R5-2002-0157,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
235738,407633,5675_R4-2006-0092_FS.pdf,2021-06-01;2022-06-01,2
235738,407633,5675_R4-2006-0092_WDR.pdf,2021-06-01;2022-06-01,2
235738,407633,5675_R4-2010-0059_WDR_amd.pdf,2021-06-01;2022-06-01,2
235738,407633,5675_R4-2011-0197_WDR_PKG.pdf,2021-06-01;2022-06-01,2
235738,407633,5675_R4-2017-0063_WDR_PKG.pdf,2021-06-01;2022-06-01,2
235738,452152,5675_R4-2006-0092_FS.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
235738,452152,5675_R4-2006-0092_WDR.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
235738,452152,5675_R4-2010-0059_WDR_amd.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
235738,452152,5675_R4-2011-0197_WDR_PKG.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
235738,452152,5675_R4-2017-0063_WDR_PKG.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
235738,452152,Final LAG NPDES permit_CI 5675 Final_Signed.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
235798,393681,CCWD_La Contenta_R5-2013-0133_WDR.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
235798,393681,R5-2018-0062-La Contenta WWTF.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
235826,397484,2848_R4-2009-0077_WDR_PKG.pdf,2021-06-01,1
235826,397484,2848_R4-2014-0213-A01_WDR_PKG_amd.pdf,2021-06-01,1
235826,397484,2848_R4-2014-0213_WDR_PKG.pdf,2021-06-01,1
235826,443746,2848_R4-2009-0077_WDR_PKG.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
235826,443746,2848_R4-2014-0213-A01_WDR_PKG_amd.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
235826,443746,2848_R4-2014-0213_WDR_PKG.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
235826,443746,2848_R4-2021-0096_WDR_PKG.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
236019,434521,AmendedOrderR920190166_Digitally Signed signed dwg 12-14-21.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
236019,434521,AmendingOrderR920210199_Digitally Signed signed dwg 12-14-21.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
236019,434521,Oceanside_Final_Adopted_Order_R9-2019-0166 (1).pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
236019,434521,R9-2011-0016_amended2.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
236019,434521,R9-2019-0166_Amended2020 signed dwg 08-17-20.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
236019,434521,R9-2020-0190_Final_Order signed dwg 08-17-20.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
236019,434521,R9_2011_0016New2014.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
236019,434521,R9_2014_0108.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
236124,383007,Laguna SD wdr_with_mrp_2011-0217.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
236124,453915,LCSD R3-2020-0020 NOA MRP.pdf,2026-08-13,1
236178,134598,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
236181,367835,R6V-2009-0037 Lake Arrowhead Community Services District.pdf.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
236190,371737,r5-2010-0103.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
236190,397559,WDR Order R5-2016-0033.pdf,2026-08-13,1
236192,94-143,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
236222,144117,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
236222,437408,Lake Isabella Wastewater Treatment Facility NOA 2-6-2020.pdf,2026-08-13,1
236225,97-010-DWQ,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
236236,400796,R5-2009-0031_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
236236,400796,r5-2015-0028_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
236236,439955,R5-2023-0025-014_noa.pdf,2026-08-13,1
236236,439955,nvcosd1_lop_wwtp_final_noa.pdf,2026-08-13,1
236252,131135,,2021-06-01;2022-06-01,2
236252,448832,08-12-2022_WDR_Lake San Antonio Recreation Area South Shore WWTP NOA_final.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
236258,371554,12_0029_WDR_LakeShastina_KVG_120618.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
236292,400917,R5-2009-0004.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
236292,400917,r5-2015-0029.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
