Place ID,order_key,PDF_File,as_of_dates,n_snapshots
246946,419071,2022_R4-2013-0094_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
246946,419071,2022_R4-2018-0140_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
246946,455452,2022_R4-2008-0029_WDR.pdf,2025-06-01;2026-06-01,2
246946,455452,2022_R4-2010-0048_AMD.pdf,2025-06-01;2026-06-01,2
246946,455452,2022_R4-2013-0094_WDR_PKG.pdf,2025-06-01;2026-06-01,2
246946,455452,2022_R4-2018-0140_WDR_PKG.pdf,2025-06-01;2026-06-01,2
246946,455452,Adopted OWRRF NPDES CI-2022 06172024 signed.pdf,2025-06-01;2026-06-01;2026-08-13,3
247301,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
247351,400978,AdoptedOrderR9-2015-0002.pdf,2021-06-01,1
247351,400978,CA0107492_FinalAmendedOrder.pdf,2021-06-01,1
247351,400978,Padre Dam 2009 NPDES Permit.pdf,2021-06-01,1
247351,445333,AdoptedOrderR9-2015-0002.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
247351,445333,CA0107492_FinalAmendedOrder.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
247351,445333,Finalorder_r9_2022_0003 signed dwg 02-11-22.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
247351,445333,Padre Dam 2009 NPDES Permit.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
247351,460030,r9_2025_0060.pdf,2026-08-13,1
247435,456582,R7-2024-0009.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
247435,R7-2017-0013,,2021-06-01;2022-06-01;2023-06-01,3
247448,382094,R6V-2011-0012 LACSD Palmdale No. 20 WDR and MRP.Final.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
247457,460027,CA0037834 Palo Alto Order R2-2025-0003.pdf,2025-06-01;2026-06-01;2026-08-13,3
247457,R2-2019-0015,,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
247464,413929,Palo Cedro_WDR_R5-2017-0080_Signed.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
247509,85-137,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
247616,131160,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
247616,424744,Pardee Reservoir Recreation Area_NOA.pdf,2026-08-13,1
247644,407231,0017moabi.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
247731,147281,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
247750,379360,Paso Robles NPDES permit.pdf,2021-06-01,1
247750,379360,R3-2011-0002 _Final_Adopted_Revised.pdf,2021-06-01,1
247750,443460,Order R3-2021-0001_final.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
247750,443460,Paso Robles NPDES permit.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
247750,443460,R3-2011-0002 _Final_Adopted_Revised.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
247782,425768,R5-2018-0070-001.pdf,2026-08-13,1
247782,425768,R5-2018-0070_WDRs_MRP.pdf,2026-08-13,1
247782,94-242,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
247809,442123,NOA_Pauma_Valley_WWTP signed dwg 05-12-21.pdf,2026-08-13,1
247809,R9-2006-0049,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
247940,148303,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
247966,140797,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
247966,379440,RM379440.pdf,2026-08-13,1
248087,443296,Order R2-2021-0008 (1).pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
248087,443296,petaluma R2-2011-0003.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
248087,R2-2016-0014,,2021-06-01,1
248169,147285,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
248169,462921,Pfeiffer Big Sur NOA_final_10_02_2025.pdf,2026-08-13,1
248242,131176,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
248242,435949,Pheasant Landing lll_noa.pdf,2026-08-13,1
248269,143824,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
248269,439697,NOA_CalTransPSRaineSRRA_NOA_2014-0153-DWQ-R5377.pdf,2026-08-13,1
248424,365748,R5-2009-0003.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
248439,142494,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
248439,405002,Signed NOA with Enclosures- Pine Valley.pdf,2026-08-13,1
248442,142345,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
248476,140272,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
248476,444256,Notice of Applicability_Pioneer Creek MH Community.pdf,2026-08-13,1
248519,403753,2015_0016_npdes.pdf.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
248573,141335,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
248629,,,2026-08-13,1
248629,98-005,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
248706,395741,r5-2008-0079.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
248706,395741,r5-2014-0051.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
248706,432817,r5-2023-0025-006.pdf,2026-08-13,1
248713,146784,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
248713,447459,2014-0153-dwq-r5363.pdf,2026-08-13,1
248717,331473,r5-2016-0092.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
248742,134602,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
248742,436788,PECSD_ADA_NOA.pdf,2026-08-13,1
248753,382756,r5-2011-0092.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
248787,173742,,2021-06-01;2022-06-01;2023-06-01,3
248787,453495,R7-2023-0015.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
248791,131628,,2021-06-01;2022-06-01,2
248791,448294,22_0015_Point_Arena_WWTF_WDR.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
248796,414988,Pt Loma permit mod_CA0107409_signed_08.23.2022.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
248796,414988,PtLomaWWTP_2017FinalOrder.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
248796,464790,Point Loma_Final Permit_CA0107409.pdf,2026-06-01;2026-08-13,2
248796,464790,Pt Loma permit mod_CA0107409_signed_08.23.2022.pdf,2026-06-01,1
248796,464790,PtLomaWWTP_2017FinalOrder.pdf,2026-06-01,1
248886,427684,CA0037885 Port Costa R2-2018-0053.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
248886,427684,Nutrient Watershed Permit - R2-2014-0014.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
248886,427684,Port Costa Final Order - 10-13.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
248886,427684,Port Costa WWTP - Final Order  (01-08).pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
248886,457284,CA0037885 Port Costa R2-2018-0053.pdf,2025-06-01;2026-06-01,2
248886,457284,Nutrient Watershed Permit - R2-2014-0014.pdf,2025-06-01;2026-06-01,2
248886,457284,Port Costa Final Order - 10-13.pdf,2025-06-01;2026-06-01,2
248886,457284,Port Costa WWTP - Final Order  (01-08).pdf,2025-06-01;2026-06-01,2
248886,457284,R2-2024-0009 Port Costa NPDES Order.pdf,2025-06-01;2026-06-01;2026-08-13,3
248903,87-031,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
248933,86-087,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
248936,397557,r5-2009-0093.pdf,2021-06-01;2022-06-01;2023-06-01,3
248936,397557,r5-2018-0088.pdf,2021-06-01;2022-06-01;2023-06-01,3
248936,451326,r5-2009-0093.pdf,2024-06-01;2025-06-01;2026-06-01,3
248936,451326,r5-2018-0088.pdf,2024-06-01;2025-06-01;2026-06-01,3
248936,451326,r5-2024-0023_npdes.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
249211,141225,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
249771,381339,5671_R4-2011-0177_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
250700,395506,0755_R4-2009-0076_WDR.pdf,2021-06-01,1
250700,395506,0755_R4-2014-0212-A01_WDR_PKG_amd.pdf,2021-06-01,1
250700,395506,0755_R4-2014-0212_WDR_PKG.pdf,2021-06-01,1
250700,432902,0755_R4-2009-0076_WDR.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
250700,432902,0755_R4-2014-0212-A01_WDR_PKG_amd.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
250700,432902,0755_R4-2014-0212_WDR_PKG.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
250700,432902,0755_R4-2021-0097_WDR_PKG.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
251021,134055,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
251110,147474,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
251217,407661,r5-2016-0049.pdf,2021-06-01;2022-06-01;2023-06-01,3
251217,456253,r5-2016-0049.pdf,2024-06-01;2025-06-01;2026-06-01,3
251217,456253,r5-2024-0008_npdes.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
251548,325858,Order No. R9-2007-0038.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
251631,144278,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
251631,449606,Ranch Colina 0153 NOA Final.pdf,2026-08-13,1
251653,434802,NOA_RanchDelCampoWWTP.pdf,2026-08-13,1
251653,R9-1987-0108,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
251660,133904,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
251675,371615,Signed WDR R3-2004-0153.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
251675,447945,5-27-22_0153 NOA Ranch Larios HOA Final.pdf,2026-08-13,1
251695,394415,R5-2014-0149.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
251714,142398,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
251805,139566,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
251805,394368,,2026-08-13,1
251857,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
251975,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
252119,421692,R5-2013-0044.pdf,2021-06-01;2022-06-01;2023-06-01,3
252119,421692,R5-2018-0041.pdf,2021-06-01;2022-06-01;2023-06-01,3
252119,448935,R5-2013-0044.pdf,2024-06-01;2025-06-01;2026-06-01,3
252119,448935,R5-2018-0041.pdf,2024-06-01;2025-06-01;2026-06-01,3
252119,448935,r5_2023-0048_npdes.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
252211,416349,060802_0022_RedwayNPDES.pdf,2021-06-01;2022-06-01,2
252211,416349,060804_0022_RedwayNPDES_Fact_Sheet.pdf,2021-06-01;2022-06-01,2
252211,416349,11_0046_NPDES_Redway_LMB_110627.pdf,2021-06-01;2022-06-01,2
252211,416349,17_0006_Redway CSD_WWTF_NPDES.pdf,2021-06-01;2022-06-01,2
252211,451223,060802_0022_RedwayNPDES.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
252211,451223,060804_0022_RedwayNPDES_Fact_Sheet.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
252211,451223,11_0046_NPDES_Redway_LMB_110627.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
252211,451223,17_0006_Redway CSD_WWTF_NPDES.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
252211,451223,23_0004_Redway_CSD_NPDES_01.26.23_EOsigned.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
252254,R1-1988-0078,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
252277,144015,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
252277,422378,2014-0153-DWQ-R5303.pdf,2026-08-13,1
252613,135299,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
252613,431171,,2026-08-13,1
252657,428795,WCA R2-2008-0003.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
252657,428795,WCA R2-2019-0003 - 02-2019.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
252657,457271,R2-2024-0008 West County.pdf,2025-06-01;2026-06-01;2026-08-13,3
252657,457271,WCA R2-2008-0003.pdf,2025-06-01;2026-06-01,2
252657,457271,WCA R2-2019-0003 - 02-2019.pdf,2025-06-01;2026-06-01,2
252660,421098,Richvale_NOA-Memo-MRP.pdf,2026-08-13,1
252660,90-167,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
252695,140415,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
252700,133135,WDR NO. 2004-0065-Signed .pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
252700,447918,5-27-22_R3-2020-0020_NOA_Ridgemark_Estates_final.pdf,2026-08-13,1
252750,406955,06_0021_NPDES_RioDell_permit_Modified_110201_LMB.pdf,2021-06-01;2022-06-01;2023-06-01,3
252750,406955,11_0003_RESOLUTION_RioDell_WERModOrder_110201_LMB.pdf,2021-06-01;2022-06-01;2023-06-01,3
252750,406955,11_0054_NPDES_RioDell_LMB_110930.pdf,2021-06-01;2022-06-01;2023-06-01,3
252750,406955,17_0007_City_of_RioDell_WWTP_NPDES.pdf,2021-06-01;2022-06-01;2023-06-01,3
252750,454754,06_0021_NPDES_RioDell_permit_Modified_110201_LMB.pdf,2024-06-01;2025-06-01;2026-06-01,3
252750,454754,11_0003_RESOLUTION_RioDell_WERModOrder_110201_LMB.pdf,2024-06-01;2025-06-01;2026-06-01,3
252750,454754,11_0054_NPDES_RioDell_LMB_110930.pdf,2024-06-01;2025-06-01;2026-06-01,3
252750,454754,17_0007_City_of_RioDell_WWTP_NPDES.pdf,2024-06-01;2025-06-01;2026-06-01,3
252750,454754,Order No. 2023-0022 Combined.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
252762,139965,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
252771,428745,R5-2008-0108-01.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
252771,428745,R5-2019-0016.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
252771,428745,r5-2014-0122.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
252771,428745,r5-2014_0012.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
252771,459134,R5-2008-0108-01.pdf,2025-06-01;2026-06-01,2
252771,459134,R5-2019-0016.pdf,2025-06-01;2026-06-01,2
252771,459134,r5-2014-0122.pdf,2025-06-01;2026-06-01,2
252771,459134,r5-2014_0012.pdf,2025-06-01;2026-06-01,2
252771,459134,r5-2024-0054_npdes.pdf,2025-06-01;2026-06-01;2026-08-13,3
252782,140988,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
252813,140155,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
252871,141726,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
253174,416321,R2-2017-0034.pdf,2021-06-01;2022-06-01,2
253174,450497,R2-2017-0034.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
253174,450497,R2-2022-0037.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
253256,140394,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
253293,425543,R6V-2019-0251_WDR_Rosamond Adopted Full.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
253766,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
254304,136013,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
254881,432955,SSFSB - Final Order (11-08).pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
254881,432955,SSFSB Order R2-2014-0012 signed.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
254881,432955,SSFSB_Order_Finalsigned.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
254881,464783,R2-2026-0010.pdf,2026-06-01;2026-08-13,2
254881,464783,SSFSB - Final Order (11-08).pdf,2026-06-01,1
254881,464783,SSFSB Order R2-2014-0012 signed.pdf,2026-06-01,1
254881,464783,SSFSB_Order_Finalsigned.pdf,2026-06-01,1
254925,410231,SheridanWWTP_NOA.pdf,2026-08-13,1
254925,R5-2002-0208,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,R5-2010-0114.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,R5-2011-0083.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,R5-2016-0020-01.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,r5-2013-0124.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,r5-2014-0103.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,r5-2014-0122.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,r5-2016-0020.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,r5-2021-0019-01_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,r5-2021-0019-02.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,r5-2021-0019_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,443209,r5-2022-0064_npdes_ao.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
254981,465737,r5-2026-0035_npdes.pdf,2026-08-13,1
255003,422099,r5-2006-0081.pdf,2021-06-01;2022-06-01,2
255003,422099,r5-2013-0072.pdf,2021-06-01;2022-06-01,2
255003,422099,r5-2016-0065.pdf,2021-06-01;2022-06-01,2
255003,422099,r5-2018-0040.pdf,2021-06-01;2022-06-01,2
255003,452543,r5-2006-0081.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
255003,452543,r5-2013-0072.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
255003,452543,r5-2016-0065.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
255003,452543,r5-2018-0040.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
255003,452543,r5-2023-0013_npdes.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
255081,142003,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
255136,179173,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
255139,417027,SAM R2-2012-0061.pdf,2021-06-01;2022-06-01,2
255139,417027,SAM R2-2017-0040.pdf,2021-06-01;2022-06-01,2
255139,451900,CA0038598 SAM Order R2-2023-0002.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
255139,451900,SAM R2-2012-0061.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
255139,451900,SAM R2-2017-0040.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
255165,416629,20_0005_Samoa WWTF_NPDES.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
255172,91-181,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
255180,425799,R5-2009-0007.pdf,2021-06-01;2022-06-01;2023-06-01,3
255180,425799,R5-2018-0075_SignedOrder.pdf,2021-06-01;2022-06-01;2023-06-01,3
255180,425799,r5-2014-0104.pdf,2021-06-01;2022-06-01;2023-06-01,3
255180,425799,r5-2016-0067.pdf,2021-06-01;2022-06-01;2023-06-01,3
255180,456864,R5-2009-0007.pdf,2024-06-01;2025-06-01;2026-06-01,3
255180,456864,R5-2018-0075_SignedOrder.pdf,2024-06-01;2025-06-01;2026-06-01,3
255180,456864,R5-2024-0025_npdes.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
255180,456864,r5-2014-0104.pdf,2024-06-01;2025-06-01;2026-06-01,3
255180,456864,r5-2016-0067.pdf,2024-06-01;2025-06-01;2026-06-01,3
255190,144194,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
255190,452450,San Ardo NOA and MRP_final.pdf,2026-08-13,1
255218,384618,AmendedOrder.pdf,2021-06-01,1
255218,384618,AmendingOrder.pdf,2021-06-01,1
255218,384618,SJCOOFinalAmendingOrder.pdf,2021-06-01,1
255218,438059,AmendedOrder.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
255218,438059,AmendingOrder.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
255218,438059,SJCOOFinalAmendingOrder.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
255218,438059,amended_order_sjcoo signed dwg 03-19-25.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
255218,438059,att._1_to_amending_order_sjcoo.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
255218,438059,r9-2022-0005-a1_v3 signed dwg 03-28-24.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
255218,438059,r9_2022_0005_sjcoo_signature signed dwg 03-18-22.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
255265,420803,CA0107999_OrderR920180003.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
255265,420803,R9-2005-0100 San Elijo NPDES ocean outfall.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
255306,132422,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
255306,434464,NOA_MRP_Sept_24_2019.pdf,2026-08-13,1
255333,436745,CA0037842 SJ-SC Order R2-2020-0001.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
255333,436745,R2-2014-0034.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
255333,463623,CA0037842 SJ-SC Order R2-2020-0001.pdf,2026-06-01,1
255333,463623,CA0037842 San Jose Order R2-2025-0027.pdf,2026-06-01;2026-08-13,2
255333,463623,R2-2014-0034.pdf,2026-06-01,1
255337,364328,NPDES R3-2009-0019 for San Juan Bautista WWTP.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
255368,,EBDA - R2-2022-0023.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
255368,446577,EBDA - R2-2017-0016.pdf,2021-06-01;2022-06-01,2
255368,446577,Nutrient Watershed Permit - R2-2014-0014.pdf,2022-06-01,1
255368,446577,R2-2012-0004.pdf,2022-06-01,1
255368,446577,R2-2022-0006.pdf,2022-06-01,1
255368,448549,EBDA - R2-2017-0016.pdf,2023-06-01,1
255368,448549,EBDA - R2-2022-0023.pdf,2023-06-01,1
255368,448549,Nutrient Watershed Permit - R2-2014-0014.pdf,2023-06-01,1
255368,448549,R2-2012-0004.pdf,2023-06-01,1
255368,448549,R2-2018-0010.pdf,2023-06-01,1
255372,144125,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
255380,399576,R3-2002-0043.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
255380,399576,R3-2014-0033 FINAL.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
255380,456704,Order R3-2024-0001.pdf,2025-06-01;2026-06-01;2026-08-13,3
255380,456704,R3-2002-0043.pdf,2025-06-01;2026-06-01,2
255380,456704,R3-2014-0033 FINAL.pdf,2025-06-01;2026-06-01,2
255382,144567,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
255382,383862,,2026-08-13,1
255383,144661,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
255383,379417,RM379417.pdf,2026-08-13,1
255386,142438,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
255392,434521,AmendedOrderR920190166_Digitally Signed signed dwg 12-14-21.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
