"CWNS_ID","FACILITY_ID","LOCATION_TYPE","LATITUDE","LONGITUDE","DATUM","ADDRESS","ADDRESS_2","CITY","STATE_CODE","ZIP_CODE","COUNTY_FIPS","COUNTY_NAME"
"23000048001",1142483,Point,"45.3749",-68.5072,NAD83,"56 Haynes St",,Lincoln,ME,"04457",,
"23000089001",1142528,Point,"43.832413",-70.101522,NAD83,"43 S FREEPORT RD",,Freeport,ME,"04032",,
"23000101001",1142540,Point,"44.720515",-69.793267,NAD83,"33 WILLOW ST",,Norridgewock,ME,"04957",,
"32000020003",1144659,Point,"39.38",-119.2705,NAD83,"1900 Eureka St.",,Silver Springs,NV,"89429",,
"31001461001",1145954,Point,"40.6659",-96.0239,NAD83,RR St,,Dunbar,NE,"68346",,
"31001467001",1145957,Point,"40.725",-96.1167,NAD83,Jct 6th & Pine Sts,,Otoe,NE,"68417",,
"31002185001",1146040,Point,"41.8378",-103.6067,NAD83,"3702 REBECCA WINTER ROAD",,Scottsbluff,NE,"69361",,
"27001503001",1148216,Point,"45.90065435",-95.89602302,NAD83,SEC 7 T128N R41W,,Barrett,MN,"56311-0155",,
"27002201001",1148259,Point,"46.9875",-94.2039,NAD83,"248 POND LN",,Longville,MN,"56655",,
"27002601001",1148263,Point,"47.3935",-93.0732,NAD83,"314 TACONITE AVE EAST",SEC 25 T57N R22W,Keewatin,MN,"55753",,
"27003704001",1148304,Point,"45.1262462",-96.28778801,NAD83,PO Box 356,,Bellingham,MN,"56212",,
"27005103001",1148325,Point,"44.1524",-94.4791,NAD83,SEC 18 T108N R30W,,Hanska,MN,"56041",,
"27005119001",1148329,Point,"46.1873",-92.9078,NAD83,"6400 CTY RD 144","T43N, R20W, SECT 19, PINE CTY",Finlayson,MN,"55735",,
"27005401001",1148337,Point,"43.73497151",-92.13969017,NAD83,"104 Main St",FILLMORE COUNTY,Fountain,MN,"55935",,
"27005702001",1148359,Point,"47.29514522",-91.27000569,NAD83,"7 DAVIS DRIVE",T56N R7W SEC 32 LAKE COUNTY,Silver Bay,MN,"55614",,
"27007411001",1148417,Point,"43.86250309",-93.04422774,NAD83,"10023 750TH ST",,Blooming Prairie,MN,"55917",,
"27009220001",1148467,Point,"44.7603",-94.9053,NAD83,"1280 GROVE AVENUE",T115N R34W SEC 23 RENVILLE CTY,Bird Island,MN,"55310",,
"38000011001",1151266,Point,"46.90154",-97.21076,NAD83,"702 1ST ST N",,Casselton,ND,"58012",,
"38000034001",1151287,Point,"46.904808",-102.028679,NAD83,"304 Fifth Street South",PO BOX V,Hebron,ND,"58638",,
"38000046001",1151299,Point,"48.63185",-103.18259,NAD83,"13 1st Ave E",,Wildrose,ND,"58795",,
"38000133001",1151380,Point,"48.44397",-101.71495,NAD83,"510 Main St N","510 Main St N",Carpio,ND,"58725",,
"38000195001",1151438,Point,"48.61673",-103.9374,NAD83,"1 MAIN ST",,Grenora,ND,"58845",,
"35001119001",1145135,Point,"35.6769",-106.3103,NAD83,"6515 Hoochaneetsa Blvd. ",,Cochiti Lake,NM,"87083",,
"31000245001",1145798,Point,"41.0067",-97.6067,NAD83,SOUTH SIDE OF LOGAN ST DRIVE,"1/2 BLOK W OF LOGAN STREET",Benedict,NE,"68316",,
"31000315001",1145806,Point,"40.8835",-97.7473,NAD83,"430 LINCOLN STREET",P.O. BOX 147,Bradshaw,NE,"68319",,
"31000695001",1145856,Point,"40.3238",-97.3061,NAD83,"724th Road",,Daykin,NE,"68338-0214",,
"31001175001",1145918,Point,"42.3092",-103.0417,NAD83,County Rd 69,,Hemingford,NE,"69348",,
"31001631001",1145971,Point,"41.8304",-103.6457,NAD83,"1025 ""P"" STREET","220530 E. U. ST, E. OF CITY LIMIT",Gering,NE,"69341",,
"31003006001",1146091,Point,"41.2526",-96.2647,NAD83,"2 RIVERSIDE LAKES",,Waterloo,NE,"68069",,
"27000170001",1148035,Point,"47.49079769",-92.46137409,NAD83,"202 DAKOTA AVE E",T58N R17W SEC 23 ST LOUIS CTY,Gilbert,MN,"55741",,
"27000202001",1148064,Point,"48.7125",-94.6009,NAD83,SEC 35 T161N R31W,,Baudette,MN,"56623",,
"27000323001",1148146,Point,"44.6694",-93.6291,NAD83,"903 SYNDICATE ST",,Jordan,MN,"55352",,
"27007106001",1148396,Point,"46.4419",-92.7946,NAD83,"10 SEWER PLANT ROAD",SEC 30 R19W T46N,Moose Lake,MN,"55767",,
"27009117001",1148454,Point,"47.7785",-96.6374,NAD83,SEC 26 27 34 35 T150N R47W,,Crookston,MN,"56716",,
"27009226001",1148471,Point,"44.78397268",-95.34606595,NAD83,SEC 7 T115N R37W,"111 JACKSON AVE",Sacred Heart,MN,"56285",,
"27009806001",1148580,Point,"48.20411625",-97.11536513,NAD83,HWY 220 T115N R50W SECT 32,OAK PARK MARSHALL COUNTY,Oslo,MN,"56744",,
"38000136001",1151383,Point,"47.551333",-99.400283,NAD83,"123 4th Ave.",,Cathay,ND,"58422",,
"38000258001",1151498,Point,"48.078128",-99.265358,NAD83,"170 Main St E",,Minnewaukan,ND,"58351",,
"38000345001",1151581,Point,"46.337339",-96.621538,NAD83,"860 25th Ave North",,Wahpeton,ND,"58075",,
"38000357001",1151593,Point,"47.144583",-100.277033,NAD83,"211 MAIN ST",,Wing,ND,"58494",,
"37002302001",1153253,Point,"35.1849",-81.4526,NAD83,NCSR 2235 N OF GROVER,NULL,Grover,NC,"28073",,
"37006001002",1153508,Point,"35.068738",-80.872449,NAD83,US HWY 521,NULL,Pineville,NC,"28134",,
"37007813001",1153641,Point,"34.555462",-79.363667,NAD83,CHERRY ST,NULL,Rowland,NC,"28383",,
"30000087001",1159147,Point,"45.793",-111.1619,NAD83,"91 E. Central Ave",,Belgrade,MT,"59714",,
"30000103001",1159161,Point,"46.1316",-112.9003,NAD83,"800 South Main",,Anaconda,MT,"59711",,
"41000050111",1164311,Point,"43.758",-122.4916,NAD83,"47441 WESTOAK ROAD",,Westfir,OR,"97492",,
"41000143001",1164387,Point,"45.5578",-123.915,NAD83,"206 S 7TH STREET",,Garibaldi,OR,"97118",,
"47000625001",1166070,Point,"35.9408",-84.5358,NAD83,"504 Bullard Ford Rd",,Harriman,TN,"37748",,
"22000130001",1168176,Point,"30.7841",-89.8506,NAD83,"214 ARKANSAS ST.",,Bogalusa,LA,"70429",,
"22003129001",1168397,Point,"32.3861",-92.4225,NAD83,ON HIGHWAY 34,ON HIGHWAY 34,Eros,LA,"71238",,
"22003417001",1168581,Point,"30.803",-91.3807,NAD83,E OF US 61,WEST FELICIANA PARISH POLICE JURY,Saint Francisville,LA,"70775",,
"49000043001",1170398,Point,"39.2683",-111.6361,NAD83,"2000 N 100 E",,Manti,UT,"84642",,
"49000327001",1170650,Point,"41.2501",-112.2099,NAD83,"10000 WEST 900 SOUTH","10000 WEST 900 SOUTH",Ogden,UT,"84404",,
"40000073001",1172490,Point,"34.874226",-94.600437,NAD83,"103 E. AVENUE B",SESESES30T05NR26EIM,Heavener,OK,"74937",,
"40000172002",1172560,Point,"35.9638",-95.8923,NAD83,"116 WEST NEEDLES",NWSES11R17NR13EIM,Bixby,OK,"74008",,
"40000671001",1172817,Point,"36.7096",-95.6259,NAD83,"701 E. MODOC",NESWNWS29T26NR16EIM,Nowata,OK,"74048",,
"40000775001",1172862,Point,"35.2219",-96.6575,NAD83,"503 LEMON LANE",NWWSESES27T09NR06EIM,Seminole,OK,"74868",,
"06003019001",1175386,Point,"36.489558",-121.470165,NAD83,Short Rd,,Soledad,CA,"93960",,
"06009004001",1176034,Point,"33.367596",-117.258904,NAD83,"1425 South Alturas Rd",,Fallbrook,CA,"92028",,
"53000955001",1180875,Point,"46.9094",-117.0812,NAD83,"500 W MAIN ST",,Palouse,WA,"99161-0248",,
"53001211002",1180919,Point,"47.4899",-122.3619,NAD83,"12550 SHOREWOOD DR SW",,Burien,WA,"98146",,
"48000125001",1182813,Point,"35.4285",-100.8031,NAD83,"1300 FT S ST HWY 273",,Lefors,TX,"79054",,
"48000159001",1182840,Point,"33.9022",-100.8472,NAD83,"209 Broadway",,Roaring Springs,TX,"79256",,
"48001235001",1183014,Point,"28.330833",-98.105277,NAD83,N SIDE OF TIMON CREEK 500' ESE OF INTX OF HWY 59,,George West,TX,"78022",,
"48006027001",1183699,Point,"31.1881",-94.7814,NAD83,"1500' W OF XING OF WHITE OAK C",,Diboll,TX,"75941",,
"48006049001",1183712,Point,"31.041556",-95.119639,NAD83,ON COLETO RD ADJACENT TO KICKA,,Groveton,TX,"75845",,
"48006061001",1183718,Point,"31.942696",-94.231392,NAD83,,,Tenaha,TX,"75974",,
"48006157001",1183756,Point,"30.8185",-95.235194,NAD83,Rustling Wind St,,Pointblank,TX,"77364",,
"48007030001",1183810,Point,"29.3523",-94.9834,NAD83,"1300' S INTX WOODLAND",,La Marque,TX,"77568",,
"48007737001",1184246,Point,"29.8806",-95.6259,NAD83,"14310 SPENCER ROAD,HORSEPEN CK",,Houston,TX,"77057",,
"48007762001",1184258,Point,"29.7244",-95.6252,NAD83,"2000FT W SYNOTT RD AND HWY 6",,Houston,TX,"77002",,
"48008119001",1184436,Point,"29.5725",-98.6667,NAD83,"9331 Tyler Oaks",,Helotes,TX,"78023",,
"48009016001",1184478,Point,"31.7361",-99.9331,NAD83,P.O. Box 497,"700 Railroad Avenue",Ballinger,TX,"78621",,
"18001052001",1120245,Point,"38.278",-85.8319,NAD83,"30 W 9TH ST",,New Albany,IN,"47150",,
"18002100001",1120269,Point,"40.4831",-86.1172,NAD83,"1501 W MARKLAND AVE",,Kokomo,IN,"46901",,
"18002130001",1120272,Point,"38.7334",-85.3843,NAD83,"1213 W 1ST ST",,Madison,IN,"47250",,
"18004791001",1120413,Point,"38.9961",-85.6126,NAD83,"725 N GREENSBURG ST",,North Vernon,IN,"47265",,
"18004836001",1120421,Point,"38.8853",-87.1775,NAD83,"15726 N SR 67",SR 67 & INDIANA SOUTHERN RAILROAD,Sandborn,IN,"47578",,
"18005179001",1120467,Point,"38.5739",-86.6161,NAD83,"7780 W SR 56",,West Baden Springs,IN,"47469",,
"18005353001",1120486,Point,"40.0454",-85.1427,NAD83,"8707 W US Highway 36",,Modoc,IN,"47358",,
"19000228001",1123646,Point,"41.8106",-90.5422,NAD83,"CITY CLERK, CITY HALL",,De Witt,IA,"52742",,
"19000458001",1123850,Point,"43.4533",-96.4489,NAD83,UNKNOWN,INTERSECTION OF CHERRY AVE & IOWA 9,Larchwood,IA,"51241",,
"19000499001",1123890,Point,"41.1411",-92.9003,NAD83,"6057 115TH TRAIL",,Lovilia,IA,"50150",,
"22001310001",1168272,Point,"30.1872",-93.3052,NAD83,"3400 BAYOU D'INDE ROAD",CALCASIEU PARISH,Sulphur,LA,"70664",,
"22001465001",1168284,Point,"30.0958",-92.0029,NAD83,"416 RAILROAD AVENUE",,Youngsville,LA,"70592",,
"22003125001",1168393,Point,"30.4907",-91.5205,NAD83,LA HWY 77 & WHEELOCK DRIVE,,Maringouin,LA,"70757",,
"22003306001",1168508,Point,"30.6982",-91.7501,NAD83,BURTON STREET,TOWN OF MELVILLE,Melville,LA,"71353",,
"22003413001",1168577,Point,"32.9914",-91.3142,NAD83,"500 FEET WEST OF DOSS LOOP",VILLAGE OF KILBOURNE,Kilbourne,LA,"71253",,
"22003414001",1168578,Point,"32.8635",-91.3957,NAD83,W NORTH STREET,,Oak Grove,LA,"71263",,
"49000010001",1170367,Point,"41.6341",-111.8575,NAD83,"4400 South 1900 West","83 WEST MAIN",Hyrum,UT,"84319",,
"49000011001",1170368,Point,"40.6516",-111.2857,NAD83,"BOX 7, 178 NORTH MAIN","178 NORTH MAIN",Kamas,UT,"84036-0007",,
"49000151001",1170497,Point,"37.6928",-112.85,NAD83,"65 N. HWY 143",,Parowan,UT,"84761",,
"49000172001",1170517,Point,"41.6759",-111.8086,NAD83,"510 E 300 S.",,Millville,UT,"84326",,
"40000044001",1172466,Point,"33.8872",-97.9393,NAD83,"0.81 S of Apache St and Hwy 81",,Terral,OK,"73569",,
"40000080001",1172497,Point,"35.2995",-94.6203,NAD83,"131 S MAIN",SWSWSES13T09NR25EIM,Spiro,OK,"74959",,
"40000118001",1172531,Point,"35.6522",-97.209,NAD83,"1.1 mi SW of Luther and Hwy 66",,Luther,OK,"73054",,
"40000330001",1172622,Point,"36.0533",-98.5883,NAD83,E of Park St and Route N2480,,Canton,OK,"73724",,
"06003016001",1175384,Point,"34.612239",-120.203366,NAD83,"79 Industrial Way",,Buellton,CA,"93427",,
"06003028001",1175395,Point,"35.138319",-120.632821,NAD83,Frady Ln,,Pismo Beach,CA,"93449",,
"47001555001",1166234,Point,"35.8240",-86.0828,NAD83,"102 Tatum Street",,Woodbury,TN,"37190",,
"06005047001",1175567,Point,"35.888433",-119.267707,NAD83,N Church Rd,,Earlimart,CA,"93219",,
"06005108001",1175640,Point,"37.619602",-120.874586,NAD83,"6700 Leedom Rd",Charles St. and Leedom Rd.,Hughson,CA,"95326",,
"06005551001",1175825,Point,"38.731657",-120.847517,NAD83,"2300 Coolwater Creek Rd",,Placerville,CA,"95667",,
"46000034001",1179138,Point,"44.04533",-96.61132,NAD83,PO BOX 343,"1 MILE S OF CITY",Flandreau,SD,"57028",,
"46000052001",1179155,Point,"42.8872",-97.1758,NAD83,PO BOX 162,"1/2 MILE SOUTHWEST OF TOWN",Gayville,SD,"57031",,
"46000088001",1179188,Point,"43.4042",-97.9542,NAD83,"207 W MAIN ST","1 MILE EAST OF PARKSTON",Parkston,SD,"57366",,
"53000260001",1180774,Point,"48.5373",-121.7413,NAD83,LAGOON AVE & SR 20,,Concrete,WA,"98237",,
"53000935001",1180868,Point,"48.9253",-119.4391,NAD83,"1308 Ironwood 
Oroville, WA",,Oroville,WA,"98844",,
"53001565001",1180971,Point,"46.1743",-122.9128,NAD83,"1121 Westside Hwy",,Kelso,WA,"98626",,
"48001147001",1182950,Point,"26.3673",-98.8041,NAD83,"N BANK OF RIO GRANDE,0.5MI UPSTREAM OF FM 755",,Rio Grande City,TX,"78582",,
"48001210001",1182990,Point,"28.0612",-97.8622,NAD83,"1.25M NW STHWY 198 & FMR 1068",,Mathis,TX,"78368",,
"48001403001",1183075,Point,"29.5294",-96.0575,NAD83,"106 FITZGERALD STREET",,East Bernard,TX,"77435",,
"48002021001",1183119,Point,"32.7528",-99.8839,NAD83,"1314 Commercial Ave.",,Anson,TX,"79501",,
"48003033001",1183196,Point,"30.2492",-97.6747,NAD83,"1700 Sheldon Rd",,Austin,TX,"78767",,
"48003047001",1183211,Point,"32.2467",-97.7393,NAD83,"1509 NORTHEAST BIG BEND TRAIL",SOMERVELL COUNTY,Glen Rose,TX,"76043",,
"48003062001",1183220,Point,"30.1702",-96.3775,NAD83,"2005 OLD CHAPPELL HILL ROAD",,Brenham,TX,"77834-1059",,
"48003074001",1183225,Point,"32.064155",-98.340073,NAD83,.75MI SW INTX FM 219 & FM 1702,ERATH COUNTY,Dublin,TX,"76446",,
"48003165001",1183281,Point,"30.5703",-98.2908,NAD83,"22 Pinehurst",,Marble Falls,TX,"78654",,
"48004079001",1183390,Point,"33.4522",-96.7497,NAD83,"2300FT W STHWY 289, 1400FT N",,Gunter,TX,"75058",,
"48005023001",1183582,Point,"32.397669",-94.848006,NAD83,"1/4M E & 1/2M N. USHWY 259 AND FMR 2204",,Kilgore,TX,"75662-5605",,
"48005077001",1183626,Point,"32.416666",-94.704444,NAD83,,,Longview,TX,"75603",,
"48005119001",1183659,Point,"31.9975",-95.0889,NAD83,"1826 Hwy. 79",P.O. Box 38,New Summerfield,TX,"75780",,
"48007039012",1183827,Point,"29.84417",-95.27571,NAD83,"8219 KELLET ST",,Houston,TX,"77087",,
"48007058001",1183879,Point,"30.1171",-94.6295,NAD83,"1MI E OF FM 770 ON E PINE ST",LIBERTY COUNTY,Daisetta,TX,"77533",,
"48007083001",1183906,Point,"29.330322",-94.938198,NAD83,TX-6 E,,Hitchcock,TX,"77563",,
"48007170001",1183978,Point,"29.7856",-95.7081,NAD83,"19310 KATY FREEWAY",,Houston,TX,"77056",,
"48007185001",1183987,Point,"29.9935",-95.4037,NAD83,"3000 FT NE RICHEY RD IMPERIAL VALLY DR",,Houston,TX,"77002-6760",,
"48008186001",1184457,Point,"29.3202",-99.2913,NAD83,"518 Nester Ln",,D Hanis,TX,"78850",,
"48009044001",1184490,Point,"31.88722",-100.48891,NAD83,"101 WEST FIRST ST, 2500FT SW",COKE COUNTY,Robert Lee,TX,"76945",,
"51000137001",1192715,Point,"37.187534",-78.200412,NAD83,"100 S Agnew St",,Burkeville,VA,"23922",,
"51000176003",1192774,Point,"37.23054",-80.21187,NAD83,"5229 ENTERPRISE DR",,Elliston,VA,"24087",,
"51000206001",1192822,Point,"37.831402",-76.270039,NAD83,"152 MENHADEN RD",,Reedville,VA,"22539",,
"36006049001",1220972,Point,"43.9854",-75.9281,NAD83,"700 WILLIAM T. FIELD DRIVE",,Watertown,NY,"13601",,
"36006101001",1221018,Point,"44.451472",-75.686833,NAD83,MAIN STREET,,Hammond,NY,"13646",,
"36007006001",1221052,Point,"42.157889",-75.891722,NAD83,"1529 NY ROUTE 12",,Binghamton,NY,"13901",,
"36007169001",1221158,Point,"42.793389",-76.106222,NAD83,GROVE STREET,,Tully,NY,"13159",,
"36007175001",1221161,Point,"43.2873",-76.1466,NAD83,"VILLAGE PLACE, NYS RTE 49",,Central Square,NY,"13036",,
"36008030001",1221226,Point,"43.2167",-77.6667,NAD83,North Ave,,Rochester,NY,"14626",,
"42005074001",1227222,Point,"40.67259",-79.68566,NAD83,"414 MARKET ST",,Freeport,PA,"16229",,
"48001029001",1227759,Point,"31.2136",-101.9492,NAD83,Railroad Ave & Main St,,Rankin,TX,"79778-0061",,
"48005030001",1227875,Point,"32.3057",-94.5205,NAD83,"4000 FT SW ST HWY 43 AND ST HWY 149",,Tatum,TX,"75691",,
"55000810001",1229149,Point,"43.00359878",-88.98444357,NAD83,,WH SEC 6 T6N R13E,Cambridge,WI,"53523",,
"55003830001",1229219,Point,"43.538736",-89.44997,NAD83,"309 W WASHINGTON ST",,Portage,WI,"53901",,
"31003001001",1230274,Point,"40.8586",-97.9783,NAD83,"1205 SOUTH ""R"" ROAD",,Aurora,NE,"68818",,
"20000808001",1230909,Point,"39.8625",-95.2521,NAD83,"SE1/4 OF SEC 23, TOWNSHIP 2S,",RANGE 19E,Highland,KS,"66035",,
"20001013001",1230920,Point,"39.2184",-99.2837,NAD83,UNKNOWN,,Plainville,KS,"67663",,
"20001224001",1230932,Point,"39.6508",-99.5558,NAD83,"105 W Main St",P O Box 116,Logan,KS,"67646-0116",,
"36009018001",1232182,Point,"42.12714",-77.96484,NAD83,BOLIVAR ROAD (RTE 417W),,Wellsville,NY,"14895",,
"29002473001",1233261,Point,"37.482446",-94.287338,NAD83,West terminus of 19th St.,,Lamar,MO,"64759",,
"18000256001",1234177,Point,"41.4307",-85.0098,NAD83,"120 S BEST ST",PO BOX 96,Waterloo,IN,"46793",,
"18001814001",1234186,Point,"40.7552",-86.8828,NAD83,US 24 & CR 100 W,FRASER DITCH,Reynolds,IN,"47980",,
"47000460001",1235041,Point,"35.4169",-84.4897,NAD83,CHESTUEE & SECOND STREET,,Englewood,TN,"37329",,
"47000895001",1235056,Point,"35.4817",-86.0983,NAD83,"736 WEST HIGH STREET",,Manchester,TN,"37355",,
"55000180001",1229130,Point,"44.23727",-91.51195,NAD83,"1070 MIDDLE ROAD",,Arcadia,WI,"54612",,
"21000152001",1235493,Point,"38.631208",-84.61881,NAD83,"3300 STEWARTSVILLE ROAD",,Williamstown,KY,"41097",,
"21000287001",1235511,Point,"37.331667",-88.081389,NAD83,Pippi Hardin Blvd,,Marion,KY,"42064",,
"37009902001",1236405,Point,"36.2341",-80.8435,NAD83,NC Hwy 67,,Jonesville,NC,"28642",,
"06005033001",1238815,Point,"39.1697",-122.1536,NAD83,"700 B STREET",,Williams,CA,"95987",,
"53000640001",1238902,Point,"45.8616",-122.6719,NAD83,"101 ASPEN AVE PL",,La Center,WA,"98629",,
"01000104004",1239400,Point,"32.6237",-87.2963,NAD83,MOORE STREET EXTENTION,,Marion,AL,"36756",,
"12000053002",1239591,City,"28.02018",-82.13938,NAD83,,,Clarksville,FL,"33563",,
"12000111001",1239620,Point,"29.6268",-82.9688,NAD83,"114 North Main Street",,Trenton,FL,"32693",,
"20000477001",2919247,Point,"39.0556",-96.1688,NAD83,"215 Kansas",P O Box 278,Alma,KS,"66401",,
"56000450001",3005082,Point,"41.121885",-104.759821,NAD83,"4403 Livingston Ave",,Cheyenne,WY,"82007",,
"05000063001",3078731,Point,"36.2831",-92.4939,NAD83,"213 E Main St",,Gassville,AR,"72635",,
"40000679001",3090328,Point,"35.424105",-96.284652,NAD83,"502 WEST BROADWAY",SENWSES18T11NR10EIM,Okemah,OK,"74859",,
"34006040011",3107977,City,"39.78898903",-75.02973878,NAD83,,,Lake Hiawatha,NJ,"08021",,
"22009079032",3188930,Point,"31.3671",-92.3631,NAD83,E. HAMPTON DR.,RAPIDES PH SEWERAGE DIST #2,Pineville,LA,"71360",,
"29001148006",3213328,Point,"39.193893",-94.758882,NAD83,,,Kansas City,MO,"64152",,
"23000189001",3283848,Point,"44.280543",-69.008303,NAD83,,,Lincolnville,ME,"04849",,
"54003916003",3395730,Point,"39.5232",-79.8126,NAD83,P.O. BOX 397,,Reedsville,WV,"26547",,
"54004001001",3501970,Point,"38.42115",-81.848131,NAD83,Rt. 35,,Nitro,WV,"25143",,
"35200900003",3503600,Point,"35.2347",-106.6181,NAD83,"4324 Corrales Rd.",,Corrales,NM,"87048",,
"48008028005",3509619,Point,"29.43",-98.04,NAD83,"110 Highway 46",,New Braunfels,TX,"78131",,
"06028078001",3514416,Point,"33.679676",-117.873688,NAD83,"290 Paularino Ave",,Costa Mesa,CA,"92626",,
"48001765001",3516456,Point,"29.497361",-95.751514,NAD83,"550' W OF FM 2977",,Richmond,TX,"77469",,
"21000602001",3518998,Point,"37.4149",-86.9301,NAD83,"234 MILLER RD",,Beaver Dam,KY,"42320",,
"47001200001",3521696,Point,"36.0109",-83.0958,NAD83,Hwy 321,P.O. Box 300,Parrottsville,TN,"37843",,
"39004205001",3524317,Point,"41.6175",-81.3572,NAD83,"9301 CHILLICOTHE ROAD",,Willoughby,OH,"44094",,
"18120000004",3524859,Point,"40.9606",-85.5162,NAD83,"3229 W 915 N",APPROXIMATELY 5 MILES NORTH OF HUNTINGTON,Huntington,IN,"46750",,
"18120000048",3525136,Point,"41.4311",-87.2044,NAD83,"773 KETIL TRACE","S OF DIVISION RD, N OF CR 100S",Crown Point,IN,"46308",,
"18120000062",3531536,Point,"39.0342",-84.9875,NAD83,"8960 US HWY 50",APPROXIMATELY 5 MILES WEST OF AURORA,Aurora,IN,"47001",,
"24000030015",3534216,Point,"39.5345",-78.8736,NAD83,CONDA WAY EXTENDED,ALLEGANY,Rawlings,MD,"21557",,
"24000090037",3537616,Point,"38.7355",-76.8366,NAD83,"9821 SURRATTS ROAD",PRINCE GEORGE'S COUNTY,Cheltenham,MD,"20623",,
