Source,Process,Support_Manual,Support_Pred,TP,FP,FN,TN,Precision,Recall,F1,Accuracy,Missed_Rate,Hallucinated_Rate,State_Accuracy,Level
Keyword,Comminution,10,6,6,0,4,25,1.0,0.6,0.75,0.8857142857142857,0.4,0.0,0.6,Unit_Process
Keyword,Primary Clarification,16,15,12,3,4,16,0.8,0.75,0.7741935483870968,0.8,0.25,0.2,0.6875,Unit_Process
Keyword,Secondary Clarification,26,8,8,0,18,9,1.0,0.3076923076923077,0.47058823529411764,0.4857142857142857,0.6923076923076923,0.0,0.3076923076923077,Unit_Process
Keyword,Chemical Precipitation,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Screening/Microstrainer,24,13,12,1,12,10,0.9230769230769231,0.5,0.6486486486486487,0.6285714285714286,0.5,0.07692307692307693,0.4166666666666667,Unit_Process
Keyword,Grit Removal,17,13,11,2,6,16,0.8461538461538461,0.6470588235294118,0.7333333333333333,0.7714285714285715,0.35294117647058826,0.15384615384615385,0.5882352941176471,Unit_Process
Keyword,Equalization,10,11,7,4,3,21,0.6363636363636364,0.7,0.6666666666666666,0.8,0.3,0.36363636363636365,0.7,Unit_Process
Keyword,Flotation,3,6,2,4,1,28,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.6666666666666666,Unit_Process
Keyword,SBR,0,1,0,1,0,34,0.0,,0.0,0.9714285714285714,,1.0,,Unit_Process
Keyword,Oxidation Ditch,2,2,2,0,0,33,1.0,1.0,1.0,1.0,0.0,0.0,0.5,Unit_Process
Keyword,Pure Oxygen,1,0,0,0,1,34,,0.0,0.0,0.9714285714285714,1.0,,0.0,Unit_Process
Keyword,Extended Aeration,2,1,1,0,1,33,1.0,0.5,0.6666666666666666,0.9714285714285714,0.5,0.0,0.5,Unit_Process
Keyword,Stepfeed,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Nitrification,14,10,9,1,5,20,0.9,0.6428571428571429,0.75,0.8285714285714286,0.35714285714285715,0.1,0.5714285714285714,Unit_Process
Keyword,Facultative Lagoon,2,2,1,1,1,32,0.5,0.5,0.5,0.9428571428571428,0.5,0.5,0.5,Unit_Process
Keyword,Aerated Lagoon,2,0,0,0,2,33,,0.0,0.0,0.9428571428571428,1.0,,0.0,Unit_Process
Keyword,Anaerobic Lagoon,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Polishing Lagoon,1,1,1,0,0,34,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
Keyword,Stabilization Pond,2,0,0,0,2,33,,0.0,0.0,0.9428571428571428,1.0,,0.0,Unit_Process
Keyword,Evaporation Pond,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,AO,5,0,0,0,5,30,,0.0,0.0,0.8571428571428571,1.0,,0.0,Unit_Process
Keyword,A2O,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,MLE,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,UCT,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Four Stage Bardenpho,1,0,0,0,1,34,,0.0,0.0,0.9714285714285714,1.0,,0.0,Unit_Process
Keyword,Five Stage Bardenpho,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Denitrification,11,14,9,5,2,19,0.6428571428571429,0.8181818181818182,0.72,0.8,0.18181818181818182,0.35714285714285715,0.8181818181818182,Unit_Process
Keyword,Chemical N Removal,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Chemical P Removal,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Secondary Filtration,1,0,0,0,1,34,,0.0,0.0,0.9714285714285714,1.0,,0.0,Unit_Process
Keyword,Media Filtration,13,11,8,3,5,19,0.7272727272727273,0.6153846153846154,0.6666666666666666,0.7714285714285715,0.38461538461538464,0.2727272727272727,0.6153846153846154,Unit_Process
Keyword,Biologically Active Filtration,3,0,0,0,3,32,,0.0,0.0,0.9142857142857143,1.0,,0.0,Unit_Process
Keyword,Trickling Filter,4,6,4,2,0,29,0.6666666666666666,1.0,0.8,0.9428571428571428,0.0,0.3333333333333333,0.75,Unit_Process
Keyword,Rotating Biological Contactor,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Anaerobic Filter,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Membrane Aerated Biofilm Reactor,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Moving Bed Biofilm Reactor,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Nanofiltration,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Electrodialysis Reversal,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Electrodialysis,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Reverse Osmosis,1,5,1,4,0,30,0.2,1.0,0.3333333333333333,0.8857142857142857,0.0,0.8,0.0,Unit_Process
Keyword,Ultrafiltration,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Microfiltration,2,2,1,1,1,32,0.5,0.5,0.5,0.9428571428571428,0.5,0.5,0.5,Unit_Process
Keyword,Membrane Bioreactor,4,5,3,2,1,29,0.6,0.75,0.6666666666666666,0.9142857142857143,0.25,0.4,0.75,Unit_Process
Keyword,Wetland,3,2,2,0,1,32,1.0,0.6666666666666666,0.8,0.9714285714285714,0.3333333333333333,0.0,0.6666666666666666,Unit_Process
Keyword,UV-AOP,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Coagulation,4,5,3,2,1,29,0.6,0.75,0.6666666666666666,0.9142857142857143,0.25,0.4,0.75,Unit_Process
Keyword,Flocculation,5,8,5,3,0,27,0.625,1.0,0.7692307692307693,0.9142857142857143,0.0,0.375,1.0,Unit_Process
Keyword,Ion Exchange,0,1,0,1,0,34,0.0,,0.0,0.9714285714285714,,1.0,,Unit_Process
Keyword,Activated Carbon,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Chlorination,22,23,19,4,3,9,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.8,0.13636363636363635,0.17391304347826086,0.7727272727272727,Unit_Process
Keyword,Dechlorination,23,1,1,0,22,12,1.0,0.043478260869565216,0.08333333333333333,0.37142857142857144,0.9565217391304348,0.0,0.043478260869565216,Unit_Process
Keyword,UV Disinfection,12,8,8,0,4,23,1.0,0.6666666666666666,0.8,0.8857142857142857,0.3333333333333333,0.0,0.5,Unit_Process
Keyword,Ozonation,1,0,0,0,1,34,,0.0,0.0,0.9714285714285714,1.0,,0.0,Unit_Process
Keyword,Thermal Disinfection,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Alum Addition,0,1,0,1,0,34,0.0,,0.0,0.9714285714285714,,1.0,,Unit_Process
Keyword,Ferric Chloride Addition,1,0,0,0,1,34,,0.0,0.0,0.9714285714285714,1.0,,0.0,Unit_Process
Keyword,Polymer Addition,3,3,3,0,0,32,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
Keyword,Lime Addition,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Neutralization,2,1,0,1,2,32,0.0,0.0,0.0,0.9142857142857143,1.0,1.0,0.0,Unit_Process
Keyword,Anaerobic Digestion,13,8,5,3,8,19,0.625,0.38461538461538464,0.47619047619047616,0.6857142857142857,0.6153846153846154,0.375,0.3076923076923077,Unit_Process
Keyword,Aerobic Digestion,8,7,6,1,2,26,0.8571428571428571,0.75,0.8,0.9142857142857143,0.25,0.14285714285714285,0.75,Unit_Process
Keyword,Mechanical Dewatering,11,3,2,1,9,23,0.6666666666666666,0.18181818181818182,0.2857142857142857,0.7142857142857143,0.8181818181818182,0.3333333333333333,0.18181818181818182,Unit_Process
Keyword,Centrifuge,10,13,9,4,1,21,0.6923076923076923,0.9,0.782608695652174,0.8571428571428571,0.1,0.3076923076923077,0.8,Unit_Process
Keyword,Drying,10,6,6,0,4,25,1.0,0.6,0.75,0.8857142857142857,0.4,0.0,0.4,Unit_Process
Keyword,Elutriation,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Thickening,16,7,5,2,11,17,0.7142857142857143,0.3125,0.43478260869565216,0.6285714285714286,0.6875,0.2857142857142857,0.3125,Unit_Process
Keyword,MHI,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,FBI,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Cogeneration,2,0,0,0,2,33,,0.0,0.0,0.9428571428571428,1.0,,0.0,Unit_Process
Keyword,Heat Recovery,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
Keyword,Septic Tank,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Comminution,10,8,8,0,2,25,1.0,0.8,0.8888888888888888,0.9428571428571428,0.2,0.0,0.8,Unit_Process
LLM,Primary Clarification,16,17,16,1,0,18,0.9411764705882353,1.0,0.9696969696969697,0.9714285714285714,0.0,0.058823529411764705,1.0,Unit_Process
LLM,Secondary Clarification,26,26,25,1,1,8,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9428571428571428,0.038461538461538464,0.038461538461538464,0.9615384615384616,Unit_Process
LLM,Chemical Precipitation,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Screening/Microstrainer,24,24,24,0,0,11,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Grit Removal,17,17,17,0,0,18,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Equalization,10,11,7,4,3,21,0.6363636363636364,0.7,0.6666666666666666,0.8,0.3,0.36363636363636365,0.7,Unit_Process
LLM,Flotation,3,6,3,3,0,29,0.5,1.0,0.6666666666666666,0.9142857142857143,0.0,0.5,1.0,Unit_Process
LLM,SBR,0,1,0,1,0,34,0.0,,0.0,0.9714285714285714,,1.0,,Unit_Process
LLM,Oxidation Ditch,2,2,2,0,0,33,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Pure Oxygen,1,1,1,0,0,34,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Extended Aeration,2,2,2,0,0,33,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Stepfeed,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Nitrification,14,15,13,2,1,19,0.8666666666666667,0.9285714285714286,0.896551724137931,0.9142857142857143,0.07142857142857142,0.13333333333333333,0.9285714285714286,Unit_Process
LLM,Facultative Lagoon,2,0,0,0,2,33,,0.0,0.0,0.9428571428571428,1.0,,0.0,Unit_Process
LLM,Aerated Lagoon,2,0,0,0,2,33,,0.0,0.0,0.9428571428571428,1.0,,0.0,Unit_Process
LLM,Anaerobic Lagoon,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Polishing Lagoon,1,3,1,2,0,32,0.3333333333333333,1.0,0.5,0.9428571428571428,0.0,0.6666666666666666,1.0,Unit_Process
LLM,Stabilization Pond,2,0,0,0,2,33,,0.0,0.0,0.9428571428571428,1.0,,0.0,Unit_Process
LLM,Evaporation Pond,0,7,0,7,0,28,0.0,,0.0,0.8,,1.0,,Unit_Process
LLM,AO,5,0,0,0,5,30,,0.0,0.0,0.8571428571428571,1.0,,0.0,Unit_Process
LLM,A2O,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,MLE,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,UCT,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Four Stage Bardenpho,1,0,0,0,1,34,,0.0,0.0,0.9714285714285714,1.0,,0.0,Unit_Process
LLM,Five Stage Bardenpho,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Denitrification,11,14,10,4,1,20,0.7142857142857143,0.9090909090909091,0.8,0.8571428571428571,0.09090909090909091,0.2857142857142857,0.9090909090909091,Unit_Process
LLM,Chemical N Removal,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Chemical P Removal,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Secondary Filtration,1,1,0,1,1,33,0.0,0.0,0.0,0.9428571428571428,1.0,1.0,0.0,Unit_Process
LLM,Media Filtration,13,14,12,2,1,20,0.8571428571428571,0.9230769230769231,0.8888888888888888,0.9142857142857143,0.07692307692307693,0.14285714285714285,0.9230769230769231,Unit_Process
LLM,Biologically Active Filtration,3,0,0,0,3,32,,0.0,0.0,0.9142857142857143,1.0,,0.0,Unit_Process
LLM,Trickling Filter,4,5,4,1,0,30,0.8,1.0,0.8888888888888888,0.9714285714285714,0.0,0.2,1.0,Unit_Process
LLM,Rotating Biological Contactor,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Anaerobic Filter,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Membrane Aerated Biofilm Reactor,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Moving Bed Biofilm Reactor,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Nanofiltration,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Electrodialysis Reversal,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Electrodialysis,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Reverse Osmosis,1,3,0,3,1,31,0.0,0.0,0.0,0.8857142857142857,1.0,1.0,0.0,Unit_Process
LLM,Ultrafiltration,0,1,0,1,0,34,0.0,,0.0,0.9714285714285714,,1.0,,Unit_Process
LLM,Microfiltration,2,5,1,4,1,29,0.2,0.5,0.2857142857142857,0.8571428571428571,0.5,0.8,0.5,Unit_Process
LLM,Membrane Bioreactor,4,3,3,0,1,31,1.0,0.75,0.8571428571428571,0.9714285714285714,0.25,0.0,0.5,Unit_Process
LLM,Wetland,3,4,2,2,1,30,0.5,0.6666666666666666,0.5714285714285714,0.9142857142857143,0.3333333333333333,0.5,0.6666666666666666,Unit_Process
LLM,UV-AOP,0,1,0,1,0,34,0.0,,0.0,0.9714285714285714,,1.0,,Unit_Process
LLM,Coagulation,4,3,3,0,1,31,1.0,0.75,0.8571428571428571,0.9714285714285714,0.25,0.0,0.75,Unit_Process
LLM,Flocculation,5,7,5,2,0,28,0.7142857142857143,1.0,0.8333333333333334,0.9428571428571428,0.0,0.2857142857142857,1.0,Unit_Process
LLM,Ion Exchange,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
LLM,Activated Carbon,0,0,0,0,0,35,,,,1.0,,,,Unit_Process
