facility_name,txt_file,extraction_file,completion_token,prompt_token,total_token,reasoning_token,cost_usd
Healdsburg City WWTP,22_0017_Healdsburg_WWTF_NPDES.txt,22_0017_Healdsburg_WWTF_NPDES_229922.json,0,0,0,0,0.46454765000000003
Ukiah City WWTP,24_0016_Ukiah_NPDES_07.18.2024_signed.txt,24_0016_Ukiah_NPDES_07.18.2024_signed_268960.json,0,0,0,0,0.43996640000000004
City of Morro Bay Water Reclamation Facility,7-18-22_MorroBay_finalorder.txt,7-18-22_MorroBay_finalorder_241479.json,0,0,0,0,0.6303833999999999
Dunsmuir WWTP,r5-2024-0009_npdes.txt,r5-2024-0009_npdes_220850.json,0,0,0,0,0.5252033500000001
