CWNS Number,NPDES_No,Agency,Facility_Name,PDF_File,Primary Clarification,Secondary Clarification,Chemical Precipitation,Unspecified Clarification,Screening/Microstrainer,Grit Removal,Equalization,Flotation,SBR,Oxidation Ditch,Pure Oxygen,Extended Aeration,Stepfeed,Unspecified CAS,Facultative Lagoon,Aerated Lagoon,Anaerobic Lagoon,Polishing Lagoon,Unspecified Lagoon,AO,A2O,MLE,Bardenpho,Unspecified BNR,Chemical N Removal,Chemical P Removal,Secondary Filtration,Media Filtration,Biologically Active Filtration,Trickling Filter,Rotating Biological Contactor,Anaerobic Filter,Membrane Aerated Biofilm Reactor,Unspecified FFR,Nanofiltration,Electrodialysis Reversal,Electrodialysis,Reverse Osmosis,Ultrafiltration,Microfiltration,Membrane Bioreactor,Unspecified Membrane Process,Unspecified Filtration,Constructed Wetland,Surface Wetland,Unspecified Nature-Based Solution,UV-AOP,Coagulation,Flocculation,Ion Exchange,Activated Carbon,Chlorination,Dechlorination,UV Disinfection,Ozonation,Thermal Disinfection,Unspecified Disinfection,Alum Addition,Ferric Chloride Addition,Polymer Addition,Lime Addition,Neutralization,Unspecified Chemical Addition,Anaerobic Digestion,Aerobic Digestion,Unspecified Digestion,Mechanical Dewatering,Centrifuge,Drying,Elutriation,Unspecified Dewatering,Thickening,Land Application,Stabilization Pond,Biosolids Lagoon,Biosolids Landfill,Unspecified Disposal,MHI,FBI,Unspecified Incineration,Biogas Production,Cogeneration,Unspecified Energy Recovery
06007011001,CA0104370,Heber PUD,Heber PUD WWTP,R7-2022-0007.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06003033001,CA0048941,Heritage Ranch CSD,Heritage Ranch WWTP,R3-2017-0026 Final.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06007013001,CA0104361,Holtville City,Holtville City WWTP,R7-2022-0005.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06001055001,CA0023027,Humboldt County Resort Improvement District #1,Shelter Cove POTW,22_0002shltrCvNPDES.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010006,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 1,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010001,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 1,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,present,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010004,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 1,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010005,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 1,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010006,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 4,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010001,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 4,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,present,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010004,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 4,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010005,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 4,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010006,CA8000409,Inland Empire Utilities Agency,IEUA Carbon Canyon WWRF,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010001,CA8000409,Inland Empire Utilities Agency,IEUA Carbon Canyon WWRF,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,present,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010004,CA8000409,Inland Empire Utilities Agency,IEUA Carbon Canyon WWRF,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010005,CA8000409,Inland Empire Utilities Agency,IEUA Carbon Canyon WWRF,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010006,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 5,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010001,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 5,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,present,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010004,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 5,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010005,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 5,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010006,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 2,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010001,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 2,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,present,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010004,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 2,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06008010005,CA8000409,Inland Empire Utilities Agency,IEUA Regional Plant No. 2,R8-2022-0041_IEUA_ RWRFs_WDR_and_MRP.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06002090001,CA0085260,Ironhouse Sanitary District,Ironhouse WWTF,R5-2024-0038.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06000000308,CA0053911,Joint Outfall System,San Jose Creek Water Reclamation Plant,5542_R4-2021-0131_WDR_PKG.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06004009003,CA0053911,Joint Outfall System,San Jose Creek Water Reclamation Plant,5542_R4-2021-0131_WDR_PKG.pdf,present,0,present,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,present,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06004009005,CA0054011,Joint Outfall System,Los Coyotes WRP,5059_R4-2021-0142_WDR_PKG (signed).pdf,present,0,present,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,present,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06000000149,CA0054011,Joint Outfall System,Los Coyotes WRP,5059_R4-2021-0142_WDR_PKG (signed).pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06004009006,CA0054119,Joint Outfall System,Long Beach WRP,5662_R4-2022-0032_WDR_PKG.pdf,present,0,present,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,present,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06004009004,CA0053716,Joint Outfall System,Whittier Narrows Water Reclamation Plant,2848_R4-2021-0096_WDR_PKG.pdf,present,0,present,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,present,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,CA0085359,Lathrop City,City of Lathrop Consolidated Treatment Facility,r5-2022-0004-01_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,CA0085359,Lathrop City,City of Lathrop Consolidated Treatment Facility,r5-2022-0004_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06005234001,CA0084476,Lincoln-SMD1 Wastewater Authority,Lincoln City WWTF,r5-2024-0024_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06005257001,CA0079651,Linda Cnty Water District,Linda Cnty Water District WWTP,r5-2022-0070_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06001069001,CA0023671,Loleta CSD,Loleta WWTF,20_0002_Loleta_CSD_WDR and Recycling NPDES.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06003050001,CA0048127,Lompoc City,Lompoc City Regional Wastewater Reclamation Plant,lompoc_finalorder.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,CA0059099,Los Angeles Cnty DPW,Malibu Mesa WRP,6599_R4-2021-0062_WDR.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06005146001,CA0081558,Manteca City,City of Manteca WW Quality Control Facility,r5-2021-0003_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06002063001,CA0037753,Marin Cnty Sanitary District 5,Marin CSD 5 - Tiburon WWTP,R2-2023-0018.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06002063002,CA0037427,Marin Cnty Sanitary District 5,Marin CSD 5 Paradise Cove WWTP,Paradise Cove - R2-2021-0017.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06001015001,CA0024490,McKinleyville Community Service District,McKinleyville WWTP,2024_0023_mckinleyville_sc_npdes_signed.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06001070001,CA0022870,Mendocino City CSD,Mendocino City CSD,22_01mendo_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06001049001,CA0024040,Mendocino County WWD #2 Anchor Bay,Mendocino County WWD#2-Anchor Bay,21_0005_AnchorBay_WWTF_NPDES.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,CAC448536,Modesto City,City of Modesto WQCF,mgo_amend_strike.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,CA0085316,Modesto City,North Valley Regional Recycled Water Program - Modesto WWTP & Turlock RWQCF,r5-2022-0034.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06003053001,CA0047899,Montecito Sanitary District,Montecito SD WWTP,20220829_Order R3-2022-0010_Final (ACC).pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06003012001,CA0048551,Monterey One Water,Monterey One Water Regional WWTP,r3-2024-0045.pdf,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,CA0084271,Mountain House City,Mountain House WWTP,r5-2023-0033-01_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,CA0084271,Mountain House City,Mountain House WWTP,r5-2023-0033_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,CA0084271,Mountain House City,Mountain House WWTP,r5-2023-0033_npdes_mod.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06005157001,CA0078051,Mt Shasta City,Mount Shasta WWTP,r5-2023-0016_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06002024001,CA0037770,Mt View Sanitary District,Mt. View Sanitary District WWTP,MVSD Final Order ADA.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06002033001,CA0037575,Napa Sanitation District,Napa Sanitation District WWTP (Soscol Water Recycling Facility),Order_R2-2022-0003.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06005200001,CA0079901,Nevada City,Nevada City WWTP,r5-2022-0039_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,CA0064556,Newhall Ranch SD,Newhall Ranch WRP,9322_R4-2024-0390_WDR_PKG.pdf.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06002040001,CA0037737,North San Mateo County Sanitation District,North San Mateo County Sanitation District WWTP,CA0037737 NSMCSD Order R2-2022-0036.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06005031001,CA0077836,Olivehurst PUD,Olivehurst WWTP,r5-2021-0024_npdes.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
