REPORT_YEAR,CWNS_NUMBER,TREATMENT_TYPE,UNIT_PROCESS,SORT_SEQUENCE,PRES_IND,PROJ_IND,CHANGE_TYPE,BACKUP_IND,PLANNED_YEAR,ADDITIONAL_NOTES,LAST_UPDATED_TS,KEEP_UP,BLANK,CHGTP_NAME_CAT,KEEP_UP_CODE,Notes
2004,17001723001,Other,Anaerobic Digestion,,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Mechanical,Biological Nitrification - Separate Stage,,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Other,Grit Removal,,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Other,Land Spreading,,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Other,Preaeration,,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Mechanical,Rotating Biological Contactor (RBC),,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Mechanical,Secondary Clarification,,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001723001,Mechanical,Trickling Filter - Rock Media,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Other,Influent Pumping,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Other,Other Biosolids Disposal,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Other,Other Biosolids Treatment,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Other,Other Land Treatment System,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Mechanical,Other Physical/Chemical,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001729001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17001803001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001803001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001803001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001803001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001803001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001803001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17001804001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17001804001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001804001,Other,Comminution,,Y,Y,No Change,,,,,1,,,,
2004,17001804001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001804001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001804001,Other,Influent Pumping,,Y,Y,No Change,,,,,1,,,,
2004,17001804001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001804001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001804001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17001805001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17001805001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001805001,Other,Comminution,,Y,Y,No Change,,,,,1,,,,
2004,17001805001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001805001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001805001,Other,Influent Pumping,,Y,Y,No Change,,,,,1,,,,
2004,17001805001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001805001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001805001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17001806001,Other,Septic Tank,,Y,Y,No Change,,,,,1,,,,
2004,17001806001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001806001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17001806001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001806001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001806001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001806001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001807001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17001807001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001807001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001807001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001807001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001807001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001807001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17001812001,Lagoon,Aerated Lagoon,,Y,Y,New,,,,,1,,,,
2004,17001812001,Other,Air Drying - Sand Beds,,Y,Y,No Change,,,,,1,,,,
2004,17001812001,Other,Anaerobic Digestion,,Y,Y,No Change,,,,,1,,,,
2004,17001812001,Disinfection,Chlorination,,Y,Y,Increase Level Of Treatment,,,,,1,,,,
2004,17001812001,Other,Comminution,,Y,Y,Increase Level Of Treatment,,,,,1,,,,
2004,17001812001,Other,Control/Lab/Maintenance Building,,Y,Y,Increase Level Of Treatment,,,,,1,,,,
2004,17001812001,Other,Custom Built Plant,,Y,Y,Increase Level Of Treatment,,,,,1,,,,
2004,17001812001,Other,Grit Removal,,Y,Y,No Change,,,,,1,,,,
2004,17001812001,Other,Landfill/Trenching,,Y,Y,No Change,,,,,1,,,,
2004,17001812001,Other,Mechanical Dewatering - Vacuum Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001812001,Other,Primary Sedimentation,,Y,Y,Increase Level Of Treatment,,,,,1,,,,
2004,17001812001,Filtration,Rock Filter,,Y,Y,New,,,,,1,,,,
2004,17001812001,Other,Semi-automated,,Y,Y,Increase Level Of Treatment,,,,,1,,,,
2004,17001812001,Mechanical,Trickling Filter - Rock Media,,Y,Y,Increase Level Of Treatment,,,,,1,,,,
2004,17001813001,Other,Air Drying - Sand Beds,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Other,Anaerobic Digestion,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Other,Comminution,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Other,Grit Removal,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Other,Influent Pumping,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Other,Landfill/Trenching,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Mechanical,Oxidation Ditch,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Other,Package Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001813001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001814001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17001814001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001814001,Other,Comminution,,Y,Y,No Change,,,,,1,,,,
2004,17001814001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001814001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001814001,Other,Influent Pumping,,Y,Y,No Change,,,,,1,,,,
2004,17001814001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001814001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001814001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17001815001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17001815001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001815001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001815001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001815001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001815001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001815001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Mechanical,Activated Sludge - Contact Stabilization,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Other,Aerobic Digestion - Air,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Other,Comminution,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Other,Grit Removal,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Other,Influent Pumping,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Other,Landfill/Trenching,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Other,Package Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Filtration,Rock Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001902001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17001906001,Mechanical,Activated Sludge - Contact Stabilization,,N,N,Abandonment,,,,,0,,,,
2004,17001906001,Disinfection,Chlorination,,N,N,Abandonment,,,,,0,,,,
2004,17001906001,Other,Comminution,,N,N,Abandonment,,,,,0,,,,
2004,17001906001,Other,Control/Lab/Maintenance Building,,N,N,Abandonment,,,,,0,,,,
2004,17001906001,Other,Grit Removal,,N,N,Abandonment,,,,,0,,,,
2004,17001906001,Mechanical,Microstrainer - Secondary,,N,N,Abandonment,,,,,0,,,,
2004,17001906001,Mechanical,Other Physical/Chemical,,N,N,Abandonment,,,,,0,,,,
2004,17001906001,Other,Semi-automated,,N,N,Abandonment,,,,,0,,,,
2004,17001906001,Other,Semi-package Plant,,N,N,Abandonment,,,,,0,,,,
2004,17001906001,Mechanical,Trickling Filter - Rock Media,,N,N,Abandonment,,,,,0,,,,
2004,17001911001,Other,Air Drying - Sand Beds,,Y,Y,No Change,,,,,1,,,,
2004,17001911001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17001911001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001911001,Other,Imhoff Tank,,Y,Y,No Change,,,,,1,,,,
2004,17001911001,Other,Influent Pumping,,Y,Y,No Change,,,,,1,,,,
2004,17001911001,Other,Land Spreading,,Y,Y,No Change,,,,,1,,,,
2004,17001911001,Other,Other Biosolids Disposal,,Y,Y,No Change,,,,,1,,,,
2004,17001911001,Other,Other Biosolids Treatment,,Y,Y,No Change,,,,,1,,,,
2004,17001911001,Other,Package Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001911001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001911001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17001916001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17001916001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17001916001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17001916001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17001916001,Other,Semi-package Plant,,Y,Y,No Change,,,,,1,,,,
2004,17001916001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17002004001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17002004001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17002004001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17002004001,Filtration,Rock Filter,,Y,Y,No Change,,,,,1,,,,
2004,17002004001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17002004001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17002911001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17002911001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17002911001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17002911001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17002911001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17002911001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17002912001,Lagoon,Aerated Lagoon,,Y,Y,No Change,,,,,1,,,,
2004,17002912001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17002912001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17002912001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17002912001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17002912001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17002912001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17002912020,Other,Air Drying - Sand Beds,,Y,Y,No Change,,,,,1,,,,
2004,17002912020,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17002912020,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17002912020,Other,Comminution,,Y,Y,No Change,,,,,1,,,,
2004,17002912020,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17002912020,Other,Flow Equalization,,Y,Y,New,,,,,1,,,,
2004,17002912020,Other,Land Spreading,,Y,Y,No Change,,,,,1,,,,
2004,17002912020,Mechanical,Oxidation Ditch,,Y,Y,No Change,,,,,1,,,,
2004,17002912020,Other,Package Plant,,Y,Y,No Change,,,,,1,,,,
2004,17002912020,Mechanical,Secondary Clarification,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Other,Aerobic Digestion - Air,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Other,Grit Removal,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Other,Landfill/Trenching,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Other,Mechanical Dewatering - Vacuum Filter,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Mechanical,Polymer Addition,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Other,Preaeration,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Other,Primary Sedimentation,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17003001001,Other,Semi-package Plant,,Y,Y,No Change,,,,,1,,,,
2004,17003002001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17003002001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17003002001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17003002001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17003002001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17003016001,Lagoon,Aerated Lagoon,,Y,Y,No Change,,,,,1,,,,
2004,17003016001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17003016001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17003016001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17003016001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17003016001,Other,Influent Pumping,,Y,Y,No Change,,,,,1,,,,
2004,17003016001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17003016001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Lagoon,Aerated Lagoon,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Other,Aerobic Digestion - Air,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Other,Air Drying - Sand Beds,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Other,Anaerobic Digestion,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Mechanical,Biological Nitrification - Separate Stage,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Disinfection,Dechlorination,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Other,Land Spreading,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Other,Landfill/Trenching,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Filtration,Other Filtration,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17003017001,Mechanical,Trickling Filter - Rock Media,,Y,Y,No Change,,,,,1,,,,
2004,17003018001,Lagoon,Aerated Lagoon,,Y,Y,No Change,,,,,1,,,,
2004,17003018001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17003018001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17003018001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17003018001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17003018001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17003018001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17003018001,Lagoon,Stabilization Pond,,Y,Y,No Change,,,,,1,,,,
2004,17003101001,Mechanical,Activated Sludge - Extended Aeration,,Y,Y,No Change,,,,,1,,,,
2004,17003101001,Other,Aerobic Digestion - Air,,Y,Y,No Change,,,,,1,,,,
2004,17003101001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17003101001,Other,Comminution,,Y,Y,No Change,,,,,1,,,,
2004,17003101001,Other,Influent Pumping,,Y,Y,No Change,,,,,1,,,,
2004,17003101001,Other,Land Spreading,,Y,Y,No Change,,,,,1,,,,
2004,17003101001,Other,Package Plant,,Y,Y,No Change,,,,,1,,,,
2004,17003101001,Mechanical,Post Aeration,,Y,Y,No Change,,,,,1,,,,
2004,17003101001,Other,Primary Sedimentation,,Y,Y,No Change,,,,,1,,,,
2004,17003101001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17003103001,Lagoon,Aerated Lagoon,,Y,Y,No Change,,,,,1,,,,
2004,17003103001,Other,Bar Screen,,Y,Y,No Change,,,,,1,,,,
2004,17003103001,Disinfection,Chlorination,,Y,Y,No Change,,,,,1,,,,
2004,17003103001,Other,Control/Lab/Maintenance Building,,Y,Y,No Change,,,,,1,,,,
2004,17003103001,Other,Custom Built Plant,,Y,Y,No Change,,,,,1,,,,
2004,17003103001,Other,Semi-automated,,Y,Y,No Change,,,,,1,,,,
2004,17003103001,Filtration,Slow Sand Filter,,Y,Y,No Change,,,,,1,,,,
2004,17003191001,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191001,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191001,Other,Underground Outlet (FT) (620),,Y,Y,New,,,,,1,,,,
2004,17003191002,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191002,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191003,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191003,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191004,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191004,Other,Diversion (FT)(362),,Y,Y,New,,,,,1,,,,
2004,17003191004,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191005,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191005,Other,Field Border (FT) (386),,Y,Y,New,,,,,1,,,,
2004,17003191005,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191006,Other,Field Border (FT) (386),,Y,Y,New,,,,,1,,,,
2004,17003191006,Other,Filter Strip (AC) (393A),,Y,Y,New,,,,,1,,,,
2004,17003191006,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191006,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191006,Other,Subsurface Drain (FT) (606),,Y,Y,New,,,,,1,,,,
2004,17003191006,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191006,Other,Underground Outlet (FT) (620),,Y,Y,New,,,,,1,,,,
2004,17003191007,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191007,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191007,Other,Subsurface Drain (FT) (606),,Y,Y,New,,,,,1,,,,
2004,17003191007,Other,Underground Outlet (FT) (620),,Y,Y,New,,,,,1,,,,
2004,17003191008,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191008,Other,Field Border (FT) (386),,Y,Y,New,,,,,1,,,,
2004,17003191008,Other,Filter Strip (AC) (393A),,Y,Y,New,,,,,1,,,,
2004,17003191008,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191008,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191008,Other,Subsurface Drain (FT) (606),,Y,Y,New,,,,,1,,,,
2004,17003191008,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191008,Other,Underground Outlet (FT) (620),,Y,Y,New,,,,,1,,,,
2004,17003191009,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191009,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191009,Other,Subsurface Drain (FT) (606),,Y,Y,New,,,,,1,,,,
2004,17003191009,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191009,Other,Underground Outlet (FT) (620),,Y,Y,New,,,,,1,,,,
2004,17003191010,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191010,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191011,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191011,Other,Filter Strip (AC) (393A),,Y,Y,New,,,,,1,,,,
2004,17003191011,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191011,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191012,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191012,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191012,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191013,Other,Diversion (FT)(362),,Y,Y,New,,,,,1,,,,
2004,17003191013,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191013,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191013,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191013,Other,Underground Outlet (FT) (620),,Y,Y,New,,,,,1,,,,
2004,17003191014,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191014,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191014,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191015,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191015,Other,Diversion (FT)(362),,Y,Y,New,,,,,1,,,,
2004,17003191015,Other,Field Border (FT) (386),,Y,Y,New,,,,,1,,,,
2004,17003191015,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191015,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191015,Other,Subsurface Drain (FT) (606),,Y,Y,New,,,,,1,,,,
2004,17003191015,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191015,Other,Underground Outlet (FT) (620),,Y,Y,New,,,,,1,,,,
2004,17003191016,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191016,Other,Diversion (FT)(362),,Y,Y,New,,,,,1,,,,
2004,17003191016,Other,Field Border (FT) (386),,Y,Y,New,,,,,1,,,,
2004,17003191016,Other,Filter Strip (AC) (393A),,Y,Y,New,,,,,1,,,,
2004,17003191016,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191016,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191016,Other,Subsurface Drain (FT) (606),,Y,Y,New,,,,,1,,,,
2004,17003191016,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191016,Other,Underground Outlet (FT) (620),,Y,Y,New,,,,,1,,,,
2004,17003191017,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191017,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191018,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191018,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191018,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191018,Other,Underground Outlet (FT) (620),,Y,Y,New,,,,,1,,,,
2004,17003191019,Other,Critical Area Planting (AC) (342),,Y,Y,New,,,,,1,,,,
2004,17003191019,Other,Grade Stabilization Structure (NO.)(410),,Y,Y,New,,,,,1,,,,
2004,17003191019,Other,Grassed Waterway (AC) (412),,Y,Y,New,,,,,1,,,,
2004,17003191019,Other,Subsurface Drain (FT) (606),,Y,Y,New,,,,,1,,,,
2004,17003191019,Other,Terrace (FT) (600),,Y,Y,New,,,,,1,,,,
2004,17003191019,Other,Underground Outlet (FT) (620),,Y,Y,New,,,,,1,,,,
2004,17003191020,Other,Field Border (FT) (386),,Y,Y,New,,,,,1,,,,
