CWNS_NUM,REMOVE
16000007001,LAGOON_AER
18000225001,STBL_POND
18002180001,STBL_POND
18002180001,LAGOON_ALL
37006001002,LAGOON_AER
37006001002,LAGOON_ALL
6002081001,STBL_POND
6002081001,LAGOON_ALL
6005065001,LAGOON_AER
8000121001,LAGOON_AER
8000121001,LAGOON_ALL
26000596001,LAGOON
