REPORT_YEAR,CWNS_NUMBER,TREATMENT_TYPE,UNIT_PROCESS,SORT_SEQUENCE,PRES_IND,PROJ_IND,CHANGE_TYPE,BACKUP_IND,PLANNED_YEAR,ADDITIONAL_NOTES,LAST_UPDATED_TS,KEEP_UP,BLANK,CHANGE_TYPE_CAT,KEEP_UP_CODE
2008,18001776001,Solids Handling,"Biosolids Air Drying, Sand Beds",1,Y,Y,No Change,N,,,,1,,,
2008,18001776001,Solids Handling,Biosolids Landfill/Trenching,1,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",1,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Disinfection,"Disinfection, Liquid Chlorine",2,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Preliminary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Preliminary,"Equalization, At POTW",2,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Preliminary,Grit Removal,3,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Preliminary,"Pumping, Influent",4,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Preliminary,Screen (Bar Rack and Coarse),5,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Preliminary,Screen (Fine and Microstrainers),6,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Preliminary,"Screen, Mechanical Bar",7,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Preliminary,Scum Removal,8,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Primary,"Chemical Addition (Alum), Primary",1,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Primary,"Clarification, Intermediate",2,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Primary,"Equalization, Flow",3,Y,Y,Rehabilitation,N,,,,1,,,
2008,18002020003,Secondary,"Activated Sludge, Step Aeration",1,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Secondary,"Activated Sludge, With Biological Denitrification",2,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Secondary,"Filter, Mixed Media",3,Y,Y,Increase Capacity,N,,,,1,,,
2008,18002020003,Secondary,Flocculation,4,Y,Y,No Change,Y,,,,1,,,
2008,18002020003,Secondary,"Lagoon, Anaerobic",5,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Secondary,"Land Application, Slow Rate, With Underdrain",5,Y,Y,No Change,N,,incorrect: 2.8.3 Land Application Other,,1,,,
2008,18002020003,Secondary,"Pond, Stabilization",7,Y,Y,No Change,N,,Incorrect: 3.14 setteling Tank,,1,,,
2008,18002020003,Secondary,"Sedimentation, Chemical Precipitation",6,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Solids Handling,"Biosolids Aerobic Digestion, Air",1,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Solids Handling,"Biosolids Air Drying, Sand Beds",2,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Solids Handling,Biosolids Chemical Addition (Polymer),3,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Solids Handling,Biosolids Disposal (Monofil),4,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Solids Handling,Biosolids Lagoon,5,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),6,Y,Y,No Change,N,,,,1,,,
2008,18002020003,Solids Handling,"Biosolids Thickening, Gravity",7,Y,Y,No Change,Y,,"incorrect: 6.25.3 Biosolids Thickening, Other",,1,,,
2008,18002030001,Advanced,Reactor (Oxidation Ditch),1,Y,Y,Replacement,N,2011,,,1,,,
2008,18002030001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,,1,,,
2008,18002030001,Disinfection,"Disinfection, Breakpoint Chlorination",2,Y,Y,No Change,N,,,,1,,,
2008,18002030001,Disinfection,"Disinfection, Chlorination",3,Y,Y,No Change,N,,,,1,,,
2008,18002030001,Disinfection,"Disinfection, Gaseous Chlorine",4,Y,Y,No Change,N,,,,1,,,
2008,18002030001,Preliminary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,,1,,,
2008,18002030001,Preliminary,"Equalization, At POTW",2,Y,Y,Increase Capacity,N,2009,,,1,,,
2008,18002030001,Preliminary,Grit Removal,3,Y,Y,Rehabilitation,N,2011,,,1,,,
2008,18002030001,Preliminary,"Pumping, Influent",4,Y,Y,Replacement,N,2011,,,1,,,
2008,18002030001,Preliminary,Screen (Bar Rack and Coarse),5,Y,Y,Replacement,N,2011,,,1,,,
2008,18002030001,Preliminary,"Screen, Bar",7,Y,Y,Replacement,Y,2011,,,1,,,
2008,18002030001,Preliminary,"Screen, Mechanical Bar",6,Y,Y,Replacement,N,2011,,,1,,,
2008,18002030001,Preliminary,Storage (Off-line),8,Y,Y,Increase Capacity,N,2009,,,1,,,
2008,18002030001,Preliminary,Swirl Concentrator,9,Y,Y,Replacement,N,2011,,,1,,,
2008,18002030001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,,1,,,
2008,18002030001,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,Replacement,N,2011,,,1,,,
2008,18002030001,Secondary,"Package Plant, Rotating Biological Contactor (RBC)",2,Y,Y,No Change,N,,,,1,,,
2008,18002030001,Solids Handling,Biosolids Anaerobic Digestion,1,Y,Y,No Change,N,,"6.4.2 , Other",,1,,,
2008,18002030001,Solids Handling,Biosolids Digestor Gas Utilization Facilities,2,Y,Y,No Change,N,,6.10.2 Biosolids Digestor Gas Flaring,,1,,,
2008,18002030001,Solids Handling,Biosolids Lagoon,3,Y,Y,No Change,N,,,,1,,,
2008,18002030001,Solids Handling,Biosolids Land Treatment (Spreading),4,Y,Y,No Change,N,,,,1,,,
2008,18002030001,Solids Handling,Biosolids Landfill/Trenching,5,Y,Y,Replacement,N,2011,,,1,,,
2008,18002030001,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),6,Y,Y,Replacement,N,2011,,,1,,,
2008,18002030001,Solids Handling,Chemical Addition (Polymer),7,Y,Y,Replacement,N,,,,1,,,
2008,18002030001,Ultraviolet Radiation,"Disinfection, UV Radiation",5,Y,Y,Replacement,N,2011,,,1,,,
2008,18002040001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Disinfection,"Disinfection, Chlorination",2,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Disinfection,"Disinfection, Gaseous Chlorine",3,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Preliminary,Comminution,1,Y,Y,No Change,N,,1.2 Comminution >Channel Grinders,,1,,,
2008,18002040001,Preliminary,Grit Removal,2,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Preliminary,"Pumping, Influent",3,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Preliminary,"Screen, Bar",4,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Preliminary,Scum Removal,5,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Preliminary,Storage (In-line),6,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Primary,Aeration (pre-treatment),1,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Primary,"Clarification, In-Channel",2,Y,Y,No Change,N,,"Incorrect: 2.4.4 Clarification, Other",,1,,,
2008,18002040001,Primary,"Sedimentation, Primary",3,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Secondary,"Activated Sludge, Extended Aeration",2,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Secondary,"Activated Sludge, With Biological Denitrification",3,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Secondary,"Clarification, Secondary",4,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Secondary,"Pond, Stabilization",5,Y,Y,No Change,N,,Incorrect: 3.14 Settling Tank,,1,,,
2008,18002040001,Solids Handling,"Biosolids Anaerobic Digestion, Thermophilic",1,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Solids Handling,Biosolids Digestor Gas Utilization Facilities,2,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Solids Handling,Biosolids Landfill/Trenching,3,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),4,Y,Y,No Change,Y,,,,1,,,
2008,18002040001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),5,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Solids Handling,"Biosolids Thickening, Gravity",6,Y,Y,No Change,N,,,,1,,,
2008,18002040001,Solids Handling,Chemical Addition (Polymer),7,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Advanced,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Advanced,"Activated Sludge, With Biological Denitrification",2,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Advanced,"Biological Denitrification, (Separate Stage)",3,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",4,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Advanced,"Phosphorus Removal, Biological",5,Y,Y,No Change,N,,"4.19.4 Phosphorus Removal, Biological (Other)",,1,,,
2008,18002060001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Disinfection,"Disinfection, Chlorination",2,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Preliminary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Preliminary,"Equalization, At POTW",2,N,Y,New,N,,,,1,,,
2008,18002060001,Preliminary,Flotation,3,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Preliminary,Grit Removal,4,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Preliminary,"Pumping, Influent",5,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Preliminary,Screen (Bar Rack and Coarse),6,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Preliminary,Storage (In-line),7,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Primary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Primary,Aeration (post-treatment),3,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Primary,Aeration (pre-treatment),2,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Primary,"Clarification, In-Channel",4,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Primary,"Equalization, Flow",5,N,Y,New,N,,,,1,,,
2008,18002060001,Secondary,"Activated Sludge, Anaerobic/Anoxic/Oxic",1,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Secondary,"Activated Sludge, Complete Mix",2,Y,Y,No Change,Y,,,,1,,,
2008,18002060001,Secondary,"Activated Sludge, Extended Aeration",3,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Secondary,"Activated Sludge, Step Aeration",4,Y,Y,No Change,Y,,,,1,,,
2008,18002060001,Secondary,"Activated Sludge, With Biological Denitrification",5,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Secondary,"Chemical Addition (Alum), Secondary",6,Y,Y,No Change,N,,"Incorrect.  3.2.3 Chemical Addition (Other), Secondary",,1,,,
2008,18002060001,Secondary,"Clarification, Secondary",7,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Secondary,Land Treatment,6,Y,Y,No Change,N,,"2.8.3 Land Application, Other",,1,,,
2008,18002060001,Solids Handling,"Biosolids Aerobic Digestion, Oxygen",2,Y,Y,No Change,N,,"incorrect: 6.4.2 Biosolids Anaerobic Digestion, Other",,1,,,
2008,18002060001,Solids Handling,"Biosolids Anaerobic Digestion, Thermophilic",1,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Solids Handling,Biosolids Chemical Addition (Polymer),3,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Solids Handling,"Biosolids Composting, Static Pile",4,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Solids Handling,Biosolids Digestor Gas Utilization Facilities,5,Y,Y,No Change,N,,ADD: 6.10.2 Biosolids Digestor Gas Flaring,,1,,,
2008,18002060001,Solids Handling,Biosolids Distribution And/Or Marketing Of Biosolids,6,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),7,Y,Y,No Change,N,,,,1,,,
2008,18002060001,Solids Handling,"Biosolids Thickening, Gravity",8,Y,Y,No Change,N,,,,1,,,
2008,18002080001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",1,Y,Y,"Increase Capacity, Increase Level Of Treatment, Rehabilitation, Expansion, Process Improvement",N,2017,,,1,,,
2008,18002080001,Disinfection,"Disinfection, Liquid Chlorine",1,Y,Y,No Change,N,,,,1,,,
2008,18002080001,Preliminary,Grit Removal,1,Y,Y,"Increase Capacity, Replacement, Expansion",N,2017,,,1,,,
2008,18002080001,Preliminary,"Pumping, Influent",2,Y,Y,"Increase Capacity, Rehabilitation",N,2017,,,1,,,
2008,18002080001,Preliminary,Screen (Bar Rack and Coarse),3,Y,Y,No Change,N,,,,1,,,
2008,18002080001,Preliminary,Screen (Fine and Microstrainers),4,N,Y,New,N,2017,,,1,,,
2008,18002080001,Preliminary,"Screen, Mechanical Bar",5,Y,Y,Increase Capacity,N,,,,1,,,
2008,18002080001,Preliminary,Scum Removal,6,Y,Y,"Increase Capacity, Replacement, Process Improvement",N,2017,,,1,,,
2008,18002080001,Preliminary,Storage (Off-line),7,Y,Y,Expansion,N,2011,,,1,,,
2008,18002080001,Primary,"Chemical Addition (Ferric Chloride), Primary",1,Y,Y,No Change,N,,,,1,,,
2008,18002080001,Primary,"Clarification, Intermediate",2,Y,Y,"Increase Capacity, Replacement, Expansion",N,2017,"Incorrect: 2.4.4 Clarification, Other",,1,,,
2008,18002080001,Secondary,"Activated Sludge, Conventional",1,Y,Y,"Increase Capacity, Increase Level Of Treatment, Replacement, Expansion",N,2017,,,1,,,
2008,18002080001,Secondary,"Clarification, Secondary",2,Y,Y,"Increase Capacity, Increase Level Of Treatment, Replacement, Expansion",N,2017,,,1,,,
2008,18002080001,Solids Handling,"Biosolids Anaerobic Digestion, Thermophilic",1,Y,Y,"Increase Capacity, Rehabilitation",N,2010,,,1,,,
2008,18002080001,Solids Handling,Biosolids Digestor Gas Utilization Facilities,2,Y,Y,"Increase Capacity, Rehabilitation, Process Improvement",N,2010,Add: 3.10.2 Biosolids Digester Gas Flaring,,1,,,
2008,18002080001,Solids Handling,Biosolids Lagoon,3,Y,Y,"Increase Capacity, Replacement, Expansion, Process Improvement",N,2012,,,1,,,
2008,18002080001,Solids Handling,Biosolids Land Treatment (Spreading),4,Y,Y,No Change,N,,,,1,,,
2008,18002080001,Solids Handling,Chemical Addition (Polymer),5,Y,Y,No Change,N,,,,1,,,
2008,18002080001,Ultraviolet Radiation,"Disinfection, UV Radiation",2,N,Y,New,N,2017,,,1,,,
2008,18002100001,Advanced,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Advanced,Filter (Activated Bio-),2,Y,Y,No Change,N,,"4.10.3 Filter, Other",,1,,,
2008,18002100001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",3,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Disinfection,"Disinfection, Chlorination",2,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Preliminary,"Microstrainer, Primary",2,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Preliminary,"Pumping, Influent",3,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Preliminary,Screen (Bar Rack and Coarse),4,Y,Y,No Change,Y,,,,1,,,
2008,18002100001,Preliminary,Screen (Fine and Microstrainers),5,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Primary,Aeration (pre-treatment),1,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Secondary,Septage Treatment - Separate Stage,2,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Solids Handling,Biosolids Aerated Storage,1,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Solids Handling,Biosolids Chemical Addition (Polymer),2,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Solids Handling,Biosolids Disposal (Other),3,Y,Y,No Change,N,,,,1,,,
2008,18002100001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),4,Y,Y,No Change,N,,,,1,,,
2008,18002110001,Advanced,"Nitrification, Biological (Separate Stage)",1,Y,Y,No Change,N,,,,1,,,
2008,18002110001,Disinfection,"Disinfection, Gaseous Chlorine",1,Y,Y,No Change,N,,,,1,,,
2008,18002110001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,18002110001,Preliminary,Screen (Fine and Microstrainers),2,N,Y,New,N,2010,,,1,,,
2008,18002110001,Preliminary,"Screen, Mechanical Bar",3,Y,Y,No Change,N,,,,1,,,
2008,18002110001,Preliminary,Scum Removal,4,Y,Y,No Change,N,,,,1,,,
2008,18002110001,Preliminary,Storage (Off-line),5,Y,Y,No Change,N,,,,1,,,
2008,18002110001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,,1,,,
2008,18002110001,Secondary,"Trickling Filter, Plastic Media",1,Y,Y,No Change,N,,,,1,,,
2008,18002110001,Secondary,"Trickling Filter, Rock Media",2,Y,Y,Rehabilitation,N,2015,,,1,,,
2008,18002110001,Solids Handling,"Biosolids Aerobic Digestion, Oxygen",1,Y,Y,No Change,N,,"6.4.2 Biosolids Anerobic Digestion, Other.  Mesophilic",,1,,,
2008,18002110001,Solids Handling,Biosolids Digestor Gas Utilization Facilities,2,Y,Y,No Change,N,,,,1,,,
2008,18002110001,Solids Handling,Biosolids Land Treatment (Spreading),3,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Disinfection,"Disinfection, Chlorination",2,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Preliminary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Preliminary,Comminution,2,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Preliminary,"Equalization, At POTW",3,N,Y,New,N,2020,,,1,,,
2008,18002140001,Preliminary,"Pumping, Influent",4,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Preliminary,Screen (Bar Rack and Coarse),5,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Preliminary,Scum Removal,6,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Primary,"Chemical Addition (Alum), Primary",1,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Solids Handling,"Biosolids Anaerobic Digestion, Thermophilic",1,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Solids Handling,Biosolids Digestor Gas Utilization Facilities,2,Y,Y,No Change,N,,,,1,,,
2008,18002140001,Solids Handling,Biosolids Land Treatment (Spreading),3,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Advanced,Filter (Activated Bio-),1,Y,Y,Process Improvement,N,2012,"Add: 4.10.2 Filter (Gravity Sand Beds, Single media)
Add: 4.10.3 Filter (Other)  2012",,1,,,
2008,18002150001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",2,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Disinfection,"Disinfection, Chlorination",2,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Preliminary,"Pumping, Influent",2,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Preliminary,"Screen, Mechanical Bar",3,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Preliminary,Storage (Off-line),4,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Preliminary,Vortex Solids Separator,5,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Primary,"Chemical Addition (Ferric Chloride), Primary",1,Y,Y,Replacement,N,2012,,,1,,,
2008,18002150001,Primary,"Clarification, In-Channel",2,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Primary,"Clarification, Intermediate",3,Y,Y,Process Improvement,N,2012,"incorrect: 2.4.4 Clarification, Other",,1,,,
2008,18002150001,Primary,"Microstrainer, Secondary",4,Y,Y,Process Improvement,N,2012,,,1,,,
2008,18002150001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Secondary,"Chemical Addition (Ferric Chloride), Secondary",2,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Secondary,"Clarification, Secondary",3,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Solids Handling,"Biosolids Aerobic Digestion, Air",1,Y,Y,Process Improvement,N,2012,,,1,,,
2008,18002150001,Solids Handling,"Biosolids Anaerobic Digestion, Thermophilic",2,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Solids Handling,Biosolids Land Treatment (Spreading),3,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),4,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Solids Handling,Chemical Addition (Polymer),5,Y,Y,No Change,N,,,,1,,,
2008,18002150001,Ultraviolet Radiation,"Disinfection, UV Radiation",1,Y,Y,Process Improvement,N,2012,,,1,,,
2008,18002180001,Advanced,Filter (Activated Bio-),1,Y,Y,Rehabilitation,N,2009,"4.10.2 Filter (Gravity, Sand Beds, single media)",,1,,,
2008,18002180001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",2,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Disinfection,Dechlorination,1,Y,Y,Rehabilitation,N,2009,,,1,,,
2008,18002180001,Disinfection,"Disinfection, Chlorination",2,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Preliminary,Screen (Fine and Microstrainers),2,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Secondary,"Chemical Addition (Alum), Secondary",2,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Secondary,"Clarification, Secondary",3,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Secondary,"Pond, Stabilization",4,Y,Y,No Change,N,,No  3.14 Settling Tank,,1,,,
2008,18002180001,Secondary,"Trickling Filter, Plastic Media",5,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Solids Handling,"Biosolids Aerobic Digestion, Oxygen",1,Y,Y,No Change,N,,"6.4.2 Biosolids Anerobic Digestion, Other",,1,,,
2008,18002180001,Solids Handling,Biosolids Digestor Gas Utilization Facilities,2,Y,Y,No Change,N,,6.10.2 ONLY: Biosolids Digestor Gas Flaring,,1,,,
2008,18002180001,Solids Handling,Biosolids Disposal (Other),3,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Solids Handling,Biosolids Land Treatment (Spreading),4,Y,Y,No Change,N,,,,1,,,
2008,18002180001,Solids Handling,"Biosolids Thickening, Gravity",5,Y,Y,No Change,N,,,,1,,,
2008,18003400001,Disinfection,Dechlorination,1,N,Y,New,N,,,,1,,,
2008,18003400001,Disinfection,"Disinfection, Chlorination",1,N,Y,New,N,,,,1,,,
2008,18003400001,Secondary,"Activated Sludge, Pure Oxygen",1,N,Y,New,N,,,,1,,,
2008,18003400001,Secondary,"Clarification, Secondary",1,N,Y,New,N,,,,1,,,
2008,18005835001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,,1,,,
2008,18005835001,Primary,Aeration (pre-treatment),1,Y,Y,No Change,N,,,,1,,,
2008,18005835001,Primary,"Chemical Addition (Ferric Chloride), Primary",1,Y,Y,No Change,N,,,,1,,,
2008,18005835001,Secondary,"Pond, Stabilization",1,Y,Y,No Change,N,,,,1,,,
2008,19000023001,Advanced,"Activated Sludge, Contact Stabilization",1,Y,Y,No Change,N,,,,1,,,
2008,19000023001,Preliminary,"Screen, Bar",1,Y,Y,No Change,N,,,,1,,,
2008,19000023001,Primary,"Equalization, Flow",1,Y,Y,No Change,N,,,,1,,,
2008,19000023001,Secondary,"Pond, Stabilization",2,Y,Y,No Change,N,,,,1,,,
2008,19000023001,Secondary,"Trickling Filter, Other Media",1,Y,Y,No Change,N,,,,1,,,
2008,19000023001,Solids Handling,Biosolids Other Treatment,1,N,Y,New,N,,,,1,,,
2008,19000023001,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,N,Y,New,N,,,,1,,,
2008,19000081001,Secondary,"Lagoon, Aerated",1,N,Y,New,N,,,,1,,,
2008,19000093001,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,N,Y,New,N,,,,1,,,
2008,19000134001,Advanced,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,,1,,,
2008,19000134001,Disinfection,"Disinfection, Chlorination",1,Y,Y,Expansion,N,,,,1,,,
2008,19000134001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,19000134001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,,1,,,
2008,19000134001,Secondary,"Trickling Filter, Other Media",1,Y,Y,No Change,N,,,,1,,,
2008,19000134001,Solids Handling,Biosolids Incineration (Other),4,Y,Y,No Change,N,,,,1,,,
2008,19000134001,Solids Handling,"Biosolids Incineration, Multiple Hearth",1,Y,Y,Replacement,N,,,,1,,,
2008,19000134001,Solids Handling,Biosolids Land Treatment (Spreading),3,Y,Y,Process Improvement,N,,,,1,,,
2008,19000134001,Solids Handling,Biosolids Lime Stabililization,2,Y,Y,Process Improvement,N,,,,1,,,
2008,19000134001,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),7,Y,Y,No Change,N,,,,1,,,
2008,19000134001,Solids Handling,"Biosolids Thickening, Dissolved Air Flotation",6,Y,Y,No Change,N,,,,1,,,
2008,19000134001,Solids Handling,"Biosolids Thickening, Gravity",5,Y,Y,No Change,N,,,,1,,,
2008,19000162001,Disinfection,"Disinfection, Chlorination",2,Y,Y,No Change,N,,,,1,,,
2008,19000162001,Disinfection,"Disinfection, Other",1,Y,Y,Process Improvement,N,,,,1,,,
2008,19000162001,Preliminary,Comminution,2,Y,Y,No Change,N,,,,1,,,
2008,19000162001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,19000162001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,,1,,,
2008,19000162001,Solids Handling,Biosolids Land Treatment (Spreading),2,Y,Y,No Change,N,,,,1,,,
2008,19000162001,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,No Change,N,,,,1,,,
2008,19000189001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,19000189001,Preliminary,"Screen, Bar",2,Y,Y,No Change,N,,,,1,,,
2008,19000189001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,,1,,,
2008,19000189001,Secondary,"Activated Sludge, Conventional",3,Y,Y,No Change,N,,,,1,,,
2008,19000189001,Secondary,"Sedimentation, Chemical Precipitation",1,Y,Y,No Change,N,,,,1,,,
