"CWNS_ID","FACILITY_ID","STATE_CODE","FACILITY_TYPE","CHANGE_TYPE"
"34002462001",1073576,NJ,Collection: Interceptor Sewers,Replacement
"34002462001",1073576,NJ,Collection: Interceptor Sewers,Increase Capacity
"34002462001",1073576,NJ,Collection: Interceptor Sewers,Process Improvement
"49000000045",3611496,UT,Onsite Wastewater Treatment System,Rehabilitation
"49000000045",3611496,UT,Onsite Wastewater Treatment System,Replacement
"49000000045",3611496,UT,Onsite Wastewater Treatment System,Expansion
"36006082001",1220995,NY,Collection: Pump Stations,Rehabilitation
"25000256002",3609756,MA,Collection: Separate Sewers,New
"55000705001",1206101,WI,Collection: Interceptor Sewers,Rehabilitation
"55001950001",1229178,WI,Collection: Pump Stations,Rehabilitation
"25000051001",1092354,MA,Collection: Pump Stations,Replacement
"13000000794",3612991,GA,Phase II MS4,Rehabilitation
"13000000794",3612991,GA,Phase II MS4,Replacement
"55001490001",1229168,WI,Collection: Pump Stations,Rehabilitation
"55001490001",1229168,WI,Collection: Pump Stations,Replacement
"24000000049",3613661,MD,Collection: Separate Sewers,No Change
"13000000179",3607110,GA,Unregulated Community Stormwater,Rehabilitation
"13000000179",3607110,GA,Unregulated Community Stormwater,Replacement
"53000776001",1180844,WA,Biosolids Handling Facility,Replacement
"53000776001",1180844,WA,Biosolids Handling Facility,Increase Capacity
"53000776001",1180844,WA,Biosolids Handling Facility,Process Improvement
"13000000365",3607296,GA,Unregulated Community Stormwater,Rehabilitation
"13000000365",3607296,GA,Unregulated Community Stormwater,Replacement
"48000000223",3610870,TX,Agriculture - Cropland,Expansion
"39000150001",1080575,OH,Collection: Combined Sewers,Rehabilitation
"39000150001",1080575,OH,Collection: Combined Sewers,Replacement
"50000000081",3612414,VT,Onsite Wastewater Treatment System,Abandonment
"23000000050",3613098,ME,Collection: Separate Sewers,Rehabilitation
"23000000050",3613098,ME,Collection: Separate Sewers,Replacement
"54000000118",3613346,WV,Unregulated Community Stormwater,Rehabilitation
"54000000118",3613346,WV,Unregulated Community Stormwater,Replacement
"08000000315",3610420,CO,Silviculture,New
"17000000109",3612165,IL,Phase II MS4,Rehabilitation
"08000000031",3607865,CO,Collection: Combined Sewers,No Change
"12000048003",1078167,FL,Water Reuse,Rehabilitation
"12000048003",1078167,FL,Water Reuse,Expansion
"40000000044",3612473,OK,Phase II MS4,No Change
"51000000272",3613723,VA,Unregulated Community Stormwater,Rehabilitation
"51000000272",3613723,VA,Unregulated Community Stormwater,Replacement
"51000000272",3613723,VA,Unregulated Community Stormwater,Redevelopment
"51000000272",3613723,VA,Unregulated Community Stormwater,Increase Capacity
"51000000272",3613723,VA,Unregulated Community Stormwater,Expansion
"51000000272",3613723,VA,Unregulated Community Stormwater,Process Improvement
"51000000272",3613723,VA,Unregulated Community Stormwater,Increase Level Of Treatment
"51000000272",3613723,VA,Unregulated Community Stormwater,Climate Change Adaptation
"08000000207",3608841,CO,Treatment Plant,Rehabilitation
"29000000292",3608014,MO,Unregulated Community Stormwater,Rehabilitation
"29000000292",3608014,MO,Unregulated Community Stormwater,Replacement
"45000000076",3608025,SC,Collection: Separate Sewers,Rehabilitation
"45000000076",3608025,SC,Collection: Separate Sewers,Increase Capacity
"17000623002",3525636,IL,Collection: Interceptor Sewers,Expansion
"39000308001",1080720,OH,Biosolids Handling Facility,Process Improvement
"27000000036",3608979,MN,Hydromodification,New
"08000000244",3608985,CO,Sanitary Landfills,New
"55003490001",1206501,WI,Treatment Plant,Rehabilitation
"55003490001",1206501,WI,Treatment Plant,Replacement
"55003490001",1206501,WI,Treatment Plant,Increase Capacity
"55003490001",1206501,WI,Treatment Plant,Process Improvement
"55003490001",1206501,WI,Treatment Plant,Instrumentation/Electrical/Laboratory
"55004010001",1206571,WI,Treatment Plant,No Change
"06005329001",1175773,CA,Treatment Plant,Instrumentation/Electrical/Laboratory
"06005329001",1175773,CA,Treatment Plant,Improve Energy Efficiency
"53001975001",1181019,WA,Collection: Separate Sewers,Replacement
"53001975001",1181019,WA,Collection: Separate Sewers,Process Improvement
"29002342003",1133790,MO,Treatment Plant,Rehabilitation
"29002342003",1133790,MO,Treatment Plant,Instrumentation/Electrical/Laboratory
"21000399001",1139785,KY,Collection: Separate Sewers,No Change
"44000034001",1144314,RI,Collection: Separate Sewers,No Change
"35000104001",1145110,NM,Treatment Plant,No Change
"31000655001",1145852,NE,Treatment Plant,Rehabilitation
"31000655001",1145852,NE,Treatment Plant,Process Improvement
"31000655001",1145852,NE,Treatment Plant,Improve Water Efficiency
"27000220001",1148081,MN,Collection: Separate Sewers,No Change
"27000248001",1148103,MN,Treatment Plant,No Change
"40000052001",1172473,OK,Collection: Separate Sewers,No Change
"06002122001",1175356,CA,Collection: Separate Sewers,Rehabilitation
"06002122001",1175356,CA,Collection: Separate Sewers,Replacement
"06003027001",1175394,CA,Collection: Separate Sewers,Rehabilitation
"06003027001",1175394,CA,Collection: Separate Sewers,Replacement
"12000099008",3504300,FL,Treatment Plant,No Change
"29002157002",3508536,MO,Collection: Separate Sewers,No Change
"17000283001",1113558,IL,Treatment Plant,No Change
"17000706001",1113972,IL,Collection: Separate Sewers,No Change
"34001190001",1073356,NJ,Collection: Combined Sewers,Rehabilitation
"34001190001",1073356,NJ,Collection: Combined Sewers,Replacement
"34001190001",1073356,NJ,Collection: Combined Sewers,Process Improvement
"34003495001",1073663,NJ,Collection: Separate Sewers,Rehabilitation
"34003495001",1073663,NJ,Collection: Separate Sewers,Replacement
"34003495001",1073663,NJ,Collection: Separate Sewers,Process Improvement
"34003495001",1073663,NJ,Collection: Separate Sewers,Improve Water Efficiency
"39000364001",1080776,OH,Treatment Plant,Rehabilitation
"39000364001",1080776,OH,Treatment Plant,Replacement
"39008743001",1081665,OH,Treatment Plant,No Change
"26000082001",1088356,MI,Collection: Separate Sewers,No Change
"26002093003",1088767,MI,Collection: Separate Sewers,No Change
"54000803001",1094754,WV,Onsite Wastewater Treatment System,New
"05000079001",1104917,AR,Collection: Separate Sewers,No Change
"05009500001",1105590,AR,Collection: Separate Sewers,No Change
"08209000056",3500208,CO,Treatment Plant,No Change
"38000168001",1151413,ND,Treatment Plant,Rehabilitation
"38000304001",1151542,ND,Collection: Separate Sewers,No Change
"37003201001",1153329,NC,Collection: Separate Sewers,Rehabilitation
"37003201001",1153329,NC,Collection: Separate Sewers,Expansion
"37005401002",1153479,NC,Collection: Separate Sewers,Rehabilitation
"37005401002",1153479,NC,Collection: Separate Sewers,Replacement
"37005910001",1153505,NC,Treatment Plant,Rehabilitation
"37005910001",1153505,NC,Treatment Plant,Replacement
"37005910001",1153505,NC,Treatment Plant,Process Improvement
"37005910001",1153505,NC,Treatment Plant,Instrumentation/Electrical/Laboratory
"37005910001",1153505,NC,Treatment Plant,Increase Level Of Treatment
"36008049001",1232167,NY,Collection: Interceptor Sewers,New
"17000539001",1232720,IL,Treatment Plant,Increase Level Of Treatment
"29002371001",1233252,MO,Treatment Plant,Increase Level Of Treatment
"19000260001",1234649,IA,Collection: Separate Sewers,No Change
"21000349001",1235519,KY,Treatment Plant,No Change
"12000046004",1239587,FL,Treatment Plant,Rehabilitation
"36006067001",1232141,NY,Treatment Plant,No Change
"39004581001",2806482,OH,Collection: Separate Sewers,Rehabilitation
"39004581001",2806482,OH,Collection: Separate Sewers,Replacement
"01200100002",2860440,AL,Collection: Separate Sewers,Rehabilitation
"48001211003",2913205,TX,Collection: Separate Sewers,No Change
"20000956002",2919212,KS,Treatment Plant,No Change
"47000085002",2952349,TN,Collection: Separate Sewers,No Change
"26003096001",2983062,MI,Collection: Combined Sewers,Rehabilitation
"26003096001",2983062,MI,Collection: Combined Sewers,Replacement
"29001175001",1133500,MO,Collection: Separate Sewers,No Change
"29003160001",1133926,MO,Treatment Plant,Increase Level Of Treatment
"29004099001",1134109,MO,Treatment Plant,No Change
"23000105001",1142544,ME,Treatment Plant,Rehabilitation
"23000105001",1142544,ME,Collection: Separate Sewers,Rehabilitation
"23000105001",1142544,ME,Collection: Separate Sewers,Replacement
"23000151001",1142586,ME,Treatment Plant,Rehabilitation
"23000151001",1142586,ME,Treatment Plant,Replacement
"60000001002",1143996,AS,Collection: Separate Sewers,No Change
"35000060001",1145074,NM,Treatment Plant,Rehabilitation
"35000095001",1145103,NM,Collection: Separate Sewers,Rehabilitation
"35000095001",1145103,NM,Collection: Separate Sewers,Improve Water Efficiency
"27000295001",1148127,MN,Collection: Separate Sewers,Rehabilitation
"17007511001",1114346,IL,Collection: Separate Sewers,No Change
"18000600001",1120199,IN,Treatment Plant,No Change
"19000241001",1123658,IA,Treatment Plant,No Change
"16000177001",1128702,ID,Collection: Separate Sewers,No Change
"20000438001",1130260,KS,Treatment Plant,No Change
"29001120001",1133401,MO,Treatment Plant,No Change
"29001120001",1133401,MO,Collection: Separate Sewers,No Change
"37007705001",1153632,NC,Collection: Separate Sewers,No Change
"30000048001",1159116,MT,Treatment Plant,No Change
"22003308001",1168510,LA,Collection: Separate Sewers,No Change
"49000087001",1170438,UT,Collection: Separate Sewers,Rehabilitation
"49000087001",1170438,UT,Collection: Separate Sewers,Replacement
"49000087001",1170438,UT,Collection: Separate Sewers,Expansion
"37007104001",1153594,NC,Water Reuse,No Change
"36006055001",2857020,NY,Collection: Separate Sewers,No Change
"06022174001",3009462,CA,Phase II MS4,Rehabilitation
"06022174001",3009462,CA,Phase II MS4,Replacement
"06022174001",3009462,CA,Phase II MS4,Increase Capacity
"10000001002",1066388,DE,Treatment Plant,No Change
"10000230012",1066491,DE,Collection: Pump Stations,No Change
"04000904001",1069392,AZ,Collection: Separate Sewers,Rehabilitation
"04000904001",1069392,AZ,Collection: Separate Sewers,Process Improvement
"26007003044",3539185,MI,Onsite Wastewater Treatment System,Replacement
"41000194002",3543376,OR,Unregulated Community Stormwater,No Change
"30300291001",427508,MT,Unregulated Community Stormwater,No Change
"55003050010",430688,WI,Phase I MS4,Rehabilitation
"55003050010",430688,WI,Phase I MS4,Redevelopment
"55003050010",430688,WI,Phase I MS4,Increase Capacity
"55003050010",430688,WI,Phase I MS4,Increase Level Of Treatment
"34002064011",442311,NJ,Phase II MS4,Rehabilitation
"34002064011",442311,NJ,Phase II MS4,Replacement
"34002064011",442311,NJ,Phase II MS4,Redevelopment
"34004267011",442604,NJ,Phase II MS4,Rehabilitation
"34004267011",442604,NJ,Phase II MS4,Replacement
"34004267011",442604,NJ,Phase II MS4,Redevelopment
"34004267011",442604,NJ,Phase II MS4,Expansion
"34004267011",442604,NJ,Phase II MS4,Increase Level Of Treatment
"22000545005",3507520,LA,Collection: Separate Sewers,No Change
"55008861001",1206847,WI,Collection: Separate Sewers,No Change
"24000042024",1214284,MD,Treatment Plant,Replacement
"24000042024",1214284,MD,Treatment Plant,Instrumentation/Electrical/Laboratory
"36003133001",1220576,NY,Treatment Plant,No Change
"36004101002",1220787,NY,Treatment Plant,No Change
"36007022001",1221063,NY,Collection: Separate Sewers,Rehabilitation
"36007022001",1221063,NY,Collection: Separate Sewers,Replacement
"36007023001",1221066,NY,Collection: Separate Sewers,No Change
"31001570001",1230232,NE,Treatment Plant,No Change
"34001455011",442860,NJ,Phase II MS4,Redevelopment
"34001455011",442860,NJ,Phase II MS4,Process Improvement
"12000701062",3501120,FL,Onsite Wastewater Treatment System,New
"53200802102",3507418,WA,Phase II MS4,Redevelopment
"12000098003",3507501,FL,Collection: Separate Sewers,Rehabilitation
"12000098003",3507501,FL,Collection: Separate Sewers,Replacement
"12000155013",3508342,FL,Treatment Plant,Rehabilitation
"12000155013",3508342,FL,Treatment Plant,Replacement
"12000155013",3508342,FL,Treatment Plant,Instrumentation/Electrical/Laboratory
"54000205001",3515738,WV,Collection: Separate Sewers,No Change
"20000429002",3516358,KS,Collection: Separate Sewers,No Change
"37005911001",3486350,NC,Collection: Separate Sewers,No Change
"04000505031",3160948,AZ,Collection: Separate Sewers,Rehabilitation
"04000505031",3160948,AZ,Collection: Separate Sewers,Expansion
"08209000020",3500171,CO,Treatment Plant,Rehabilitation
"08209000020",3500171,CO,Treatment Plant,Replacement
"04002509001",1069624,AZ,Collection: Separate Sewers,No Change
"04002510001",1069625,AZ,Collection: Separate Sewers,Increase Capacity
"04002510001",1069625,AZ,Collection: Separate Sewers,Expansion
"53000270001",1180776,WA,Collection: Separate Sewers,No Change
"53001486002",1180966,WA,Treatment Plant,No Change
"53001486002",1180966,WA,Collection: Separate Sewers,No Change
"48002028001",1183123,TX,Collection: Separate Sewers,No Change
"48003092001",1183241,TX,Collection: Separate Sewers,No Change
"48004028002",1183348,TX,Collection: Separate Sewers,No Change
"48005031001",1183589,TX,Treatment Plant,No Change
"48005031001",1183589,TX,Collection: Separate Sewers,No Change
"48005040001",1183596,TX,Collection: Separate Sewers,No Change
"48007033003",1183815,TX,Collection: Separate Sewers,No Change
"48008041001",1184388,TX,Collection: Separate Sewers,No Change
"06006009002",3522480,CA,Treatment Plant,No Change
"18120000044",3525121,IN,Treatment Plant,No Change
"18120000044",3525121,IN,Collection: Separate Sewers,Rehabilitation
"18120000044",3525121,IN,Collection: Separate Sewers,Expansion
"26000825001",1088637,MI,Collection: Separate Sewers,No Change
"25000281001",1092553,MA,Collection: Separate Sewers,Rehabilitation
"25000281001",1092553,MA,Collection: Separate Sewers,Replacement
"50000090003",1094142,VT,Treatment Plant,No Change
"54000402001",1094731,WV,Treatment Plant,No Change
"54000402001",1094731,WV,Collection: Combined Sewers,Replacement
"01000070001",1101902,AL,Treatment Plant,Rehabilitation
"34005310002",500893,NJ,Biosolids Handling Facility,Expansion
"34005310002",500893,NJ,Biosolids Handling Facility,Process Improvement
"08000041001",1066845,CO,Water Reuse,Increase Capacity
"04002709001",1069675,AZ,Treatment Plant,Rehabilitation
"04002709001",1069675,AZ,Treatment Plant,Replacement
"06001008001",1175175,CA,Collection: Separate Sewers,Rehabilitation
"06001008001",1175175,CA,Collection: Separate Sewers,Replacement
"06001024001",1175192,CA,Collection: Separate Sewers,No Change
"06001099001",1175246,CA,Collection: Separate Sewers,No Change
"06002121001",1175355,CA,Collection: Separate Sewers,Rehabilitation
"06002121001",1175355,CA,Collection: Separate Sewers,Replacement
"06003090001",1175449,CA,Collection: Separate Sewers,No Change
"28000240007",3201098,MS,Collection: Separate Sewers,No Change
"08209000096",3500248,CO,Collection: Interceptor Sewers,No Change
"29000000288",3607939,MO,Sanitary Landfills,Increase Level Of Treatment
"08000000255",3609137,CO,Hydromodification,New
"08000000266",3609172,CO,Agriculture - Animals,Expansion
"22009071004",1168662,LA,Collection: Pump Stations,Rehabilitation
"22009071004",1168662,LA,Collection: Pump Stations,Replacement
"41000000093",3608683,OR,Hydromodification,Process Improvement
"51000243001",1192869,VA,Collection: Pump Stations,Rehabilitation
"51000243001",1192869,VA,Collection: Pump Stations,Climate Change Adaptation
"08000000078",3608415,CO,Unregulated Community Stormwater,Rehabilitation
"08000000078",3608415,CO,Unregulated Community Stormwater,Replacement
"18000000046",3608542,IN,Unregulated Community Stormwater,Rehabilitation
"12000000058",3609677,FL,Treatment Plant,Rehabilitation
"12000000058",3609677,FL,Treatment Plant,Replacement
"12000000058",3609677,FL,Treatment Plant,Process Improvement
"17000000096",3609693,IL,Treatment Plant,New
"34001323001",1073420,NJ,Collection: Pump Stations,Abandonment
"53000000079",3610354,WA,Silviculture,Increase Capacity
"53000000079",3610354,WA,Silviculture,Expansion
"53000000079",3610354,WA,Silviculture,Process Improvement
"53000000079",3610354,WA,Silviculture,Increase Level Of Treatment
"50000000053",3609736,VT,Onsite Wastewater Treatment System,Abandonment
"51000044002",1192636,VA,Collection: Pump Stations,New
"41000000061",3608463,OR,Unregulated Community Stormwater,Increase Level Of Treatment
"53002465001",1181072,WA,Treatment Plant,No Change
"49000129001",1170477,UT,Collection: Pump Stations,Rehabilitation
"49000129001",1170477,UT,Collection: Pump Stations,Replacement
"49000129001",1170477,UT,Collection: Pump Stations,Increase Capacity
"17000000102",3611349,IL,Phase II MS4,Rehabilitation
"17000000102",3611349,IL,Phase II MS4,Replacement
"25000265002",3609758,MA,Collection: Separate Sewers,New
"12000000049",3608736,FL,Phase II MS4,Rehabilitation
"12000000049",3608736,FL,Phase II MS4,Replacement
"35000000161",3612315,NM,Onsite Wastewater Treatment System,Expansion
"54000000127",3613358,WV,Unregulated Community Stormwater,Rehabilitation
"54000000127",3613358,WV,Unregulated Community Stormwater,Replacement
"54000000128",3613359,WV,Unregulated Community Stormwater,Rehabilitation
"54000000128",3613359,WV,Unregulated Community Stormwater,Replacement
"54000000186",3613442,WV,Unregulated Community Stormwater,Rehabilitation
"54000000186",3613442,WV,Unregulated Community Stormwater,Replacement
"55000000181",3610554,WI,Collection: Separate Sewers,No Change
"53002380001",1181061,WA,Collection: Pump Stations,Process Improvement
"22000000156",3607626,LA,Onsite Wastewater Treatment System,Rehabilitation
"22000000156",3607626,LA,Onsite Wastewater Treatment System,Replacement
"22000810002",1168235,LA,Collection: Pump Stations,Rehabilitation
"22000810002",1168235,LA,Collection: Pump Stations,Replacement
"38000000065",3608344,ND,Onsite Wastewater Treatment System,Rehabilitation
"38000000065",3608344,ND,Onsite Wastewater Treatment System,Replacement
"38000000065",3608344,ND,Onsite Wastewater Treatment System,Expansion
"08000000097",3608534,CO,Collection: Separate Sewers,Rehabilitation
"08000000097",3608534,CO,Collection: Separate Sewers,Replacement
"18000000047",3608544,IN,Unregulated Community Stormwater,Rehabilitation
"17000000052",3608597,IL,Collection: Separate Sewers,Rehabilitation
"08000000230",3608941,CO,Ground Water - Unknown Source,New
"51000242001",1192868,VA,Collection: Pump Stations,New
"53000000046",3610153,WA,Hydromodification,Increase Capacity
"53000000046",3610153,WA,Hydromodification,Expansion
"53000000046",3610153,WA,Hydromodification,Process Improvement
"53000000046",3610153,WA,Hydromodification,Increase Level Of Treatment
"35000000046",3607330,NM,Water Reuse,New
"18000000104",3612184,IN,Unregulated Community Stormwater,Rehabilitation
"29000000068",3607441,MO,Collection: Separate Sewers,No Change
"32000048001",1144696,NV,Clustered System,Abandonment
"29000000151",3607709,MO,Treatment Plant,No Change
"29000000152",3607713,MO,Collection: Separate Sewers,No Change
"27001216001",1231516,MN,Collection: Pump Stations,No Change
"13000000568",3610401,GA,Collection: Separate Sewers,New
"08000000341",3610477,CO,Silviculture,New
"33000294001",3610624,NH,Unregulated Community Stormwater,Process Improvement
"33000294001",3610624,NH,Unregulated Community Stormwater,Increase Level Of Treatment
"49000019001",1170376,UT,Collection: Separate Sewers,Replacement
"49000019001",1170376,UT,Collection: Separate Sewers,Increase Capacity
"06000000281",3611405,CA,Onsite Wastewater Treatment System,Rehabilitation
"06000000281",3611405,CA,Onsite Wastewater Treatment System,Replacement
"55000000317",3613130,WI,Onsite Wastewater Treatment System,Expansion
"08000000123",3608628,CO,Collection: Separate Sewers,Rehabilitation
"08000000123",3608628,CO,Collection: Separate Sewers,Replacement
"33000023004",3611164,NH,Collection: Pump Stations,Replacement
"37006001008",1153514,NC,Collection: Pump Stations,Rehabilitation
"37006001008",1153514,NC,Collection: Pump Stations,Replacement
"37006001008",1153514,NC,Collection: Pump Stations,Increase Capacity
"27000144001",1148013,MN,Collection: Pump Stations,No Change
"27008212001",1148439,MN,Collection: Pump Stations,No Change
"08000000146",3608668,CO,Unregulated Community Stormwater,New
"06000000196",3609511,CA,Phase I MS4,Rehabilitation
"06000000196",3609511,CA,Phase I MS4,Replacement
"06000000196",3609511,CA,Phase I MS4,Process Improvement
"06000000196",3609511,CA,Phase I MS4,Increase Level Of Treatment
"27005702001",1148359,MN,Biosolids Handling Facility,No Change
"08201200071",3530377,CO,Treatment Plant,Rehabilitation
"08201200071",3530377,CO,Treatment Plant,Increase Capacity
"42000019001",1195358,PA,Biosolids Handling Facility,Rehabilitation
"42000019001",1195358,PA,Biosolids Handling Facility,Instrumentation/Electrical/Laboratory
"55000000218",3612524,WI,Hydromodification,Rehabilitation
"55000000218",3612524,WI,Hydromodification,Expansion
"17000000131",3612880,IL,Hydromodification,Rehabilitation
"17000000131",3612880,IL,Hydromodification,Climate Change Adaptation
"13000000341",3607272,GA,Unregulated Community Stormwater,Rehabilitation
"13000000341",3607272,GA,Unregulated Community Stormwater,Replacement
"13000000174",3607105,GA,Unregulated Community Stormwater,Rehabilitation
"13000000174",3607105,GA,Unregulated Community Stormwater,Replacement
"13000000051",3606953,GA,Unregulated Community Stormwater,Rehabilitation
"13000000051",3606953,GA,Unregulated Community Stormwater,Replacement
"45000000090",3608887,SC,Onsite Wastewater Treatment System,New
"08000303001",1067089,CO,Collection: Interceptor Sewers,Expansion
"42000000098",3611816,PA,Collection: Separate Sewers,No Change
"09001580001",1071964,CT,Collection: Pump Stations,Rehabilitation
"49000888561",3518416,UT,Collection: Separate Sewers,No Change
"16000054001",1128603,ID,Collection: Pump Stations,Rehabilitation
"16000054001",1128603,ID,Collection: Pump Stations,Process Improvement
"16000054001",1128603,ID,Collection: Pump Stations,Instrumentation/Electrical/Laboratory
"16000054001",1128603,ID,Collection: Pump Stations,Improve Energy Efficiency
"17000529001",1113804,IL,Collection: Pump Stations,Replacement
"17000529001",1113804,IL,Collection: Pump Stations,Process Improvement
"17000529001",1113804,IL,Collection: Pump Stations,Instrumentation/Electrical/Laboratory
"49000000115",3611821,UT,Phase II MS4,Rehabilitation
"49000000115",3611821,UT,Phase II MS4,Replacement
"49000000115",3611821,UT,Phase II MS4,Redevelopment
"49000000115",3611821,UT,Phase II MS4,Increase Capacity
"49000000115",3611821,UT,Phase II MS4,Expansion
"39001702001",1080958,OH,Collection: Pump Stations,Rehabilitation
"39001702001",1080958,OH,Collection: Pump Stations,Instrumentation/Electrical/Laboratory
"24000000040",3613651,MD,Clustered System,Process Improvement
"48000000473",3613957,TX,Onsite Wastewater Treatment System,New
"08000000069",3608293,CO,Sanitary Landfills,New
"45000000107",3608904,SC,Onsite Wastewater Treatment System,New
"36000000469",3610170,NY,Collection: Separate Sewers,No Change
"25000184003",3609787,MA,Phase II MS4,Process Improvement
"48000000184",3610831,TX,Agriculture - Cropland,Expansion
"42000000099",3611817,PA,Collection: Pump Stations,Rehabilitation
"42000000099",3611817,PA,Collection: Pump Stations,Process Improvement
"48000000399",3611155,TX,Agriculture - Cropland,No Change
"01000000167",3612126,AL,Treatment Plant,No Change
"39000000201",3611830,OH,Collection: Separate Sewers,Rehabilitation
"39000000201",3611830,OH,Collection: Separate Sewers,Replacement
"39000000201",3611830,OH,Collection: Separate Sewers,Expansion
"39001932001",1080971,OH,Biosolids Handling Facility,Replacement
"39001932001",1080971,OH,Biosolids Handling Facility,Process Improvement
"39001932001",1080971,OH,Biosolids Handling Facility,Instrumentation/Electrical/Laboratory
"55001590001",1206229,WI,Collection: Interceptor Sewers,Rehabilitation
"55001590001",1206229,WI,Collection: Interceptor Sewers,Replacement
"13000000075",3606977,GA,Unregulated Community Stormwater,Rehabilitation
"13000000075",3606977,GA,Unregulated Community Stormwater,Replacement
"13000000462",3608611,GA,Phase I MS4,Rehabilitation
"13000000462",3608611,GA,Phase I MS4,Replacement
"01000000184",3613928,AL,Collection: Pump Stations,Rehabilitation
"13000000093",3606995,GA,Unregulated Community Stormwater,Rehabilitation
"13000000093",3606995,GA,Unregulated Community Stormwater,Replacement
"13000000845",3614019,GA,Hydromodification,Rehabilitation
"48000000486",3614046,TX,Onsite Wastewater Treatment System,No Change
"42000000263",3614141,PA,Unregulated Community Stormwater,New
"42000000256",3614134,PA,Unregulated Community Stormwater,New
"55004130001",1206591,WI,Biosolids Handling Facility,Rehabilitation
"55004130001",1206591,WI,Biosolids Handling Facility,Increase Capacity
"36000000492",3610544,NY,Collection: Separate Sewers,No Change
"55004237001",1206606,WI,Treatment Plant,Rehabilitation
"55004237001",1206606,WI,Treatment Plant,Replacement
"55004237001",1206606,WI,Treatment Plant,Process Improvement
"55004237001",1206606,WI,Treatment Plant,Instrumentation/Electrical/Laboratory
"55004237001",1206606,WI,Treatment Plant,Increase Level Of Treatment
"55004237001",1206606,WI,Treatment Plant,Improve Energy Efficiency
"27000000186",3612888,MN,Ground Water - Unknown Source,New
"27000000076",3609069,MN,Onsite Wastewater Treatment System,Replacement
"27000000076",3609069,MN,Onsite Wastewater Treatment System,Expansion
"29002204001",1133730,MO,Treatment Plant,Rehabilitation
"29002204001",1133730,MO,Treatment Plant,Process Improvement
"29002204001",1133730,MO,Treatment Plant,Increase Level Of Treatment
"29002463001",1133852,MO,Treatment Plant,Increase Level Of Treatment
"51000447001",483952,VA,Collection: Separate Sewers,No Change
"55003200100",3500309,WI,Phase II MS4,Rehabilitation
"55003200100",3500309,WI,Phase II MS4,Redevelopment
"55003200100",3500309,WI,Phase II MS4,Increase Capacity
"55003200100",3500309,WI,Phase II MS4,Increase Level Of Treatment
"08209000145",3501019,CO,Collection: Separate Sewers,No Change
"12000701053",3501099,FL,Onsite Wastewater Treatment System,New
"34180404102",3466430,NJ,Sanitary Landfills,Rehabilitation
"34180404102",3466430,NJ,Sanitary Landfills,Replacement
"34180404102",3466430,NJ,Sanitary Landfills,Process Improvement
"54002405002",3513336,WV,Phase II MS4,No Change
"36003155003",3514556,NY,Phase II MS4,Increase Level Of Treatment
"04001503005",3024408,AZ,Treatment Plant,Rehabilitation
"34001087001",1073313,NJ,Treatment Plant,No Change
"34002534002",1073617,NJ,Treatment Plant,No Change
"34005395001",1073767,NJ,Treatment Plant,Improve Water Efficiency
"34005395001",1073767,NJ,Collection: Separate Sewers,Rehabilitation
"34005395001",1073767,NJ,Collection: Separate Sewers,Replacement
"34005395001",1073767,NJ,Collection: Separate Sewers,Process Improvement
"34006344001",1073837,NJ,Collection: Separate Sewers,No Change
"34008501001",1073933,NJ,Collection: Separate Sewers,Expansion
"34008501001",1073933,NJ,Collection: Separate Sewers,Process Improvement
"12000126011",1078275,FL,Water Reuse,Expansion
"12000506009",1078444,FL,Treatment Plant,No Change
"39000106001",1080528,OH,Collection: Combined Sewers,No Change
"39005145006",1081267,OH,Collection: Separate Sewers,No Change
"06005328001",1175772,CA,Treatment Plant,No Change
"06008006001",1175950,CA,Collection: Separate Sewers,No Change
"48002041001",1183130,TX,Treatment Plant,No Change
"48003040001",1183205,TX,Collection: Separate Sewers,No Change
"48005029001",1183588,TX,Treatment Plant,No Change
"27043000004",3335510,MN,Collection: Separate Sewers,No Change
"55000130000",3372279,WI,Collection: Separate Sewers,No Change
"08000098001",1066899,CO,Treatment Plant,No Change
"12000144001",1078302,FL,Collection: Separate Sewers,Rehabilitation
"12000144001",1078302,FL,Collection: Separate Sewers,Replacement
"39002141001",1080984,OH,Treatment Plant,Rehabilitation
"39002141001",1080984,OH,Treatment Plant,Replacement
"26000313001",1088451,MI,Treatment Plant,Rehabilitation
"26000313001",1088451,MI,Treatment Plant,Replacement
"26000518001",1088571,MI,Collection: Combined Sewers,No Change
"26002186001",1088820,MI,Collection: Separate Sewers,No Change
"36003147002",1220596,NY,Treatment Plant,No Change
"36003172001",1220654,NY,Collection: Separate Sewers,Rehabilitation
"36001018001",1220291,NY,Collection: Separate Sewers,No Change
"36005009001",1220820,NY,Treatment Plant,Rehabilitation
"22003354001",1168539,LA,Collection: Separate Sewers,Expansion
"40000219002",1172600,OK,Collection: Separate Sewers,No Change
"40000627001",1172793,OK,Treatment Plant,Rehabilitation
"40000736001",1172846,OK,Treatment Plant,Rehabilitation
"06001041001",1175206,CA,Collection: Separate Sewers,No Change
"06002025001",1175283,CA,Collection: Separate Sewers,Rehabilitation
"06002025001",1175283,CA,Collection: Separate Sewers,Replacement
"06002025001",1175283,CA,Collection: Separate Sewers,Expansion
"06002063002",1175323,CA,Collection: Separate Sewers,Rehabilitation
"06002063002",1175323,CA,Collection: Separate Sewers,Replacement
"06003068001",1175436,CA,Treatment Plant,No Change
