facility_name,place_id,structured_output,completion_token,prompt_token,total_token,reasoning_token,cost_usd
Lake of the Pines WWTP,236236,True,7700,9515,17215,6144,
Newhall Ranch WRP,658148,True,3592,8485,12077,3328,
Niland SD WWTP,244348,True,4368,8880,13248,3840,
North San Mateo County Sanitation District WWTP,244566,True,5334,9078,14412,4480,
Novato and Ignacio WWTP,244705,True,8832,10745,19577,6912,
San Luis Rey Water Reclamation Facility (NPDES - Ocean Discharge),255392,True,4486,9469,13955,3584,
Oceanside Ocean Outfall,245795,True,8008,9393,17401,6592,
"La Salina WWTP, Oceanside Ocean Outfall",236019,True,5035,9449,14484,4096,
Ojai Valley WWTP,246616,True,8444,9198,17642,6912,
Olivehurst WWTP,245949,True,7310,9660,16970,6336,
OCSD Plant 2,259158,True,3379,9207,12586,3008,
Groundwater Replenishment System - Advanced WTF,228046,True,5128,10055,15183,4224,
East County Water Recycling Facility,247351,True,5723,9042,14765,4800,
City of Patterson WQCF,247782,True,8295,11109,19404,5952,
Petaluma Ellis Creek Water Recycling Facility (NPDES Permit),248087,True,5220,8924,14144,3520,
City of Pinole WWTP,217831,True,5490,9105,14595,4544,
Pismo Beach WWTP,248519,True,3626,8354,11980,2816,
"Placer Cnty SA No 28, ZONE No.6, Sheridan WWTP",254925,,3374,8487,11861,2944,
Hangtown Creek WRF,229595,True,9185,8724,17909,7808,
Portola WWTP,248936,True,5265,9162,14427,4544,
Red Bluff WW Reclamation Plant,252119,True,4719,8705,13424,4160,
Reedley WWTF,273131,True,6109,10076,16185,5504,
Rialto WWRF,259149,True,6470,9178,15648,5120,
Richmond WPCP,252657,True,3634,8517,12151,3008,
Richvale WWTF,252660,,3486,8150,11636,3008,
Lake California WWTP,236190,True,3797,8728,12525,3008,
Rio Dell City WWTF,252750,True,3828,8499,12327,3264,
Beach WWTF,252771,True,3920,8593,12513,3136,
Northwest WWTF,266439,True,5368,8675,14043,4864,
Riverside City WWRF,259150,True,5083,8731,13814,3904,
Rodeo Sanitary District WWTP,253174,True,3554,8920,12474,2752,
Pleasant Grove WWTP,248706,True,6075,9451,15526,4352,
Dry Creek WWTP,220768,True,6800,9067,15867,5312,
SAM WWTP (Sewer Authority Mid-Coastside WWTP),255139,True,3212,8659,11871,2368,
El Toro WD WRP,222509,True,5588,11118,16706,4480,
SOCWA - Coastal TP,257850,True,5353,11118,16471,4288,
SOCWA Aliso Creek Ocean Outfall,257590,True,10204,11130,21334,6720,
SOCWA - Regional TP,241053,True,3436,11118,14554,2240,
IRWD Los Alisos WRP,237396,True,5793,11110,16903,4672,
SOCWA San Juan Creek Ocean Outfall,257592,True,11907,10136,22043,8320,
SMWD Oso Creek WRP,257520,True,3813,10132,13945,3264,
City of San Clemente WRP,255218,True,3246,10132,13378,2432,
SOCWA - 3A Treatment Plant,241540,True,4568,10136,14704,3648,
J.B. Latham Wastewater Treatment Plant,236649,True,4723,10140,14863,3904,
EchoWater Resource Recovery Facility,254981,True,8742,9716,18458,6720,
Sac City Combined WW Collection/TRT Sys,215236,True,5196,8806,14002,4288,
Samoa Pacific WWTP (Samoa Town Site),255165,True,6363,9405,15768,5824,
San Andreas SD WWTP,255180,True,4935,9585,14520,4224,
Margaret H Chandler WWRF,259220,True,3448,8932,12380,2688,
City of San Diego North City Pure Water Facility,850597,True,5721,8959,14680,4608,
South Bay WRP,257831,True,4974,8885,13859,3840,
Point Loma WWTP & Ocean Outfall,248796,True,5450,8868,14318,4480,
North City WRP,244506,True,3106,8939,12045,2368,
San Elijo Water Campus,255265,True,1335,8437,9772,1216,
SF Arprt Mel Leong TP-Industrl,256506,True,7489,10917,18406,6016,
SF Airport Mel Leong TP-Sanitary Waste,256507,True,8806,10917,19723,5824,
"SF-SE Water Pollution Control Plant, N-Point & Bayside",256499,True,7956,10307,18263,6720,
SF - OCEANSIDE Water Pollution Control Plant,256498,True,3563,9416,12979,2816,
San Juan Bautista WWTP,255337,True,4616,8479,13095,3968,
"San Leandro, City of",879361,True,7594,11043,18637,6080,
San Leandro WPCP,255368,True,3695,11391,15086,2624,
San Luis Obispo WWTP,255380,True,6196,8617,14813,5056,
San Mateo WWTP,255420,True,6241,9142,15383,4864,
El Estero Water Resource Center NPDES,222443,True,3252,8480,11732,2688,
Santa Rosa Laguna Subregional Water Reclamation Facility,255703,True,4216,8915,13131,3520,
Sausalito Marin City STP,255802,True,5863,9015,14878,5056,
Scotts Valley WWTP,256011,,3488,8095,11583,2560,
Seeley CWD WWTP,256217,True,5597,8953,14550,4800,
Sewerage Agency of Southern Marin (SASM) WWTP,255788,True,6092,9210,15302,5376,
Cottonwood WWTP,215903,True,5596,8793,14389,4736,
Simi Valley WQCP,261253,True,3362,9021,12383,2816,
Sonoma Valley County SD WWTP,257754,True,5831,9182,15013,4672,
SCWA Russian River CSD,256061,True,2861,8924,11785,2432,
SCRWA WWTP,256039,True,3649,9079,12728,2944,
South San Francisco-San Bruno WQCP,254881,True,3452,8677,12129,2944,
South San Luis Obispo SD WWTP,257887,True,7160,9614,16774,6080,
Big Creek Powerhouse No 1 WWTF,209509,True,4942,8496,13438,4096,
St. Helena City WWTP,258386,,6361,9097,15458,4928,
Stallion Springs WWTF,273191,True,4207,9012,13219,3776,
Sunnyvale WPCP,259507,True,8612,10297,18909,6336,
Susanville Sanitary District WWTP,259689,True,5264,10093,15357,4480,
Taft WWTF,214665,True,4403,8498,12901,3776,
Temescal Valley WD WWRF,259216,True,4772,8680,13452,3584,
Hill Canyon WWTP,231693,True,8253,9463,17716,7296,
Tracy WWTP,266223,True,9799,9343,19142,8128,
Tulelake City WWTP,266694,True,3619,8484,12103,3328,
"Turlock City, Turlock Regional Water Quality Control Facility",266737,True,5213,8832,14045,4032,
Beale AFB WWTP,209007,True,5200,10316,15516,4416,
El Portal WWTF,222491,True,6324,9245,15569,4672,
Wawona WWTF,271887,True,5592,8859,14451,4544,
USS-UPI LLC - NPDES/SUB15,269601,True,5097,8772,13869,4288,
Raymond A. Boege Alvarado WWTP (Union SD),269042,True,4520,10521,15041,3648,
Thunder Valley Casino WWTP,206730,True,5537,8860,14397,4736,
South Bay International WWTP,257821,True,3609,8761,12370,3072,
Easterly WWTP,222057,True,3956,8513,12469,3136,
Valley SD WWTP,270096,True,8314,9517,17831,7232,
Victor Valley Wastewater Reclamation Authority WTP,270419,True,8486,10475,18961,6784,
Visalia Water Reclamation Facility (WRF),273138,True,6394,9711,16105,5248,
Edward C. Little Water Recycling Plant (Recycled Water Irrigation),273663,True,6425,9274,15699,4928,
Juanita Millender-McDonald Carson Regional Water Recycling Plant,217061,True,3158,8962,12120,2816,
West County Agency Outfall,215234,True,7227,9695,16922,5568,
West County WW District WPCP,272082,True,5442,9703,15145,4352,
WRCRWA Regional WWRF,259205,True,7834,9823,17657,6016,
Westmorland City WWTP,272291,True,4857,8978,13835,3840,
Willits City WWTP,272646,True,6682,12088,18770,4864,
Willows WWTP,272704,True,2699,8574,11273,2112,
"Windsor Wastewater Treatment, Reclamation, and Disposal Facility",272790,True,3396,8707,12103,2688,
Yountville / CA Vets Home WWTP,274410,True,6832,9298,16130,5248,
Yuba City WWTF,274556,True,6186,9585,15771,4928,
Henry N. Wochholz WWRF,259161,,6652,8538,15190,4992,
Mustards Grill WWTP,614538,True,4747,9616,14363,4032,
USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,638334,True,8582,8966,17548,6912,
Adelanto WWTP,204475,True,7677,9833,17510,6144,
Plymouth WWTP,248753,True,6539,9768,16307,5632,
Pine Grove Community Leachfield System,248424,,2787,8179,10966,2368,
Atascadero WWTP,206653,True,4133,9258,13391,3776,
Encinal Canyon Water Recycling Plant on Tract 46277,268043,,3823,8162,11985,3264,
Black Oak General Store,209726,,1188,8192,9380,1088,
Bakersfield WWTP #2,273208,True,5528,9445,14973,4416,
Barstow WWTP,208769,True,5443,9881,15324,4672,
BB Reg WWA-Lucerne Vly,208930,True,4867,9241,14108,4416,
Bill/Kathy's WWTF,209595,,3127,8713,11840,2816,
Blue Lake City POTW,209801,True,3625,9052,12677,2944,
Blythe Regional WW Reclamation Facilities,209847,True,7928,9840,17768,6784,
Bodega Bay Wastewater Reclamation Facility,209949,True,3868,8984,12852,3328,
Buellton WWTP,210685,True,4383,9051,13434,3648,
Burney STP,210854,True,5693,10525,16218,4608,
Byron Sanitary District WWTF,210972,True,4066,10952,15018,3584,
Mount Bullion Conservation Camp,241545,,3945,9531,13476,3008,
CDOT Collier Tunnel Rest Area,833707,True,3987,8949,12936,3328,
Gold Run Roadside Rests,227451,,6171,8606,14777,5312,
Shandon Roadside Rest Area,729031,,4735,8606,13341,4032,
Philip S Raine SRRA,248269,,2799,8549,11348,2496,
Buttonwillow Safety Roadside Rest Area,836454,True,4372,8915,13287,3584,
Warlow SRRA WWTF,719040,True,4915,8892,13807,4160,
Lebec SRRA (Tejon Pass),236772,,3047,8570,11617,2688,
"John ""Chuck"" Erreca SRRA",837951,True,4740,9151,13891,4288,
Valley Wells Rest Area,851487,,3952,9127,13079,3392,
"CCC @ Susanville, CSP-LC WTF",213580,True,4789,9119,13908,3968,
Tehachapi Correctional Inst WWTF,263072,True,7518,10688,18206,6144,
Kern Valley State Prison WWTF,234915,True,4387,9373,13760,3776,
Pleasant Valley State Prison WWTF,248717,True,6435,9066,15501,5376,
Corcoran State Prison WWTF,215698,True,5260,9282,14542,4800,
Coalinga State Hospital WWTF,214957,,4079,8416,12495,3392,
Pfeiffer Big Sur State Park WWTP,248169,,2958,8160,11118,2304,
Millerton Lake State Rec Area,240826,True,2497,9307,11804,2112,
CDF Parlin Fork Conservation Camp,213604,,4440,8618,13058,3968,
Arnold WWTP,206381,True,5845,9515,15360,4672,
Wilseyville WWTP,272716,,5401,8576,13977,4608,
West Point WWTF,272109,,4434,8569,13003,3776,
Wallace Lake Estates WWTF,271617,True,4049,9258,13307,3584,
Southworth Ranch Estates WWTF,258004,,4250,8213,12463,3584,
La Contenta WWT & RF,235798,True,4484,10141,14625,3776,
Indian Rock Vineyards Subdivision (IRVS) WWTF,232360,,4207,8972,13179,3584,
Spreckels WWTP,258186,,4109,8364,12473,3776,
Oak Hills Development WWTP,245564,,3827,8471,12298,3328,
Indian Springs Wastewater Treatment Facility,232363,True,4427,9237,13664,3584,
Dunnigan WWTF,220844,True,6555,10627,17182,5184,
Camp Roberts Main (West) Garrison WWTP,212962,True,4910,8743,13653,4160,
Atascadero State Hospital,206651,True,4397,8879,13276,3584,
California Utilities,212424,True,4879,9425,14304,4288,
Calpella CWD WWTP,212776,,3027,8360,11387,2560,
Cambria CSD WWTP,212858,True,6638,9905,16543,5312,
Casa Del Rey HA,213409,True,2018,8557,10575,1792,
Tooleville WWTF,264740,,2283,8180,10463,1984,
Traver WWTF,266310,,3519,8269,11788,2944,
Circle Oaks WWTF,214559,,2469,8343,10812,2112,
Fillmore Water Recycling Plant,889990,,2737,8462,11199,2112,
Gonzales WWTP,227602,,3964,8332,12296,3200,
Vista Canyon Water Factory,805193,,4324,8355,12679,3456,
City of Santa Maria WWTP,255678,True,5969,8805,14774,4928,
Civita Water Reclamation Facility,849194,,4341,8472,12813,3456,
Bombay Beach STP,209999,,2154,8198,10352,1792,
Corcoran WWTF,273108,True,4272,9792,14064,3712,
Corona WWRF #2,259173,,3911,8174,12085,3008,
Fresno Cnty Juvenile Justice WWTF,234146,,5951,9027,14978,4416,
Fresno Cnty #44A-Millerton Lake MHV WWTF,201082,True,3891,8511,12402,3392,
Fresno Cnty #44-D Monte Verdi Estates WWTF,201081,,5607,8702,14309,4800,
Fresno Cnty #34-Millerton New Town WWTF,201076,True,10513,10356,20869,9024,
Fresno Cnty #32-Cantua Creek WWTF,201075,True,3632,8841,12473,3264,
Fresno Cnty #30-El Porvenir WWTF,201073,True,3027,8692,11719,2752,
Chualar WWTP,241305,,4970,8602,13572,4096,
Cypress Ridge Sewer Facility,216491,True,6152,9625,15777,4928,
Tenaya Lodge WWTP,263168,True,7359,9993,17352,6208,
Willow Creek Apartments,766558,,3128,8251,11379,2752,
Davenport WWTP,219169,,2949,8115,11064,2368,
Del Rio East HOA WWTP,602499,,3272,8428,11700,3008,
Delano WWTF,273109,True,5807,9487,15294,4736,
Dinuba WWTF,273110,True,8340,11208,19548,6976,
Dixon WWTF,220396,True,2703,8336,11039,2432,
Camanche North Shore Recreation Area Water Treatment Plant Land Application,741089,,4327,8342,12669,3584,
EBMUD Pardee Center WWTF,222129,,4523,8437,12960,3648,
Camanche North Shore WWTP,212847,,4205,8568,12773,3456,
Sterling Natural Resource Center WWTF,835078,True,5578,8719,14297,4224,
Temecula Valley RWRF,263145,True,4145,10125,14270,3648,
Sun City RWRF,259223,True,2620,10117,12737,2432,
Perris Valley RWRF,259209,True,10611,10121,20732,9088,
Moreno Valley RWRF,259203,True,5612,10117,15729,4160,
San Jacinto Valley RWRF,259193,True,7623,10125,17748,6144,
Union Mine Disposal Site,641209,True,4103,9167,13270,3584,
Camino Heights WWTP,212899,True,5779,10341,16120,5120,
Gold Ridge Forest Unit 3,227444,,2668,8658,11326,2304,
El Toro Water Dist WWRF,271777,,4719,8229,12948,3776,
Hale Avenue Resource Recovery Facility (HARRF) Recycled Water,229727,,6212,8460,14672,4864,
Etna STP,222998,,2019,8199,10218,1792,
Farmersville WWTF,273113,True,4725,8920,13645,3904,
Fort Jones City WWTP,225072,True,3071,8246,11317,2816,
North Fresno WWRF,215677,,4664,8523,13187,3776,
Fresno Regional WWTF,273115,,6283,8778,15061,4736,
Mira Bella WWTF,240892,True,3547,9529,13076,3264,
Garberville POTW,226719,True,3273,8560,11833,2880,
Gold Mountain WWTF,227440,True,3591,9558,13149,3200,
Golden Meadows STP (sand filter),227507,,3179,8250,11429,2944,
Google Bay View Campus,862046,,5455,8500,13955,4160,
"Greek Orthodox Monestery of the Theotokos, The Life Giving Spring",815678,,1020,8406,9426,896,
"Greenfield WWTP, City of",227893,True,5788,9306,15094,4928,
Guadalupe WWTP,228104,True,2631,8557,11188,2496,
Gualala WWTF,228109,True,6142,9687,15829,4864,
Happy Camp WWTP,229643,,2304,8381,10685,2048,
Harris Farms Farm Labor Housing Facility,224179,True,2913,9013,11926,2560,
Helendale Silverlakes STP,230011,True,5774,8902,14676,4608,
Herlong Public Utility District WWTF,230784,,5082,8403,13485,3968,
Hi-Desert WD Reclamation Facility,806008,True,6500,8986,15486,5312,
Hilton Creek CSD Package STP,230429,True,3887,8634,12521,3584,
Hoberg's Resort,239190,,4909,8996,13905,3840,
Hollister Domestic WWTP,230555,True,6714,8723,15437,4992,
Hopland Public Utilities District,230693,True,2528,8540,11068,2176,
Housing Authority Cnty of Merced - Los Banos,240362,True,2701,8423,11124,2560,
Hughson WWTF,230812,True,5813,9790,15603,4736,
Hume Lake WWTF,273148,True,7953,10015,17968,6656,
Huron WWTF,273119,True,6750,10575,17325,5632,
I-5 & Panoche Road WWTF,232098,,4150,8458,12608,3456,
Idyllwild WD WWTP,259155,,3733,8738,12471,2688,
Poe Colonia (Cady Subdivision),248787,,5180,8734,13914,4352,
Ione WWTF,214640,True,6692,9548,16240,5888,
JH Ranch,805724,,3280,8369,11649,2880,
Jamestown Sanitary District Wastewater Treatment Facilities,233460,True,8586,10998,19584,6464,
Lake Cnty SD Kelseyville WWD No. 3 Kelseyville WWTF,736188,,4219,9426,13645,3520,
Kendall-Jackson Wine Center Domestic Waste,771804,,4596,8147,12743,3968,
Kerman WWTF,234841,True,6816,10204,17020,5248,
Kern Cnty Sheriff's Lerdo WWTF,256772,,4503,8945,13448,3584,
Kern Cnty CSA 39.8-Reeder Tract,252277,True,4536,8526,13062,3712,
King City Domestic WWTF,235021,,4124,9018,13142,3264,
Kirkwood Meadows WWTF,235088,True,7776,10978,18754,6528,
Knights Landing CSD WWTP,235144,True,4987,9844,14831,4160,
Lake Isabella WWTF,236222,,3175,8683,11858,2752,
LPC Arrowhead Area 1 LP OWTS,893349,,3707,8262,11969,3200,
Laguna County Sanitation District Reclamation Plant,236124,True,8373,10416,18789,6976,
Almanor Lakeside Villas WWTF,205205,True,3010,9037,12047,2688,
Hacienda WWTP,229466,,1517,8105,9622,1344,
Lake Shastina CSD STP,236258,True,3805,8853,12658,3136,
Lakeport City WWTP,241869,True,5051,9125,14176,4032,
Lamont WWTF,273174,True,3337,8640,11977,3072,
Las Gallinas Sludge App,236597,,465,8354,8819,448,
Laton WWTF,273175,True,5678,9164,14842,5120,
Lemoore WWTF,273120,True,4581,9435,14016,4032,
Gafner Water Reclamation Facility,226637,True,2050,8171,10221,1792,
"Lewiston CSD WWTP, POTW",236941,,1475,8079,9554,1344,
Little Bear WWTP,237149,,4046,8567,12613,3328,
Lockeford CSD WWTP,237252,True,5146,9529,14675,4288,
Los Alamos WWTP,237395,True,1213,8489,9702,1152,
Hyperion Advanced Water Purification Facility,888692,,7609,9315,16924,6656,
Trancas WPCP,268548,True,4532,9152,13684,3904,
Lancaster Water Reclamation Plant,236378,True,6728,10190,16918,5184,
Palmdale Water Reclamation Plant,247448,True,6977,10997,17974,5952,
Los Banos WWTF,273122,True,5097,10167,15264,4160,
Oasis West RV Park,255393,True,2992,9025,12017,2688,
City of Loyalton and Grandi Ranch WWTF,214650,,4590,8949,13539,3776,
Wilderness Lakes WWTP,259218,True,3184,8743,11927,2944,
Madera WWTF,273123,True,6835,9082,15917,5824,
Madera Cnty #19-Parkwood WWTF,201067,True,6297,8860,15157,5440,
Madera Cnty #14-Chukchansi WWTF,214483,True,2595,8599,11194,2304,
Madera Cnty #7-Marina View Heights WWTF,201087,,3412,8305,11717,2752,
Madera Cnty #37-La Vina WWTF,201077,True,3231,8780,12011,3008,
Madera Cnty #28 Ripperdan WWTF,201072,,3106,8341,11447,2624,
Madera Cnty #24 Teaford Meadow Lakes WWTF,201070,True,4890,8462,13352,3968,
Gunner Ranch Water Reclamation Plant,273147,True,6427,8831,15258,5568,
Malibu Bay Club WWTP,242135,,4791,8950,13741,3904,
Manila CSD WWTP,239317,,4766,8413,13179,4032,
Coulterville WWTF,215910,,2761,8308,11069,2112,
Mariposa Pines WWTF,239543,True,2266,8609,10875,2112,
Don Pedro Sewer Zone 1,220495,True,4892,8802,13694,4608,
McCabe Municipal WWTP,815299,True,4735,8908,13643,3968,
McCloud WWTF,240000,,3939,8929,12868,3648,
McFarland WWTF,273125,True,5437,9401,14838,4672,
I-5 & Highway 58 WWTF,273149,True,4499,8827,13326,3584,
Mendota WWTF,273126,True,5038,9767,14805,4160,
Microsoft Silicon Valley Recycled Water System,860254,,5089,8524,13613,3904,
Miranda POTW,240917,True,2531,8372,10903,2240,
Mission Hills La Purisima WWTP,240951,True,3595,9703,13298,2944,
Alan Horton WWTP,204870,True,6339,9371,15710,5376,
Desert Crest WWTP,219649,True,5129,8969,14098,4352,
Monterey Bay Academy WWTP,241299,,4257,9151,13408,3840,
Lake San Antonio Southshore WWTP,236252,,5504,8237,13741,4992,
Monterey Dunes Colony WWTP,241306,True,2592,8506,11098,2304,
Napa Berryessa WTF,243845,True,5997,9326,15323,5248,
City of Newman WWTF,244250,,3445,8341,11786,2816,
Nipomo CSD Southland Treatment Facility,244361,True,3921,8766,12687,3328,
Nipomo CSD Black Lake - Reclaimed Water Producer,244360,True,5555,9267,14822,4992,
North of River WWTF,273143,True,4512,8693,13205,3584,
Oakwood Lake WWTF,241099,True,6367,9481,15848,5440,
Orange Cove WWTF,273127,True,7167,9648,16815,6016,
Ralph W Chapman WRF,251548,,4003,8211,12214,2880,
Pioneer Creek MH Community,248476,,2241,8401,10642,1920,
Pajaro Valley WMA and City of Watsonville Water Reclamation,731257,,4150,8273,12423,3136,
Palm Springs WWTF,247435,True,6401,10388,16789,5120,
"Palm Springs Village-309, LLC Silvertip Resort Village WWTF",257153,,4132,8480,12612,3328,
Paradise Ranch WWTP,249771,,3650,8181,11831,3136,
Pauma Valley Treatment Plant,247809,True,1850,8502,10352,1664,
